b	epr	epra	sepr	seprs	sepra	seprsa
332.983	-305	457.352	374	583.286	1198.51	741.159
332.987	-303	457.161	375	584.286	1200.51	743.346
332.99	-300	456.982	375	584.286	1202.51	745.524
332.994	-297	456.812	374	583.286	1204.5	747.688
332.997	-295	456.649	374	583.286	1206.49	749.845
333.001	-292	456.497	376	585.286	1208.5	751.998
333.004	-287	456.362	376	585.286	1210.5	754.135
333.007	-284	456.237	377	586.286	1212.5	756.264
333.011	-279	456.129	379	588.286	1214.51	758.384
333.014	-276	456.031	383	592.286	1216.54	760.507
333.018	-275	455.937	387	596.286	1218.58	762.64
333.021	-273	455.849	389	598.286	1220.62	764.773
333.024	-271	455.768	391	600.286	1222.67	766.906
333.028	-268	455.698	394	603.286	1224.74	769.039
333.031	-267	455.631	396	605.286	1226.81	771.175
333.035	-267	455.564	399	608.286	1228.89	773.322
333.038	-268	455.494	402	611.286	1230.98	775.483
333.042	-269	455.42	406	615.286	1233.08	777.66
333.045	-271	455.339	408	617.286	1235.19	779.851
333.048	-272	455.255	409	618.286	1237.3	782.049
333.052	-273	455.168	411	620.286	1239.43	784.258
333.055	-275	455.073	411	620.286	1241.55	786.473
333.059	-277	454.972	413	622.286	1243.67	788.702
333.062	-279	454.864	416	625.286	1245.81	790.947
333.065	-278	454.76	418	627.286	1247.96	793.197
333.069	-276	454.662	419	628.286	1250.1	795.443
333.072	-275	454.568	419	628.286	1252.25	797.685
333.076	-274	454.477	418	627.286	1254.4	799.921
333.079	-276	454.379	419	628.286	1256.55	802.166
333.083	-279	454.271	420	629.286	1258.7	804.426
333.086	-283	454.149	425	634.286	1260.87	806.716
333.089	-283	454.028	429	638.286	1263.05	809.02
333.093	-282	453.909	433	642.286	1265.24	811.335
333.096	-283	453.788	435	644.286	1267.45	813.659
333.1	-284	453.663	436	645.286	1269.65	815.991
333.103	-286	453.531	438	647.286	1271.87	818.336
333.106	-289	453.388	438	647.286	1274.08	820.691
333.11	-290	453.243	439	648.286	1276.3	823.053
333.113	-290	453.097	442	651.286	1278.52	825.425
333.117	-289	452.955	443	652.286	1280.75	827.798
333.12	-289	452.813	444	653.286	1282.99	830.174
333.124	-288	452.674	444	653.286	1285.22	832.546
333.127	-286	452.542	443	652.286	1287.45	834.908
333.13	-285	452.414	442	651.286	1289.68	837.263
333.134	-287	452.278	440	649.286	1291.9	839.619
333.137	-292	452.126	438	647.286	1294.11	841.984
333.141	-297	451.956	437	646.286	1296.32	844.363
333.144	-300	451.777	436	645.286	1298.53	846.749
333.148	-301	451.593	435	644.286	1300.73	849.136
333.151	-301	451.41	433	642.286	1302.92	851.515
333.154	-301	451.227	433	642.286	1305.12	853.894
333.158	-301	451.044	432	641.286	1307.31	856.27
333.161	-302	450.857	431	640.286	1309.5	858.646
333.165	-301	450.674	430	639.286	1311.69	861.014
333.168	-300	450.494	432	641.286	1313.88	863.387
333.171	-298	450.321	434	643.286	1316.08	865.759
333.175	-297	450.152	436	645.286	1318.29	868.135
333.178	-296	449.986	436	645.286	1320.49	870.508
333.182	-296	449.819	438	647.286	1322.71	872.887
333.185	-294	449.66	440	649.286	1324.93	875.266
333.189	-293	449.504	441	650.286	1327.15	877.645
333.192	-295	449.342	442	651.286	1329.38	880.035
333.195	-296	449.175	444	653.286	1331.61	882.434
333.199	-295	449.013	446	655.286	1333.85	884.837
333.202	-296	448.847	447	656.286	1336.09	887.247
333.206	-295	448.684	447	656.286	1338.34	889.654
333.209	-293	448.528	447	656.286	1340.58	892.054
333.212	-291	448.379	447	656.286	1342.83	894.447
333.216	-289	448.237	448	657.286	1345.07	896.836
333.219	-290	448.091	452	661.286	1347.33	899.243
333.223	-290	447.946	454	663.286	1349.6	901.656
333.226	-292	447.793	456	665.286	1351.88	904.083
333.23	-293	447.637	459	668.286	1354.16	906.524
333.233	-293	447.482	461	670.286	1356.45	908.971
333.236	-293	447.326	463	672.286	1358.75	911.426
333.24	-293	447.17	465	674.286	1361.06	913.887
333.243	-292	447.017	469	678.286	1363.38	916.359
333.247	-292	446.865	472	681.286	1365.71	918.841
333.25	-292	446.712	474	683.286	1368.04	921.329
333.253	-294	446.553	474	683.286	1370.38	923.825
333.257	-296	446.387	475	684.286	1372.72	926.33
333.26	-298	446.214	476	685.286	1375.06	928.846
333.264	-298	446.041	477	686.286	1377.41	931.366
333.267	-299	445.865	479	688.286	1379.76	933.895
333.271	-301	445.682	482	691.286	1382.12	936.442
333.274	-304	445.488	487	696.286	1384.5	939.016
333.277	-307	445.284	489	698.286	1386.89	941.607
333.281	-310	445.07	491	700.286	1389.29	944.216
333.284	-311	444.853	491	700.286	1391.68	946.827
333.288	-314	444.625	491	700.286	1394.07	949.449
333.291	-317	444.387	491	700.286	1396.47	952.081
333.295	-318	444.146	492	701.286	1398.87	954.721
333.298	-317	443.908	492	701.286	1401.26	957.356
333.301	-314	443.681	494	703.286	1403.67	959.988
333.305	-313	443.456	495	704.286	1406.08	962.621
333.308	-313	443.232	497	706.286	1408.49	965.26
333.312	-313	443.008	498	707.286	1410.91	967.902
333.315	-312	442.787	498	707.286	1413.33	970.541
333.318	-311	442.57	499	708.286	1415.75	973.18
333.322	-310	442.356	498	707.286	1418.17	975.812
333.325	-308	442.149	497	706.286	1420.58	978.434
333.329	-307	441.945	498	707.286	1423	981.056
333.332	-306	441.745	498	707.286	1425.42	983.675
333.336	-303	441.555	497	706.286	1427.83	986.28
333.339	-301	441.371	496	705.286	1430.25	988.874
333.342	-302	441.185	496	705.286	1432.66	991.472
333.346	-303	440.995	494	703.286	1435.06	994.067
333.349	-305	440.798	493	702.286	1437.46	996.665
333.353	-307	440.594	491	700.286	1439.86	999.263
333.356	-308	440.387	490	699.286	1442.25	1001.86
333.359	-308	440.18	490	699.286	1444.64	1004.46
333.363	-306	439.979	492	701.286	1447.04	1007.06
333.366	-303	439.789	495	704.286	1449.44	1009.65
333.37	-300	439.61	497	706.286	1451.86	1012.25
333.373	-299	439.433	499	708.286	1454.28	1014.85
333.377	-299	439.257	500	709.286	1456.71	1017.45
333.38	-301	439.074	500	709.286	1459.13	1020.06
333.383	-303	438.884	501	710.286	1461.56	1022.68
333.387	-302	438.697	501	710.286	1463.99	1025.29
333.39	-303	438.507	502	711.286	1466.42	1027.91
333.394	-305	438.31	503	712.286	1468.86	1030.55
333.397	-306	438.11	503	712.286	1471.29	1033.18
333.401	-306	437.909	503	712.286	1473.73	1035.82
333.404	-307	437.706	503	712.286	1476.16	1038.46
333.407	-306	437.505	503	712.286	1478.6	1041.09
333.411	-305	437.309	505	714.286	1481.04	1043.73
333.414	-303	437.118	507	716.286	1483.49	1046.37
333.418	-304	436.925	507	716.286	1485.94	1049.01
333.421	-306	436.725	506	715.286	1488.38	1051.66
333.424	-307	436.521	505	714.286	1490.82	1054.3
333.428	-308	436.314	503	712.286	1493.26	1056.95
333.431	-309	436.103	501	710.286	1495.69	1059.58
333.435	-307	435.9	500	709.286	1498.11	1062.21
333.438	-308	435.692	499	708.286	1500.53	1064.84
333.442	-308	435.485	498	707.286	1502.95	1067.47
333.445	-308	435.278	498	707.286	1505.37	1070.09
333.448	-308	435.071	497	706.286	1507.79	1072.72
333.452	-309	434.86	497	706.286	1510.2	1075.34
333.455	-310	434.646	498	707.286	1512.62	1077.97
333.459	-311	434.429	500	709.286	1515.04	1080.62
333.462	-313	434.205	502	711.286	1517.48	1083.27
333.465	-313	433.981	503	712.286	1519.91	1085.93
333.469	-312	433.76	504	713.286	1522.35	1088.59
333.472	-312	433.539	506	715.286	1524.8	1091.26
333.476	-312	433.318	508	717.286	1527.25	1093.93
333.479	-310	433.104	510	719.286	1529.71	1096.6
333.483	-308	432.897	512	721.286	1532.17	1099.28
333.486	-308	432.69	515	724.286	1534.65	1101.96
333.489	-307	432.486	519	728.286	1537.14	1104.65
333.493	-306	432.286	522	731.286	1539.64	1107.35
333.496	-305	432.089	526	735.286	1542.15	1110.07
333.5	-303	431.899	529	738.286	1544.68	1112.78
333.503	-302	431.712	532	741.286	1547.21	1115.5
333.506	-303	431.522	535	744.286	1549.76	1118.24
333.51	-304	431.329	535	744.286	1552.3	1120.97
333.513	-306	431.129	535	744.286	1554.85	1123.72
333.517	-308	430.921	534	743.286	1557.39	1126.47
333.52	-312	430.701	532	741.286	1559.92	1129.22
333.524	-312	430.48	529	738.286	1562.45	1131.97
333.527	-313	430.256	527	736.286	1564.96	1134.71
333.53	-312	430.035	526	735.286	1567.48	1137.44
333.534	-311	429.817	524	733.286	1569.99	1140.17
333.537	-308	429.61	524	733.286	1572.49	1142.88
333.541	-305	429.413	523	732.286	1575	1145.58
333.544	-305	429.216	524	733.286	1577.5	1148.29
333.548	-307	429.013	526	735.286	1580.02	1151
333.551	-308	428.806	527	736.286	1582.53	1153.73
333.554	-308	428.598	528	737.286	1585.06	1156.46
333.558	-309	428.388	529	738.286	1587.58	1159.19
333.561	-310	428.174	531	740.286	1590.11	1161.94
333.565	-308	427.967	531	740.286	1592.64	1164.68
333.568	-307	427.763	532	741.286	1595.18	1167.41
333.571	-305	427.566	532	741.286	1597.71	1170.14
333.575	-304	427.373	532	741.286	1600.25	1172.87
333.578	-305	427.176	532	741.286	1602.78	1175.6
333.582	-307	426.972	532	741.286	1605.31	1178.34
333.585	-310	426.758	533	742.286	1607.85	1181.09
333.589	-309	426.548	534	743.286	1610.39	1183.85
333.592	-311	426.33	534	743.286	1612.93	1186.6
333.595	-311	426.113	533	742.286	1615.47	1189.36
333.599	-310	425.899	533	742.286	1618.01	1192.11
333.602	-307	425.695	532	741.286	1620.54	1194.85
333.606	-308	425.488	533	742.286	1623.08	1197.59
333.609	-310	425.274	537	746.286	1625.63	1200.36
333.612	-313	425.05	539	748.286	1628.19	1203.14
333.616	-316	424.815	541	750.286	1630.76	1205.94
333.619	-316	424.581	544	753.286	1633.33	1208.75
333.623	-314	424.353	544	753.286	1635.91	1211.56
333.626	-312	424.132	543	752.286	1638.48	1214.35
333.63	-310	423.918	542	751.286	1641.05	1217.13
333.633	-309	423.708	543	752.286	1643.62	1219.91
333.636	-309	423.497	544	753.286	1646.2	1222.7
333.64	-308	423.29	544	753.286	1648.77	1225.48
333.643	-307	423.086	545	754.286	1651.35	1228.27
333.647	-307	422.883	544	753.286	1653.93	1231.04
333.65	-306	422.682	543	752.286	1656.5	1233.82
333.653	-306	422.482	541	750.286	1659.06	1236.58
333.657	-308	422.275	540	749.286	1661.63	1239.35
333.66	-309	422.064	540	749.286	1664.19	1242.12
333.664	-310	421.85	540	749.286	1666.75	1244.9
333.667	-309	421.64	539	748.286	1669.31	1247.67
333.671	-310	421.426	538	747.286	1671.86	1250.44
333.674	-310	421.212	536	745.286	1674.41	1253.2
333.677	-311	420.994	534	743.286	1676.95	1255.96
333.681	-308	420.787	534	743.286	1679.49	1258.71
333.684	-311	420.57	534	743.286	1682.04	1261.47
333.688	-313	420.346	533	742.286	1684.57	1264.23
333.691	-313	420.121	532	741.286	1687.11	1266.99
333.695	-312	419.901	529	738.286	1689.63	1269.73
333.698	-312	419.68	527	736.286	1692.15	1272.47
333.701	-311	419.462	526	735.286	1694.66	1275.2
333.705	-310	419.248	525	734.286	1697.17	1277.93
333.708	-308	419.041	525	734.286	1699.68	1280.64
333.712	-307	418.837	526	735.286	1702.2	1283.36
333.715	-307	418.634	530	739.286	1704.73	1286.09
333.718	-306	418.433	533	742.286	1707.26	1288.83
333.722	-307	418.23	534	743.286	1709.81	1291.58
333.725	-308	418.023	535	744.286	1712.35	1294.33
333.729	-310	417.809	536	745.286	1714.9	1297.09
333.732	-311	417.591	537	746.286	1717.45	1299.86
333.736	-313	417.367	538	747.286	1720	1302.64
333.739	-315	417.136	541	750.286	1722.57	1305.43
333.742	-317	416.898	543	752.286	1725.14	1308.24
333.746	-318	416.657	544	753.286	1727.72	1311.06
333.749	-317	416.419	547	756.286	1730.3	1313.88
333.753	-316	416.184	551	760.286	1732.9	1316.72
333.756	-315	415.953	553	762.286	1735.51	1319.56
333.759	-315	415.722	553	762.286	1738.11	1322.39
333.763	-313	415.498	554	763.286	1740.72	1325.23
333.766	-312	415.277	555	764.286	1743.34	1328.06
333.77	-310	415.063	557	766.286	1745.96	1330.89
333.773	-307	414.859	559	768.286	1748.58	1333.72
333.777	-304	414.666	560	769.286	1751.21	1336.55
333.78	-300	414.486	559	768.286	1753.84	1339.36
333.783	-296	414.32	558	767.286	1756.46	1342.14
333.787	-293	414.164	558	767.286	1759.09	1344.92
333.79	-290	414.019	558	767.286	1761.71	1347.69
333.794	-289	413.876	559	768.286	1764.34	1350.46
333.797	-290	413.731	560	769.286	1766.97	1353.24
333.801	-289	413.589	560	769.286	1769.6	1356.01
333.804	-290	413.443	559	768.286	1772.23	1358.78
333.807	-291	413.294	558	767.286	1774.85	1361.55
333.811	-292	413.142	557	766.286	1777.47	1364.33
333.814	-294	412.982	555	764.286	1780.08	1367.1
333.818	-297	412.813	553	762.286	1782.69	1369.88
333.821	-299	412.636	550	759.286	1785.28	1372.65
333.824	-302	412.45	549	758.286	1787.88	1375.43
333.828	-303	412.26	548	757.286	1790.47	1378.21
333.831	-305	412.063	545	754.286	1793.04	1380.98
333.835	-307	411.859	543	752.286	1795.62	1383.76
333.838	-305	411.662	541	750.286	1798.18	1386.52
333.842	-302	411.476	540	749.286	1800.74	1389.27
333.845	-297	411.306	538	747.286	1803.3	1391.99
333.848	-294	411.147	536	745.286	1805.85	1394.7
333.852	-292	410.994	533	742.286	1808.38	1397.39
333.855	-290	410.849	531	740.286	1810.92	1400.07
333.859	-287	410.713	529	738.286	1813.44	1402.73
333.862	-286	410.581	527	736.286	1815.96	1405.38
333.865	-286	410.45	524	733.286	1818.46	1408.02
333.869	-287	410.314	520	729.286	1820.96	1410.64
333.872	-289	410.172	516	725.286	1823.44	1413.27
333.876	-289	410.03	514	723.286	1825.91	1415.88
333.879	-289	409.888	511	720.286	1828.37	1418.49
333.883	-290	409.742	509	718.286	1830.83	1421.09
333.886	-291	409.593	508	717.286	1833.28	1423.69
333.889	-292	409.441	506	715.286	1835.73	1426.29
333.893	-295	409.278	505	714.286	1838.17	1428.89
333.896	-296	409.112	505	714.286	1840.61	1431.5
333.9	-296	408.946	503	712.286	1843.05	1434.1
333.903	-297	408.776	500	709.286	1845.47	1436.7
333.906	-297	408.607	500	709.286	1847.9	1439.29
333.91	-298	408.434	500	709.286	1850.32	1441.89
333.913	-301	408.25	499	708.286	1852.74	1444.49
333.917	-305	408.054	498	707.286	1855.16	1447.11
333.92	-311	407.836	499	708.286	1857.58	1449.75
333.924	-316	407.602	499	708.286	1860.01	1452.4
333.927	-317	407.364	498	707.286	1862.42	1455.06
333.93	-318	407.122	498	707.286	1864.84	1457.72
333.934	-317	406.884	498	707.286	1867.26	1460.38
333.937	-316	406.65	498	707.286	1869.68	1463.03
333.941	-314	406.422	498	707.286	1872.1	1465.67
333.944	-314	406.195	498	707.286	1874.51	1468.32
333.947	-314	405.967	500	709.286	1876.94	1470.97
333.951	-316	405.733	499	708.286	1879.36	1473.63
333.954	-314	405.505	498	707.286	1881.78	1476.27
333.958	-311	405.288	498	707.286	1884.2	1478.91
333.961	-309	405.077	498	707.286	1886.62	1481.54
333.965	-307	404.873	498	707.286	1889.03	1484.16
333.968	-305	404.676	497	706.286	1891.45	1486.77
333.971	-305	404.479	495	704.286	1893.86	1489.38
333.975	-304	404.286	493	702.286	1896.26	1491.97
333.978	-304	404.093	493	702.286	1898.66	1494.57
333.982	-303	403.902	492	701.286	1901.06	1497.15
333.985	-303	403.712	491	700.286	1903.45	1499.74
333.989	-300	403.533	489	698.286	1905.84	1502.31
333.992	-297	403.363	486	695.286	1908.22	1504.85
333.995	-296	403.197	483	692.286	1910.58	1507.39
333.999	-297	403.027	480	689.286	1912.94	1509.91
334.002	-299	402.851	477	686.286	1915.29	1512.44
334.006	-301	402.668	474	683.286	1917.62	1514.95
334.009	-303	402.478	470	679.286	1919.94	1517.47
334.012	-304	402.284	469	678.286	1922.26	1519.98
334.016	-303	402.094	466	675.286	1924.57	1522.48
334.019	-303	401.904	463	672.286	1926.87	1524.97
334.023	-301	401.721	460	669.286	1929.16	1527.44
334.026	-301	401.538	455	664.286	1931.43	1529.89
334.03	-301	401.355	449	658.286	1933.68	1532.33
334.033	-300	401.175	444	653.286	1935.92	1534.74
334.036	-301	400.992	438	647.286	1938.13	1537.14
334.04	-301	400.808	434	643.286	1940.33	1539.52
334.043	-302	400.622	430	639.286	1942.51	1541.89
334.047	-302	400.435	427	636.286	1944.69	1544.25
334.05	-299	400.259	423	632.286	1946.85	1546.59
334.053	-296	400.093	422	631.286	1949.01	1548.92
334.057	-295	399.93	420	629.286	1951.16	1551.23
334.06	-291	399.781	419	628.286	1953.31	1553.53
334.064	-288	399.642	417	626.286	1955.45	1555.81
334.067	-286	399.51	413	622.286	1957.58	1558.07
334.071	-285	399.382	408	617.286	1959.69	1560.31
334.074	-284	399.257	405	614.286	1961.79	1562.53
334.077	-284	399.132	403	612.286	1963.88	1564.75
334.081	-284	399.007	404	613.286	1965.98	1566.97
334.084	-285	398.878	405	614.286	1968.08	1569.2
334.088	-284	398.753	405	614.286	1970.18	1571.43
334.091	-283	398.631	404	613.286	1972.28	1573.64
334.095	-283	398.51	403	612.286	1974.37	1575.86
334.098	-287	398.374	401	610.286	1976.46	1578.08
334.101	-288	398.236	397	606.286	1978.53	1580.29
334.105	-289	398.093	394	603.286	1980.59	1582.5
334.108	-290	397.948	389	598.286	1982.64	1584.69
334.112	-290	397.802	385	594.286	1984.67	1586.87
334.115	-289	397.66	381	590.286	1986.69	1589.03
334.118	-288	397.521	378	587.286	1988.7	1591.17
334.122	-288	397.382	375	584.286	1990.69	1593.31
334.125	-287	397.247	371	580.286	1992.68	1595.43
334.129	-286	397.115	369	578.286	1994.65	1597.54
334.132	-287	396.98	365	574.286	1996.62	1599.64
334.136	-288	396.841	360	569.286	1998.56	1601.72
334.139	-288	396.702	356	565.286	2000.5	1603.8
334.142	-285	396.574	351	560.286	2002.41	1605.84
334.146	-283	396.452	347	556.286	2004.32	1607.86
334.149	-279	396.344	343	552.286	2006.2	1609.86
334.153	-276	396.246	338	547.286	2008.07	1611.83
334.156	-275	396.152	334	543.286	2009.93	1613.78
334.159	-276	396.054	330	539.286	2011.78	1615.72
334.163	-275	395.96	329	538.286	2013.62	1617.66
334.166	-274	395.869	326	535.286	2015.45	1619.58
334.17	-273	395.782	323	532.286	2017.27	1621.49
334.173	-273	395.694	320	529.286	2019.08	1623.38
334.177	-274	395.603	317	526.286	2020.88	1625.27
334.18	-275	395.509	313	522.286	2022.66	1627.15
334.183	-276	395.411	309	518.286	2024.43	1629.02
334.187	-278	395.307	306	515.286	2026.2	1630.89
334.19	-281	395.192	304	513.286	2027.95	1632.76
334.194	-285	395.063	302	511.286	2029.7	1634.64
334.197	-286	394.931	298	507.286	2031.43	1636.5
334.2	-288	394.792	293	502.286	2033.15	1638.36
334.204	-290	394.647	287	496.286	2034.85	1640.2
334.207	-290	394.501	280	489.286	2036.52	1642.02
334.211	-290	394.356	273	482.286	2038.17	1643.81
334.214	-289	394.214	268	477.286	2039.8	1645.59
334.218	-287	394.078	262	471.286	2041.41	1647.33
334.221	-287	393.943	257	466.286	2043.01	1649.06
334.224	-288	393.804	253	462.286	2044.59	1650.78
334.228	-290	393.658	250	459.286	2046.16	1652.5
334.231	-293	393.503	246	455.286	2047.71	1654.21
334.235	-295	393.34	242	451.286	2049.26	1655.92
334.238	-297	393.17	239	448.286	2050.79	1657.62
334.242	-299	392.994	235	444.286	2052.31	1659.32
334.245	-298	392.821	233	442.286	2053.82	1661
334.248	-299	392.645	229	438.286	2055.32	1662.68
334.252	-297	392.475	227	436.286	2056.81	1664.34
334.255	-294	392.316	222	431.286	2058.29	1665.97
334.259	-292	392.163	217	426.286	2059.74	1667.58
334.262	-290	392.018	211	420.286	2061.18	1669.16
334.265	-289	391.876	205	414.286	2062.6	1670.72
334.269	-286	391.744	201	410.286	2064	1672.26
334.272	-285	391.615	197	406.286	2065.39	1673.77
334.276	-283	391.494	192	401.286	2066.76	1675.27
334.279	-284	391.368	187	396.286	2068.12	1676.75
334.283	-287	391.233	182	391.286	2069.45	1678.22
334.286	-291	391.084	177	386.286	2070.78	1679.69
334.289	-293	390.928	171	380.286	2072.08	1681.15
334.293	-295	390.765	166	375.286	2073.36	1682.59
334.296	-297	390.596	162	371.286	2074.63	1684.03
334.3	-299	390.42	158	367.286	2075.88	1685.47
334.303	-302	390.233	152	361.286	2077.12	1686.89
334.306	-304	390.04	147	356.286	2078.34	1688.3
334.31	-306	389.839	142	351.286	2079.54	1689.7
334.313	-308	389.632	138	347.286	2080.73	1691.09
334.317	-309	389.422	134	343.286	2081.9	1692.48
334.32	-312	389.201	130	339.286	2083.06	1693.86
334.324	-315	388.97	127	336.286	2084.21	1695.24
334.327	-316	388.735	124	333.286	2085.35	1696.62
334.33	-316	388.501	121	330.286	2086.48	1697.98
334.334	-318	388.259	116	325.286	2087.59	1699.33
334.337	-319	388.015	113	322.286	2088.69	1700.68
334.341	-319	387.77	110	319.286	2089.79	1702.02
334.344	-317	387.532	106	315.286	2090.86	1703.33
334.348	-316	387.297	101	310.286	2091.92	1704.63
334.351	-313	387.073	96	305.286	2092.97	1705.9
334.354	-309	386.863	91	300.286	2094	1707.13
334.358	-304	386.669	85	294.286	2095	1708.33
334.361	-298	386.496	79	288.286	2095.99	1709.49
334.365	-294	386.337	73	282.286	2096.95	1710.62
334.368	-292	386.185	66	275.286	2097.89	1711.71
334.371	-288	386.046	58	267.286	2098.81	1712.76
334.375	-283	385.924	49	258.286	2099.69	1713.77
334.378	-280	385.813	41	250.286	2100.55	1714.73
334.382	-278	385.708	33	242.286	2101.38	1715.67
334.385	-277	385.607	24	233.286	2102.17	1716.57
334.389	-277	385.506	16	225.286	2102.94	1717.44
334.392	-279	385.398	9	218.286	2103.69	1718.29
334.395	-281	385.283	2	211.286	2104.41	1719.13
334.399	-285	385.154	-5	204.286	2105.11	1719.96
334.402	-288	385.016	-11	198.286	2105.79	1720.77
334.406	-289	384.873	-17	192.286	2106.45	1721.57
334.409	-293	384.718	-22	187.286	2107.09	1722.37
334.412	-296	384.552	-25	184.286	2107.72	1723.17
334.416	-298	384.379	-29	180.286	2108.33	1723.96
334.419	-298	384.206	-34	175.286	2108.93	1724.73
334.423	-296	384.039	-39	170.286	2109.52	1725.48
334.426	-291	383.89	-44	165.286	2110.08	1726.19
334.43	-288	383.752	-51	158.286	2110.62	1726.87
334.433	-285	383.623	-57	152.286	2111.14	1727.52
334.436	-283	383.502	-63	146.286	2111.64	1728.14
334.44	-280	383.39	-70	139.286	2112.12	1728.73
334.443	-279	383.282	-79	130.286	2112.57	1729.28
334.447	-281	383.167	-87	122.286	2112.98	1729.82
334.45	-283	383.046	-95	114.286	2113.38	1730.33
334.453	-283	382.924	-104	105.286	2113.73	1730.81
334.457	-284	382.799	-112	97.286	2114.07	1731.27
334.46	-285	382.67	-120	89.286	2114.37	1731.7
334.464	-284	382.545	-126	83.286	2114.66	1732.11
334.467	-283	382.424	-132	77.286	2114.92	1732.5
334.471	-285	382.295	-138	71.286	2115.17	1732.87
334.474	-287	382.16	-142	67.286	2115.4	1733.24
334.477	-287	382.024	-148	61.286	2115.61	1733.58
334.481	-288	381.886	-152	57.286	2115.8	1733.92
334.484	-289	381.743	-157	52.286	2115.98	1734.24
334.488	-286	381.612	-161	48.286	2116.15	1734.54
334.491	-284	381.486	-167	42.286	2116.29	1734.8
334.495	-283	381.365	-174	35.286	2116.41	1735.05
334.498	-285	381.236	-181	28.286	2116.51	1735.27
334.501	-288	381.097	-189	20.286	2116.58	1735.48
334.505	-289	380.955	-196	13.286	2116.62	1735.67
334.508	-292	380.803	-203	6.286	2116.65	1735.84
334.512	-295	380.64	-211	-1.714	2116.64	1736
334.515	-296	380.474	-218	-8.714	2116.61	1736.14
334.518	-298	380.301	-226	-16.714	2116.55	1736.25
334.522	-299	380.125	-233	-23.714	2116.47	1736.35
334.525	-302	379.938	-238	-28.714	2116.38	1736.44
334.529	-305	379.741	-243	-33.714	2116.26	1736.52
334.532	-307	379.537	-248	-38.714	2116.13	1736.59
334.536	-307	379.334	-254	-44.714	2115.98	1736.64
334.539	-309	379.123	-260	-50.714	2115.8	1736.68
334.542	-312	378.902	-266	-56.714	2115.61	1736.71
334.546	-314	378.675	-273	-63.714	2115.39	1736.72
334.549	-313	378.45	-280	-70.714	2115.15	1736.7
334.553	-309	378.24	-287	-77.714	2114.88	1736.64
334.556	-308	378.033	-294	-84.714	2114.59	1736.56
334.559	-309	377.822	-302	-92.714	2114.28	1736.46
334.563	-312	377.601	-309	-99.714	2113.94	1736.34
334.566	-314	377.374	-316	-106.714	2113.57	1736.2
334.57	-316	377.139	-326	-116.714	2113.17	1736.03
334.573	-316	376.905	-337	-127.714	2112.74	1735.83
334.577	-317	376.667	-346	-136.714	2112.27	1735.6
334.58	-317	376.429	-356	-146.714	2111.77	1735.34
334.583	-318	376.188	-364	-154.714	2111.24	1735.05
334.587	-318	375.946	-372	-162.714	2110.68	1734.74
334.59	-319	375.702	-379	-169.714	2110.1	1734.4
334.594	-317	375.464	-385	-175.714	2109.5	1734.04
334.597	-316	375.229	-392	-182.714	2108.88	1733.65
334.6	-316	374.995	-399	-189.714	2108.23	1733.24
334.604	-319	374.75	-406	-196.714	2107.56	1732.81
334.607	-322	374.495	-414	-204.714	2106.86	1732.36
334.611	-324	374.233	-421	-211.714	2106.13	1731.9
334.614	-326	373.964	-426	-216.714	2105.39	1731.43
334.618	-329	373.685	-432	-222.714	2104.63	1730.95
334.621	-331	373.4	-437	-227.714	2103.85	1730.45
334.624	-334	373.104	-441	-231.714	2103.06	1729.96
334.628	-335	372.804	-446	-236.714	2102.25	1729.45
334.631	-337	372.498	-451	-241.714	2101.43	1728.93
334.635	-337	372.192	-457	-247.714	2100.58	1728.39
334.638	-337	371.885	-462	-252.714	2099.72	1727.83
334.642	-334	371.589	-468	-258.714	2098.83	1727.24
334.645	-333	371.297	-472	-262.714	2097.93	1726.64
334.648	-335	370.997	-474	-264.714	2097.03	1726.03
334.652	-336	370.694	-477	-267.714	2096.11	1725.42
334.655	-337	370.388	-482	-272.714	2095.18	1724.79
334.659	-338	370.078	-489	-279.714	2094.23	1724.15
334.662	-339	369.765	-497	-287.714	2093.24	1723.48
334.665	-339	369.452	-504	-294.714	2092.24	1722.78
334.669	-338	369.143	-513	-303.714	2091.2	1722.05
334.672	-339	368.829	-521	-311.714	2090.13	1721.3
334.676	-339	368.516	-528	-318.714	2089.04	1720.53
334.679	-340	368.2	-535	-325.714	2087.93	1719.73
334.683	-342	367.876	-543	-333.714	2086.79	1718.91
334.686	-345	367.543	-549	-339.714	2085.63	1718.08
334.689	-347	367.202	-557	-347.714	2084.44	1717.24
334.693	-347	366.862	-565	-355.714	2083.22	1716.36
334.696	-345	366.528	-572	-362.714	2081.98	1715.45
334.7	-340	366.212	-577	-367.714	2080.73	1714.51
334.703	-335	365.912	-582	-372.714	2079.45	1713.54
334.706	-331	365.626	-587	-377.714	2078.16	1712.53
334.71	-329	365.347	-592	-382.714	2076.85	1711.5
334.713	-329	365.069	-598	-388.714	2075.52	1710.45
334.717	-332	364.779	-604	-394.714	2074.17	1709.39
334.72	-335	364.48	-609	-399.714	2072.81	1708.33
334.724	-339	364.167	-613	-403.714	2071.43	1707.26
334.727	-340	363.85	-617	-407.714	2070.03	1706.18
334.73	-340	363.534	-622	-412.714	2068.62	1705.09
334.734	-341	363.214	-628	-418.714	2067.19	1703.98
334.737	-342	362.89	-634	-424.714	2065.74	1702.85
334.741	-343	362.564	-640	-430.714	2064.27	1701.7
