b	epr	epra	sepr	seprs	sepra	seprsa
334.744	-346	362.226	-646	-436.714	2062.78	1700.55
334.747	-349	361.879	-651	-441.714	2061.27	1699.39
334.751	-350	361.528	-657	-447.714	2059.73	1698.21
334.754	-349	361.181	-663	-453.714	2058.18	1697
334.758	-349	360.834	-667	-457.714	2056.62	1695.79
334.761	-346	360.497	-671	-461.714	2055.04	1694.54
334.765	-344	360.167	-677	-467.714	2053.44	1693.28
334.768	-341	359.847	-682	-472.714	2051.83	1691.98
334.771	-336	359.544	-687	-477.714	2050.19	1690.65
334.775	-334	359.248	-692	-482.714	2048.54	1689.3
334.778	-332	358.959	-700	-490.714	2046.87	1687.91
334.782	-330	358.676	-707	-497.714	2045.16	1686.49
334.785	-327	358.404	-713	-503.714	2043.44	1685.04
334.789	-329	358.125	-717	-507.714	2041.71	1683.58
334.792	-328	357.85	-721	-511.714	2039.96	1682.11
334.795	-328	357.574	-725	-515.714	2038.2	1680.62
334.799	-330	357.292	-730	-520.714	2036.41	1679.12
334.802	-330	357.009	-734	-524.714	2034.62	1677.61
334.806	-329	356.73	-740	-530.714	2032.81	1676.08
334.809	-328	356.455	-746	-536.714	2030.97	1674.52
334.812	-327	356.183	-751	-541.714	2029.12	1672.94
334.816	-328	355.907	-757	-547.714	2027.25	1671.34
334.819	-328	355.632	-764	-554.714	2025.35	1669.72
334.823	-326	355.363	-770	-560.714	2023.44	1668.07
334.826	-326	355.094	-776	-566.714	2021.5	1666.4
334.83	-325	354.829	-782	-572.714	2019.54	1664.71
334.833	-325	354.564	-787	-577.714	2017.57	1663
334.836	-325	354.299	-791	-581.714	2015.58	1661.28
334.84	-324	354.037	-794	-584.714	2013.58	1659.54
334.843	-321	353.785	-798	-588.714	2011.57	1657.78
334.847	-320	353.537	-802	-592.714	2009.54	1656
334.85	-320	353.289	-806	-596.714	2007.5	1654.21
334.853	-318	353.048	-810	-600.714	2005.45	1652.4
334.857	-319	352.803	-814	-604.714	2003.38	1650.58
334.86	-320	352.555	-819	-609.714	2001.29	1648.74
334.864	-320	352.307	-826	-616.714	1999.19	1646.88
334.867	-321	352.055	-832	-622.714	1997.06	1645
334.871	-325	351.79	-837	-627.714	1994.91	1643.12
334.874	-331	351.504	-842	-632.714	1992.75	1641.24
334.877	-338	351.194	-846	-636.714	1990.57	1639.38
334.881	-340	350.878	-850	-640.714	1988.38	1637.5
334.884	-343	350.551	-854	-644.714	1986.18	1635.63
334.888	-345	350.217	-859	-649.714	1983.96	1633.74
334.891	-347	349.877	-864	-654.714	1981.72	1631.84
334.894	-347	349.536	-868	-658.714	1979.47	1629.93
334.898	-345	349.203	-872	-662.714	1977.2	1628
334.901	-343	348.876	-876	-666.714	1974.92	1626.05
334.905	-343	348.549	-879	-669.714	1972.63	1624.08
334.908	-344	348.219	-881	-671.714	1970.34	1622.12
334.912	-345	347.885	-882	-672.714	1968.04	1620.15
334.915	-343	347.558	-886	-676.714	1965.72	1618.17
334.918	-343	347.232	-889	-679.714	1963.4	1616.17
334.922	-342	346.908	-894	-684.714	1961.06	1614.15
334.925	-342	346.585	-898	-688.714	1958.71	1612.12
334.929	-340	346.268	-899	-689.714	1956.35	1610.08
334.932	-339	345.955	-900	-690.714	1953.99	1608.03
334.936	-338	345.646	-902	-692.714	1951.62	1605.97
334.939	-337	345.339	-906	-696.714	1949.24	1603.9
334.942	-335	345.04	-909	-699.714	1946.84	1601.81
334.946	-333	344.747	-910	-700.714	1944.45	1599.7
334.949	-334	344.451	-911	-701.714	1942.05	1597.6
334.953	-332	344.162	-914	-704.714	1939.64	1595.48
334.956	-330	343.88	-918	-708.714	1937.22	1593.34
334.959	-332	343.59	-923	-713.714	1934.78	1591.19
334.963	-334	343.294	-928	-718.714	1932.32	1589.03
334.966	-337	342.988	-932	-722.714	1929.85	1586.86
334.97	-341	342.668	-936	-726.714	1927.37	1584.7
334.973	-344	342.338	-939	-729.714	1924.87	1582.53
334.977	-345	342.004	-942	-732.714	1922.37	1580.36
334.98	-345	341.671	-945	-735.714	1919.85	1578.18
334.983	-345	341.337	-949	-739.714	1917.32	1575.99
334.987	-346	341	-953	-743.714	1914.78	1573.78
334.99	-346	340.663	-955	-745.714	1912.23	1571.57
334.994	-346	340.326	-957	-747.714	1909.68	1569.35
334.997	-344	339.996	-959	-749.714	1907.11	1567.12
335	-342	339.672	-961	-751.714	1904.54	1564.87
335.004	-340	339.356	-964	-754.714	1901.96	1562.61
335.007	-339	339.043	-967	-757.714	1899.37	1560.33
335.011	-337	338.736	-969	-759.714	1896.78	1558.04
335.014	-334	338.44	-974	-764.714	1894.16	1555.72
335.018	-332	338.151	-978	-768.714	1891.53	1553.38
335.021	-331	337.865	-980	-770.714	1888.9	1551.03
335.024	-330	337.583	-984	-774.714	1886.25	1548.67
335.028	-330	337.301	-989	-779.714	1883.59	1546.29
335.031	-329	337.022	-994	-784.714	1880.9	1543.88
335.035	-326	336.753	-998	-788.714	1878.21	1541.45
335.038	-324	336.491	-1002	-792.714	1875.5	1539.01
335.042	-321	336.24	-1006	-796.714	1872.77	1536.53
335.045	-317	336.002	-1009	-799.714	1870.04	1534.04
335.048	-314	335.774	-1012	-802.714	1867.3	1531.52
335.052	-312	335.553	-1015	-805.714	1864.54	1528.99
335.055	-308	335.346	-1018	-808.714	1861.78	1526.43
335.059	-305	335.149	-1020	-810.714	1859.01	1523.86
335.062	-305	334.952	-1021	-811.714	1856.23	1521.28
335.065	-307	334.749	-1020	-810.714	1853.46	1518.71
335.069	-308	334.541	-1019	-809.714	1850.69	1516.15
335.072	-312	334.321	-1018	-808.714	1847.93	1513.61
335.076	-316	334.086	-1016	-806.714	1845.17	1511.08
335.079	-321	333.835	-1013	-803.714	1842.42	1508.59
335.083	-325	333.569	-1009	-799.714	1839.69	1506.12
335.086	-330	333.287	-1008	-798.714	1836.96	1503.67
335.089	-332	332.998	-1008	-798.714	1834.23	1501.23
335.093	-330	332.715	-1009	-799.714	1831.49	1498.78
335.096	-326	332.447	-1009	-799.714	1828.76	1496.31
335.1	-323	332.188	-1009	-799.714	1826.03	1493.84
335.103	-322	331.933	-1010	-800.714	1823.29	1491.35
335.106	-322	331.678	-1011	-801.714	1820.55	1488.87
335.11	-320	331.43	-1012	-802.714	1817.8	1486.37
335.113	-319	331.185	-1014	-804.714	1815.05	1483.87
335.117	-317	330.948	-1017	-807.714	1812.29	1481.34
335.12	-317	330.71	-1022	-812.714	1809.51	1478.8
335.124	-317	330.472	-1026	-816.714	1806.72	1476.25
335.127	-316	330.237	-1029	-819.714	1803.92	1473.68
335.13	-314	330.01	-1033	-823.714	1801.1	1471.09
335.134	-313	329.785	-1037	-827.714	1798.27	1468.49
335.137	-312	329.565	-1039	-829.714	1795.44	1465.87
335.141	-314	329.337	-1040	-830.714	1792.6	1463.26
335.144	-315	329.106	-1041	-831.714	1789.75	1460.65
335.147	-314	328.878	-1042	-832.714	1786.91	1458.03
335.151	-314	328.651	-1042	-832.714	1784.06	1455.41
335.154	-315	328.419	-1043	-833.714	1781.21	1452.79
335.158	-318	328.178	-1043	-833.714	1778.36	1450.18
335.161	-322	327.923	-1042	-832.714	1775.51	1447.59
335.165	-327	327.651	-1042	-832.714	1772.67	1445.02
335.168	-329	327.372	-1043	-833.714	1769.82	1442.44
335.171	-332	327.083	-1046	-836.714	1766.96	1439.87
335.175	-334	326.787	-1049	-839.714	1764.09	1437.3
335.178	-334	326.491	-1052	-842.714	1761.21	1434.71
335.182	-336	326.188	-1054	-844.714	1758.32	1432.13
335.185	-338	325.878	-1057	-847.714	1755.42	1429.54
335.189	-339	325.565	-1060	-850.714	1752.51	1426.95
335.192	-339	325.252	-1063	-853.714	1749.59	1424.34
335.195	-340	324.935	-1065	-855.714	1746.67	1421.73
335.199	-340	324.619	-1067	-857.714	1743.74	1419.12
335.202	-341	324.299	-1069	-859.714	1740.8	1416.5
335.206	-340	323.982	-1070	-860.714	1737.85	1413.87
335.209	-341	323.662	-1071	-861.714	1734.91	1411.25
335.212	-340	323.346	-1070	-860.714	1731.97	1408.62
335.216	-341	323.026	-1070	-860.714	1729.02	1406
335.219	-345	322.692	-1070	-860.714	1726.08	1403.39
335.223	-348	322.348	-1069	-859.714	1723.14	1400.79
335.226	-352	321.991	-1069	-859.714	1720.2	1398.21
335.23	-353	321.63	-1070	-860.714	1717.26	1395.63
335.233	-354	321.265	-1070	-860.714	1714.32	1393.05
335.236	-355	320.898	-1070	-860.714	1711.38	1390.48
335.24	-356	320.526	-1070	-860.714	1708.43	1387.91
335.243	-356	320.155	-1069	-859.714	1705.49	1385.34
335.247	-354	319.791	-1069	-859.714	1702.56	1382.76
335.25	-348	319.447	-1070	-860.714	1699.61	1380.17
335.253	-343	319.12	-1071	-861.714	1696.67	1377.55
335.257	-339	318.807	-1072	-862.714	1693.72	1374.91
335.26	-335	318.508	-1073	-863.714	1690.77	1372.26
335.264	-332	318.218	-1074	-864.714	1687.81	1369.59
335.267	-328	317.943	-1076	-866.714	1684.85	1366.9
335.271	-326	317.674	-1075	-865.714	1681.89	1364.21
335.274	-325	317.409	-1075	-865.714	1678.93	1361.52
335.277	-323	317.15	-1076	-866.714	1675.97	1358.81
335.281	-323	316.892	-1077	-867.714	1673	1356.11
335.284	-323	316.634	-1078	-868.714	1670.03	1353.4
335.288	-320	316.385	-1079	-869.714	1667.06	1350.67
335.291	-317	316.148	-1078	-868.714	1664.09	1347.94
335.294	-313	315.923	-1079	-869.714	1661.11	1345.19
335.298	-309	315.713	-1078	-868.714	1658.14	1342.43
335.301	-307	315.509	-1078	-868.714	1655.17	1339.66
335.305	-306	315.309	-1077	-867.714	1652.21	1336.9
335.308	-304	315.115	-1077	-867.714	1649.24	1334.13
335.312	-304	314.922	-1078	-868.714	1646.27	1331.35
335.315	-304	314.728	-1078	-868.714	1643.3	1328.57
335.318	-305	314.531	-1077	-867.714	1640.34	1325.8
335.322	-305	314.335	-1076	-866.714	1637.37	1323.04
335.325	-302	314.148	-1076	-866.714	1634.41	1320.26
335.329	-300	313.968	-1078	-868.714	1631.44	1317.47
335.332	-298	313.795	-1080	-870.714	1628.46	1314.67
335.336	-295	313.633	-1083	-873.714	1625.48	1311.84
335.339	-292	313.48	-1084	-874.714	1622.49	1309.01
335.342	-290	313.334	-1085	-875.714	1619.49	1306.16
335.346	-291	313.185	-1086	-876.714	1616.5	1303.31
335.349	-293	313.03	-1087	-877.714	1613.49	1300.47
335.353	-294	312.87	-1085	-875.714	1610.5	1297.63
335.356	-295	312.708	-1086	-876.714	1607.5	1294.8
335.359	-297	312.538	-1085	-875.714	1604.51	1291.97
335.363	-301	312.355	-1085	-875.714	1601.52	1289.16
335.366	-304	312.161	-1082	-872.714	1598.53	1286.37
335.37	-305	311.965	-1079	-869.714	1595.56	1283.6
335.373	-306	311.764	-1079	-869.714	1592.59	1280.82
335.377	-307	311.561	-1078	-868.714	1589.62	1278.06
335.38	-309	311.35	-1078	-868.714	1586.65	1275.3
335.383	-312	311.129	-1078	-868.714	1583.68	1272.55
335.387	-316	310.895	-1077	-867.714	1580.71	1269.82
335.39	-317	310.657	-1076	-866.714	1577.75	1267.09
335.394	-318	310.415	-1074	-864.714	1574.79	1264.38
335.397	-318	310.174	-1073	-863.714	1571.84	1261.67
335.4	-318	309.933	-1073	-863.714	1568.89	1258.95
335.404	-315	309.702	-1073	-863.714	1565.93	1256.23
335.407	-314	309.474	-1075	-865.714	1562.98	1253.5
335.411	-311	309.257	-1076	-866.714	1560.01	1250.76
335.414	-310	309.043	-1077	-867.714	1557.05	1248
335.418	-309	308.832	-1078	-868.714	1554.08	1245.24
335.421	-308	308.625	-1076	-866.714	1551.11	1242.49
335.424	-311	308.408	-1076	-866.714	1548.15	1239.74
335.428	-316	308.173	-1075	-865.714	1545.19	1237.02
335.431	-319	307.928	-1075	-865.714	1542.23	1234.3
335.435	-319	307.684	-1075	-865.714	1539.27	1231.59
335.438	-318	307.442	-1074	-864.714	1536.32	1228.87
335.442	-314	307.215	-1072	-862.714	1533.37	1226.15
335.445	-311	306.997	-1071	-861.714	1530.42	1223.42
335.448	-310	306.783	-1070	-860.714	1527.48	1220.7
335.452	-310	306.569	-1067	-857.714	1524.55	1217.98
335.455	-311	306.352	-1065	-855.714	1521.62	1215.27
335.459	-309	306.141	-1063	-853.714	1518.7	1212.56
335.462	-308	305.934	-1062	-852.714	1515.79	1209.85
335.465	-307	305.73	-1061	-851.714	1512.88	1207.15
335.469	-306	305.53	-1061	-851.714	1509.96	1204.43
335.472	-305	305.333	-1061	-851.714	1507.05	1201.72
335.476	-306	305.133	-1059	-849.714	1504.15	1199.02
335.479	-308	304.926	-1059	-849.714	1501.24	1196.32
335.483	-308	304.719	-1061	-851.714	1498.33	1193.61
335.486	-307	304.515	-1064	-854.714	1495.41	1190.89
335.489	-307	304.311	-1065	-855.714	1492.48	1188.17
335.493	-306	304.111	-1065	-855.714	1489.56	1185.45
335.496	-306	303.911	-1067	-857.714	1486.63	1182.72
335.5	-306	303.71	-1066	-856.714	1483.7	1179.99
335.503	-307	303.507	-1063	-853.714	1480.78	1177.27
335.506	-309	303.296	-1062	-852.714	1477.86	1174.57
335.51	-311	303.079	-1061	-851.714	1474.95	1171.87
335.513	-311	302.861	-1059	-849.714	1472.05	1169.19
335.517	-310	302.647	-1057	-847.714	1469.15	1166.5
335.52	-309	302.437	-1055	-845.714	1466.26	1163.82
335.524	-307	302.233	-1052	-842.714	1463.38	1161.15
335.527	-305	302.036	-1050	-840.714	1460.5	1158.47
335.53	-302	301.849	-1046	-836.714	1457.64	1155.79
335.534	-299	301.673	-1044	-834.714	1454.79	1153.12
335.537	-299	301.497	-1041	-831.714	1451.95	1150.45
335.541	-300	301.317	-1040	-830.714	1449.11	1147.79
335.544	-298	301.144	-1039	-829.714	1446.27	1145.13
335.547	-296	300.978	-1039	-829.714	1443.44	1142.46
335.551	-296	300.812	-1040	-830.714	1440.6	1139.78
335.554	-296	300.646	-1040	-830.714	1437.76	1137.11
335.558	-296	300.48	-1039	-829.714	1434.92	1134.44
335.561	-295	300.317	-1037	-827.714	1432.09	1131.77
335.565	-294	300.158	-1034	-824.714	1429.27	1129.11
335.568	-293	300.002	-1031	-821.714	1426.46	1126.46
335.571	-293	299.846	-1029	-819.714	1423.66	1123.81
335.575	-294	299.687	-1028	-818.714	1420.86	1121.17
335.578	-295	299.524	-1028	-818.714	1418.06	1118.54
335.582	-294	299.365	-1029	-819.714	1415.26	1115.89
335.585	-294	299.205	-1028	-818.714	1412.46	1113.25
335.589	-294	299.046	-1029	-819.714	1409.66	1110.61
335.592	-297	298.877	-1028	-818.714	1406.86	1107.98
335.595	-297	298.707	-1027	-817.714	1404.06	1105.36
335.599	-298	298.534	-1025	-815.714	1401.28	1102.74
335.602	-299	298.358	-1024	-814.714	1398.49	1100.13
335.606	-299	298.181	-1022	-812.714	1395.71	1097.53
335.609	-299	298.005	-1022	-812.714	1392.93	1094.93
335.612	-298	297.832	-1020	-810.714	1390.16	1092.33
335.616	-296	297.666	-1016	-806.714	1387.4	1089.74
335.619	-294	297.507	-1014	-804.714	1384.65	1087.15
335.623	-292	297.354	-1012	-802.714	1381.91	1084.56
335.626	-290	297.209	-1010	-800.714	1379.17	1081.96
335.63	-288	297.07	-1008	-798.714	1376.44	1079.37
335.633	-287	296.934	-1007	-797.714	1373.71	1076.78
335.636	-285	296.806	-1006	-796.714	1370.99	1074.19
335.64	-283	296.684	-1005	-795.714	1368.27	1071.59
335.643	-283	296.563	-1005	-795.714	1365.55	1068.99
335.647	-282	296.444	-1004	-794.714	1362.83	1066.39
335.65	-282	296.326	-1006	-796.714	1360.11	1063.78
335.653	-283	296.204	-1006	-796.714	1357.39	1061.18
335.657	-283	296.083	-1006	-796.714	1354.66	1058.58
335.66	-283	295.961	-1005	-795.714	1351.94	1055.98
335.664	-282	295.843	-1005	-795.714	1349.22	1053.38
335.667	-281	295.728	-1006	-796.714	1346.5	1050.77
335.671	-281	295.613	-1006	-796.714	1343.78	1048.16
335.674	-284	295.488	-1005	-795.714	1341.06	1045.57
335.677	-286	295.356	-1003	-793.714	1338.34	1042.99
335.681	-286	295.224	-1001	-791.714	1335.64	1040.41
335.684	-289	295.082	-998	-788.714	1332.94	1037.86
335.688	-294	294.923	-996	-786.714	1330.25	1035.33
335.691	-297	294.753	-996	-786.714	1327.56	1032.81
335.694	-297	294.584	-996	-786.714	1324.87	1030.29
335.698	-295	294.421	-998	-788.714	1322.18	1027.75
335.701	-294	294.262	-1001	-791.714	1319.47	1025.21
335.705	-296	294.096	-1001	-791.714	1316.76	1022.67
335.708	-296	293.929	-1000	-790.714	1314.06	1020.13
335.712	-295	293.767	-999	-789.714	1311.36	1017.59
335.715	-295	293.604	-997	-787.714	1308.67	1015.06
335.718	-293	293.448	-995	-785.714	1305.98	1012.53
335.722	-291	293.299	-995	-785.714	1303.3	1010
335.725	-291	293.15	-996	-786.714	1300.61	1007.46
335.729	-293	292.994	-997	-787.714	1297.91	1004.92
335.732	-296	292.828	-998	-788.714	1295.22	1002.39
335.736	-298	292.655	-997	-787.714	1292.52	999.869
335.739	-300	292.475	-997	-787.714	1289.83	997.356
335.742	-301	292.292	-996	-786.714	1287.14	994.849
335.746	-302	292.106	-994	-784.714	1284.46	992.353
335.749	-302	291.919	-992	-782.714	1281.78	989.864
335.753	-302	291.732	-990	-780.714	1279.11	987.382
335.756	-301	291.549	-986	-776.714	1276.46	984.91
335.759	-299	291.373	-983	-773.714	1273.81	982.442
335.763	-298	291.2	-981	-771.714	1271.18	979.976
335.766	-298	291.027	-977	-767.714	1268.55	977.525
335.77	-298	290.854	-973	-763.714	1265.94	975.087
335.773	-299	290.678	-969	-759.714	1263.34	972.666
335.777	-298	290.505	-966	-756.714	1260.76	970.252
335.78	-298	290.332	-963	-753.714	1258.18	967.849
335.783	-296	290.166	-962	-752.714	1255.61	965.442
335.787	-294	290.006	-960	-750.714	1253.04	963.035
335.79	-293	289.85	-958	-748.714	1250.48	960.631
335.794	-290	289.705	-956	-746.714	1247.93	958.224
335.797	-287	289.569	-955	-745.714	1245.38	955.81
335.8	-286	289.438	-955	-745.714	1242.83	953.393
335.804	-285	289.309	-954	-744.714	1240.28	950.976
335.807	-287	289.174	-954	-744.714	1237.74	948.565
335.811	-290	289.028	-955	-745.714	1235.19	946.162
335.814	-290	288.882	-954	-744.714	1232.64	943.761
335.818	-289	288.74	-953	-743.714	1230.1	941.361
335.821	-286	288.608	-952	-742.714	1227.56	938.954
335.824	-284	288.483	-951	-741.714	1225.03	936.544
335.828	-283	288.362	-950	-740.714	1222.49	934.133
335.831	-286	288.23	-950	-740.714	1219.96	931.733
335.835	-289	288.087	-950	-740.714	1217.43	929.343
335.838	-292	287.935	-950	-740.714	1214.9	926.963
335.841	-297	287.766	-949	-739.714	1212.37	924.604
335.845	-300	287.586	-949	-739.714	1209.84	922.255
335.848	-302	287.399	-949	-739.714	1207.31	919.913
335.852	-304	287.206	-947	-737.714	1204.79	917.585
335.855	-305	287.009	-945	-735.714	1202.28	915.267
335.859	-304	286.815	-945	-735.714	1199.76	912.945
335.862	-300	286.635	-945	-735.714	1197.25	910.61
335.865	-297	286.466	-945	-735.714	1194.73	908.264
335.869	-295	286.303	-943	-733.714	1192.22	905.919
335.872	-292	286.151	-942	-732.714	1189.72	903.567
335.876	-289	286.009	-939	-729.714	1187.22	901.214
335.879	-288	285.87	-937	-727.714	1184.74	898.865
335.883	-289	285.728	-937	-727.714	1182.25	896.52
335.886	-291	285.579	-938	-728.714	1179.76	894.178
335.889	-296	285.413	-940	-730.714	1177.26	891.846
335.893	-302	285.226	-941	-731.714	1174.76	889.531
335.896	-306	285.026	-941	-731.714	1172.26	887.23
335.9	-307	284.822	-941	-731.714	1169.75	884.932
335.903	-307	284.618	-940	-730.714	1167.26	882.638
335.906	-306	284.418	-941	-731.714	1164.76	880.337
335.91	-306	284.218	-942	-732.714	1162.25	878.033
335.913	-305	284.021	-941	-731.714	1159.75	875.728
335.917	-303	283.831	-939	-729.714	1157.25	873.424
335.92	-298	283.658	-937	-727.714	1154.77	871.109
335.924	-296	283.492	-935	-725.714	1152.29	868.794
335.927	-293	283.336	-932	-722.714	1149.82	866.48
335.93	-290	283.19	-928	-718.714	1147.36	864.168
335.934	-288	283.051	-927	-717.714	1144.9	861.854
335.937	-288	282.913	-929	-719.714	1142.44	859.532
335.941	-289	282.77	-929	-719.714	1139.98	857.214
335.944	-290	282.625	-930	-720.714	1137.52	854.896
335.947	-291	282.476	-932	-722.714	1135.05	852.574
335.951	-289	282.334	-933	-723.714	1132.58	850.242
335.954	-286	282.202	-933	-723.714	1130.1	847.9
335.958	-286	282.07	-932	-722.714	1127.63	845.561
335.961	-286	281.938	-930	-720.714	1125.17	843.23
335.965	-287	281.802	-928	-718.714	1122.71	840.908
335.968	-287	281.667	-924	-714.714	1120.27	838.6
335.971	-289	281.525	-921	-711.714	1117.83	836.309
335.975	-291	281.376	-919	-709.714	1115.41	834.032
335.978	-293	281.22	-917	-707.714	1112.99	831.769
335.982	-295	281.057	-916	-706.714	1110.57	829.516
335.985	-298	280.884	-915	-705.714	1108.16	827.276
335.988	-300	280.705	-912	-702.714	1105.76	825.054
335.992	-298	280.532	-911	-701.714	1103.36	822.828
335.995	-298	280.359	-908	-698.714	1100.97	820.612
335.999	-296	280.193	-904	-694.714	1098.6	818.404
336.002	-294	280.033	-898	-688.714	1096.24	816.208
336.006	-293	279.878	-894	-684.714	1093.9	814.024
336.009	-294	279.718	-890	-680.714	1091.57	811.856
336.012	-295	279.556	-887	-677.714	1089.26	809.702
336.016	-297	279.386	-886	-676.714	1086.94	807.558
336.019	-296	279.22	-885	-675.714	1084.63	805.414
336.023	-294	279.061	-885	-675.714	1082.32	803.264
336.026	-293	278.905	-885	-675.714	1080.01	801.11
336.03	-294	278.745	-884	-674.714	1077.71	798.962
336.033	-295	278.583	-883	-673.714	1075.4	796.822
336.036	-296	278.417	-881	-671.714	1073.11	794.692
336.04	-294	278.257	-878	-668.714	1070.82	792.565
336.043	-293	278.101	-875	-665.714	1068.55	790.445
336.047	-292	277.949	-872	-662.714	1066.28	788.332
336.05	-293	277.793	-871	-661.714	1064.02	786.226
336.053	-296	277.627	-869	-659.714	1061.76	784.137
336.057	-299	277.451	-868	-658.714	1059.51	782.062
336.06	-302	277.264	-868	-658.714	1057.26	779.996
336.064	-305	277.067	-868	-658.714	1055.01	777.942
336.067	-306	276.867	-870	-660.714	1052.75	775.883
336.071	-306	276.667	-869	-659.714	1050.49	773.828
336.074	-307	276.463	-867	-657.714	1048.25	771.784
