xb	xfa	a	aa	xfb	b	ba	xfc	c	ca	xfd	d	da	xfe	e	ea	xff	f	fa	xfh	h	ha	xfg	g	ga	xfi	i	ia	xfk	k	ka
332.06	9.53303	145.861	6.85719	9.52691	250.453	64.0145	9.52824	149.223	40.7811	9.52727	64	118.978	9.52718	106.425	49.1413	9.52436	80.0447	22.4587	9.53768	-3.09884	5.41612	9.52568	29.4585	-6.96274	9.52568	-9.57662	-7.64654	9.52568	0.031	-11.9632
332.063	9.53296	144.884	7.08956	9.52684	250.49	64.4937	9.52817	150.245	41.045	9.5272	64	119.331	9.52711	107.433	49.3632	9.52429	79.0509	22.6402	9.5376	-4.10156	5.41125	9.5256	29.4607	-6.89499	9.52561	-7.57545	-7.64993	9.52561	-1.96607	-11.9699
332.065	9.53289	142.908	7.31701	9.52677	250.527	64.9729	9.5281	152.267	41.3139	9.52713	63	119.681	9.52704	108.44	49.5876	9.52422	79.057	22.8217	9.53753	-4.10428	5.40636	9.52553	30.4629	-6.82475	9.52554	-4.57429	-7.64585	9.52554	-1.96315	-11.9766
332.068	9.53282	141.931	7.54203	9.5267	250.564	65.4522	9.52803	154.289	41.5878	9.52706	62	120.029	9.52697	110.448	49.817	9.52415	78.0632	23.0008	9.53746	-4.10701	5.40147	9.52546	32.465	-6.74953	9.52547	-2.57312	-7.6368	9.52547	-2.96022	-11.9858
332.07	9.53275	140.955	7.76463	9.52663	251.602	65.934	9.52795	155.312	41.8642	9.52699	62	120.377	9.5269	112.456	50.0514	9.52407	78.0693	23.1798	9.53739	-3.10973	5.39906	9.52539	32.4672	-6.6743	9.5254	0.42805	-7.62029	9.5254	-3.95729	-11.9975
332.073	9.53267	140.978	7.98729	9.52656	253.639	66.421	9.52788	156.334	42.1433	9.52692	62	120.725	9.52683	114.463	50.2908	9.524	78.0755	23.3589	9.53732	-3.11245	5.39665	9.52532	30.4694	-6.60405	9.52533	2.42921	-7.5988	9.52533	-4.95436	-12.0116
332.075	9.5326	141.002	8.21	9.52648	254.676	66.9105	9.52781	156.356	42.4223	9.52685	62	121.073	9.52675	115.471	50.5327	9.52393	78.0817	23.538	9.53725	-4.11518	5.39174	9.52525	28.4716	-6.53876	9.52525	3.43038	-7.57483	9.52525	-5.95143	-12.0283
332.078	9.53253	142.025	8.43526	9.52641	256.713	67.4051	9.52774	155.378	42.6989	9.52678	62	121.421	9.52668	116.479	50.7771	9.52386	78.0878	23.7171	9.53718	-4.1179	5.38682	9.52518	27.4738	-6.47595	9.52518	4.43154	-7.54836	9.52518	-5.9485	-12.0449
332.08	9.53246	143.049	8.66306	9.52634	260.751	67.9098	9.52767	155.4	42.9756	9.5267	62	121.769	9.52661	116.486	51.0215	9.52379	78.094	23.8962	9.5371	-4.12062	5.3819	9.5251	27.476	-6.41314	9.52511	5.43271	-7.5194	9.52511	-6.94557	-12.064
332.083	9.53239	143.072	8.89092	9.52627	263.788	68.4219	9.5276	153.423	43.2474	9.52663	62	122.117	9.52654	115.494	51.2634	9.52372	78.1001	24.0754	9.53703	-3.12334	5.37945	9.52503	28.4782	-6.34783	9.52504	5.43388	-7.49045	9.52504	-6.94265	-12.0831
332.085	9.53232	143.096	9.11884	9.5262	265.825	68.9392	9.52753	152.445	43.5167	9.52656	62	122.465	9.52647	115.502	51.5054	9.52365	78.1063	24.2545	9.53696	-2.12607	5.37949	9.52496	28.4803	-6.28252	9.52497	5.43504	-7.46149	9.52497	-6.93972	-12.1022
332.088	9.53225	143.119	9.34681	9.52613	268.862	69.464	9.52745	152.467	43.7861	9.52649	63	122.816	9.5264	113.509	51.7424	9.52358	78.1125	24.4337	9.53689	-1.12879	5.38201	9.52489	26.4825	-6.22218	9.5249	5.43621	-7.43252	9.5249	-5.93679	-12.1188
332.09	9.53217	142.143	9.57236	9.52606	269.9	69.9914	9.52738	152.489	44.0556	9.52642	63	123.166	9.52633	111.517	51.9744	9.5235	77.1186	24.6104	9.53682	-0.13151	5.387	9.52482	26.4847	-6.16183	9.52483	3.43737	-7.40853	9.52483	-4.93386	-12.1329
332.093	9.5321	142.166	9.79797	9.52599	269.937	70.5188	9.52731	151.512	44.3226	9.52635	64	123.519	9.52626	110.524	52.204	9.52343	76.1248	24.7846	9.53675	0.86576	5.39448	9.52475	26.4869	-6.10147	9.52475	2.43854	-7.38702	9.52475	-4.93093	-12.147
332.095	9.53203	142.19	10.0236	9.52591	268.974	71.0439	9.52724	151.534	44.5897	9.52628	64	123.872	9.52618	109.532	52.4311	9.52336	76.1309	24.9588	9.53668	2.86304	5.40692	9.52468	26.4891	-6.04111	9.52468	1.43971	-7.36799	9.52468	-3.928	-12.1586
332.098	9.53196	142.213	10.2494	9.52584	269.012	71.5691	9.52717	149.556	44.8518	9.5262	64	124.225	9.52611	108.54	52.6557	9.52329	76.1371	25.1331	9.5366	4.86032	5.42432	9.52461	24.4913	-5.98572	9.52461	1.44087	-7.34896	9.52461	-2.92508	-12.1677
332.1	9.53189	142.237	10.4751	9.52577	269.049	72.0944	9.5271	147.578	45.1091	9.52613	64	124.578	9.52604	108.547	52.8804	9.52322	75.1432	25.3048	9.53653	5.8576	5.44421	9.52453	23.4935	-5.93281	9.52454	1.44204	-7.32993	9.52454	-1.92215	-12.1743
332.103	9.53182	142.261	10.701	9.5257	267.086	72.6147	9.52703	147.6	45.3664	9.52606	64	124.931	9.52597	109.555	53.1076	9.52315	74.1494	25.4742	9.53646	5.85487	5.46409	9.52446	23.4956	-5.87989	9.52447	0.4432	-7.31337	9.52447	0.08078	-12.1759
332.105	9.53175	143.284	10.9294	9.52563	265.123	73.1302	9.52696	147.623	45.6237	9.52599	63	125.282	9.5259	111.563	53.3398	9.52308	76.1556	25.6485	9.53639	3.85215	5.47899	9.52439	24.4978	-5.82448	9.5244	-0.55563	-7.29931	9.5244	3.08371	-12.1701
332.108	9.53168	144.308	11.1603	9.52556	263.161	73.6409	9.52688	149.645	45.8861	9.52592	64	125.635	9.52583	112.57	53.5744	9.52301	78.1617	25.8277	9.53632	1.84943	5.48891	9.52432	25.5	-5.76658	9.52433	-1.55446	-7.28773	9.52433	5.08664	-12.1593
332.11	9.5316	145.331	11.3938	9.52549	262.198	74.1491	9.52681	151.667	46.1535	9.52585	65	125.99	9.52576	113.578	53.8116	9.52293	80.1679	26.012	9.53625	-0.1533	5.49385	9.52425	26.5022	-5.70619	9.52426	-2.5533	-7.27863	9.52426	8.08957	-12.141
332.112	9.53153	146.355	11.6298	9.52541	261.235	74.6549	9.52674	153.689	46.4259	9.52578	65	126.346	9.52568	114.586	54.0513	9.52286	82.174	26.2013	9.53618	-3.15602	5.49132	9.52418	26.5044	-5.64579	9.52418	-2.55213	-7.26952	9.52418	8.0925	-12.1227
332.115	9.53146	148.378	11.8708	9.52534	262.272	75.1633	9.52667	155.711	46.7034	9.52571	66	126.704	9.52561	114.593	54.291	9.52279	83.1802	26.393	9.53611	-5.15874	5.48382	9.52411	26.5066	-5.58539	9.52411	-3.55096	-7.26291	9.52411	8.09542	-12.1044
332.117	9.53139	150.402	12.1169	9.52527	264.31	75.6768	9.5266	157.734	46.9859	9.52563	67	127.064	9.52554	113.601	54.5282	9.52272	83.1864	26.5848	9.53603	-7.16146	5.47133	9.52403	24.5087	-5.52995	9.52404	-3.5498	-7.25628	9.52404	6.09835	-12.0911
332.12	9.53132	153.425	12.3705	9.5252	266.347	76.1954	9.52653	159.756	47.2734	9.52556	67	127.424	9.52547	113.609	54.7655	9.52265	83.1925	26.7766	9.53596	-8.16419	5.45636	9.52396	22.5109	-5.47948	9.52397	-4.54863	-7.25215	9.52397	3.10128	-12.0852
332.122	9.53125	153.449	12.6242	9.52513	267.384	76.7165	9.52646	163.778	47.5709	9.52549	67	127.785	9.5254	112.616	55.0003	9.52258	83.1987	26.9684	9.53589	-7.16691	5.44386	9.52389	18.5131	-5.43896	9.5239	-4.54747	-7.24801	9.5239	0.10421	-12.0868
332.125	9.53118	153.472	12.8779	9.52506	267.421	77.2377	9.52638	166.8	47.8759	9.52542	65	128.14	9.52533	111.624	55.2326	9.52251	84.2048	27.1627	9.53582	-6.16963	5.43384	9.52382	14.5153	-5.40837	9.52383	-4.5463	-7.24386	9.52383	-1.89286	-12.0933
332.127	9.5311	151.496	13.1267	9.52499	269.459	77.764	9.52631	169.823	48.1885	9.52535	65	128.496	9.52526	111.632	55.4649	9.52243	84.211	27.3571	9.53575	-5.17236	5.4263	9.52375	12.5175	-5.38275	9.52376	-4.54513	-7.23971	9.52376	-2.88993	-12.1023
332.13	9.53103	151.519	13.3755	9.52492	270.496	78.2929	9.52624	173.845	48.511	9.52528	64	128.849	9.52519	112.639	55.6998	9.52236	86.2172	27.5564	9.53568	-5.17508	5.41876	9.52368	12.5197	-5.35712	9.52369	-5.54397	-7.23805	9.52369	-2.88701	-12.1113
332.132	9.53096	151.543	13.6245	9.52484	271.533	78.8243	9.52617	176.867	48.8411	9.52521	63	129.199	9.52511	112.647	55.9346	9.52229	86.2233	27.7557	9.53561	-4.1778	5.41369	9.52361	10.5219	-5.33646	9.52361	-5.5428	-7.23638	9.52361	-2.88408	-12.1203
332.135	9.53089	151.566	13.8734	9.52477	272.57	79.3583	9.5261	179.889	49.1787	9.52514	62	129.547	9.52504	111.654	56.1671	9.52222	86.2295	27.955	9.53553	-4.18052	5.40862	9.52354	9.52405	-5.31828	9.52354	-6.54164	-7.2372	9.52354	-2.88115	-12.1293
332.137	9.53082	152.59	14.125	9.5247	273.608	79.8949	9.52603	181.911	49.5213	9.52506	62	129.895	9.52497	111.662	56.3995	9.52215	87.2356	28.1569	9.53546	-5.18325	5.40106	9.52346	8.52624	-5.30258	9.52347	-5.54047	-7.23553	9.52347	-2.87822	-12.1383
332.14	9.53075	154.613	14.3815	9.52463	274.645	80.4341	9.52596	182.934	49.8664	9.52499	62	130.243	9.5249	111.67	56.6319	9.52208	87.2418	28.3588	9.53539	-6.18597	5.391	9.52339	7.52843	-5.28936	9.5234	-4.5393	-7.23137	9.5234	-0.87529	-12.1423
332.142	9.53068	155.637	14.6406	9.52456	274.682	80.9734	9.52589	181.956	50.2091	9.52492	63	130.594	9.52483	111.677	56.8643	9.52201	88.2479	28.5631	9.53532	-6.18869	5.38093	9.52332	7.53061	-5.27614	9.52333	-3.53814	-7.22471	9.52333	0.12764	-12.1439
332.145	9.53061	156.66	14.9023	9.52449	273.719	81.5102	9.52581	182.978	50.5544	9.52485	65	130.949	9.52476	112.685	57.0993	9.52194	88.2541	28.7675	9.53525	-8.19141	5.36589	9.52325	7.5328	-5.26291	9.52326	-3.53697	-7.21806	9.52326	2.13057	-12.1404
332.147	9.53053	156.684	15.164	9.52442	271.757	82.0422	9.52574	182	50.8972	9.52478	67	131.31	9.52469	112.693	57.3343	9.52186	89.2603	28.9744	9.53518	-8.19414	5.35084	9.52318	6.53498	-5.25217	9.52319	-2.53581	-7.20892	9.52319	4.13349	-12.1319
332.15	9.53046	154.707	15.4208	9.52435	269.794	82.5694	9.52567	181.022	51.2376	9.52471	68	131.673	9.52462	112.7	57.5692	9.52179	90.2664	29.1838	9.53511	-7.19686	5.33826	9.52311	6.53717	-5.24141	9.52312	-1.53464	-7.19729	9.52312	4.13642	-12.1235
332.152	9.53039	152.731	15.6727	9.52427	269.831	83.0966	9.5256	180.045	51.5756	9.52464	69	132.038	9.52454	112.708	57.8043	9.52172	91.2726	29.3956	9.53503	-7.19958	5.32569	9.52304	6.53935	-5.23066	9.52304	-2.53347	-7.18814	9.52304	5.13935	-12.1126
332.155	9.53032	152.754	15.9246	9.5242	269.868	83.6239	9.52553	181.067	51.9161	9.52456	69	132.403	9.52447	112.716	58.0393	9.52165	92.2787	29.61	9.53496	-5.20231	5.31807	9.52297	7.54154	-5.21741	9.52297	-4.53231	-7.18396	9.52297	6.14228	-12.0991
332.157	9.53025	152.778	16.1766	9.52413	270.906	84.1538	9.52546	182.089	52.2591	9.52449	69	132.769	9.5244	111.723	58.2719	9.52158	93.2849	29.8269	9.53489	-5.20503	5.31045	9.52289	6.54372	-5.20664	9.5229	-5.53114	-7.18226	9.5229	8.14521	-12.0807
332.16	9.53018	152.801	16.4287	9.52406	271.943	84.6862	9.52539	183.111	52.6047	9.52442	69	133.134	9.52433	110.731	58.502	9.52151	96.291	30.0513	9.53482	-6.20775	5.30034	9.52282	6.54591	-5.19586	9.52283	-5.52998	-7.18056	9.52283	8.14814	-12.0623
332.162	9.53011	151.825	16.6783	9.52399	271.98	85.2188	9.52532	184.134	52.9528	9.52435	70	133.502	9.52426	109.739	58.7296	9.52144	99.2972	30.2831	9.53475	-7.21047	5.28773	9.52275	6.5481	-5.18508	9.52276	-4.52881	-7.17638	9.52276	10.1511	-12.0389
332.165	9.53003	151.848	16.928	9.52392	272.017	85.7514	9.52524	184.156	53.301	9.52428	70	133.87	9.52419	110.746	58.9597	9.52137	102.303	30.5224	9.53468	-7.2132	5.27512	9.52268	7.55028	-5.17181	9.52269	-3.52764	-7.1697	9.52269	12.154	-12.0105
332.167	9.52996	153.872	17.1827	9.52385	272.055	86.2841	9.52517	184.178	53.6493	9.52421	72	134.243	9.52412	112.754	59.1949	9.52129	104.31	30.7667	9.53461	-7.21592	5.2625	9.52261	9.55247	-5.15356	9.52262	-3.52648	-7.16302	9.52262	13.1569	-11.9796
332.17	9.52989	153.895	17.4375	9.52378	271.092	86.8145	9.5251	183.2	53.9951	9.52414	74	134.621	9.52405	115.761	59.4375	9.52122	106.316	31.016	9.53453	-5.21864	5.25485	9.52254	11.5547	-5.13034	9.52255	-4.52531	-7.15882	9.52255	14.1599	-11.9462
332.172	9.52982	154.919	17.6948	9.5237	271.129	87.3449	9.52503	182.222	54.3384	9.52407	77	135.006	9.52397	117.769	59.685	9.52115	105.322	31.2628	9.53446	-4.22137	5.24968	9.52247	13.5568	-5.10213	9.52247	-6.52415	-7.1596	9.52247	15.1628	-11.9103
332.175	9.52975	155.942	17.9547	9.52363	269.167	87.8705	9.52496	180.245	54.6769	9.52399	78	135.394	9.5239	119.777	59.9376	9.52108	105.328	31.5097	9.53439	-4.22409	5.24449	9.5224	16.559	-5.06646	9.5224	-6.52298	-7.16037	9.5224	15.1657	-11.8745
332.177	9.52968	157.966	18.2196	9.52356	269.204	88.3961	9.52489	179.267	55.0129	9.52392	79	135.784	9.52383	121.784	60.1952	9.52101	103.334	31.7515	9.53432	-6.22681	5.23433	9.52232	18.5612	-5.02581	9.52233	-6.52181	-7.16114	9.52233	14.1686	-11.8411
332.18	9.52961	160.989	18.492	9.52349	269.241	88.9219	9.52482	178.289	55.3465	9.52385	79	136.174	9.52376	122.792	60.4553	9.52094	101.34	31.9884	9.53425	-9.22954	5.21671	9.52225	19.5634	-4.98267	9.52226	-8.52065	-7.16687	9.52226	12.1716	-11.8127
332.182	9.52953	161.013	18.7645	9.52342	269.278	89.4477	9.52474	178.311	55.6802	9.52378	78	136.562	9.52369	124.8	60.7204	9.52087	100.346	32.2229	9.53418	-12.2323	5.19162	9.52218	21.5656	-4.93455	9.52219	-9.51948	-7.1751	9.52219	9.17449	-11.7917
332.185	9.52946	161.036	19.0371	9.52335	269.316	89.9736	9.52467	177.334	56.0114	9.52371	77	136.947	9.52362	125.807	60.988	9.5208	99.3526	32.4549	9.53411	-14.235	5.16155	9.52211	22.5678	-4.88394	9.52212	-10.5183	-7.1858	9.52212	7.17742	-11.7757
332.187	9.52939	160.06	19.3072	9.52328	271.353	90.5046	9.5246	176.356	56.3402	9.52364	75	137.328	9.52355	126.815	61.2581	9.52072	97.3588	32.6819	9.53404	-15.2377	5.12898	9.52204	24.5699	-4.82835	9.52205	-9.51715	-7.19402	9.52205	5.18035	-11.7646
332.19	9.52932	159.083	19.5749	9.5232	273.39	91.0407	9.52453	175.378	56.6665	9.52357	73	137.703	9.52347	126.823	61.5282	9.52065	95.3649	32.9039	9.53396	-15.2404	5.09641	9.52197	22.5721	-4.77773	9.52197	-7.51598	-7.19726	9.52197	3.18328	-11.7585
332.192	9.52925	158.107	19.8401	9.52313	275.427	91.5818	9.52446	174.4	56.9905	9.5235	71	138.073	9.5234	125.83	61.7958	9.52058	94.3711	33.1235	9.53389	-13.2432	5.06881	9.5219	20.5743	-4.73208	9.5219	-6.51482	-7.19801	9.5219	2.18621	-11.7549
332.195	9.52918	158.13	20.1054	9.52306	277.465	92.128	9.52439	174.422	57.3144	9.52342	70	138.441	9.52333	124.838	62.061	9.52051	93.3773	33.3406	9.53382	-11.2459	5.04617	9.52183	19.5765	-4.68891	9.52183	-6.51365	-7.19875	9.52183	-0.81086	-11.7588
332.197	9.52911	159.154	20.3733	9.52299	278.502	92.6768	9.52432	175.445	57.641	9.52335	70	138.809	9.52326	123.846	62.3237	9.52044	92.3834	33.5553	9.53375	-9.2486	5.02849	9.52175	17.5787	-4.6507	9.52176	-7.51249	-7.20198	9.52176	-2.80794	-11.7676
332.2	9.52904	158.177	20.6387	9.52292	278.539	93.2256	9.52425	175.467	57.9676	9.52328	71	139.18	9.52319	121.853	62.5815	9.52037	92.3896	33.7699	9.53368	-8.25132	5.0133	9.52168	15.5809	-4.61746	9.52169	-10.5113	-7.21267	9.52169	-4.80501	-11.7814
332.202	9.52896	157.201	20.9017	9.52285	277.576	93.7721	9.52417	176.489	58.2967	9.52321	71	139.55	9.52312	121.861	62.8392	9.5203	91.3957	33.9821	9.53361	-8.25404	4.9981	9.52161	14.5831	-4.5867	9.52162	-12.5101	-7.22833	9.52162	-5.80208	-11.7976
332.204	9.52889	156.224	21.1623	9.52278	276.614	94.3162	9.5241	176.511	58.6258	9.52314	72	139.923	9.52305	122.868	63.0995	9.52023	89.4019	34.1894	9.53354	-7.25676	4.98538	9.52154	13.5853	-4.55843	9.52155	-13.509	-7.24647	9.52155	-5.79915	-11.8139
332.207	9.52882	154.248	21.4179	9.52271	277.651	94.8628	9.52403	177.533	58.9576	9.52307	72	140.296	9.52298	121.876	63.3573	9.52015	87.4081	34.3916	9.53346	-6.25949	4.97514	9.52147	11.5874	-4.53512	9.52148	-15.5078	-7.26958	9.52148	-5.79622	-11.8301
332.209	9.52875	153.271	21.6712	9.52263	278.688	95.412	9.52396	178.556	59.2918	9.523	73	140.671	9.5229	120.884	63.6127	9.52008	87.4142	34.5939	9.53339	-5.26221	4.96737	9.5214	9.58962	-4.51678	9.5214	-17.5067	-7.29766	9.5214	-4.79329	-11.8439
332.212	9.52868	153.295	21.9244	9.52256	279.725	95.9639	9.52389	180.578	59.6311	9.52293	74	141.049	9.52283	118.891	63.863	9.52001	88.4204	34.7987	9.53332	-5.26493	4.95961	9.52133	8.59181	-4.50092	9.52133	-18.5055	-7.32822	9.52133	-3.79037	-11.8551
332.214	9.52861	155.318	22.1827	9.52249	281.763	96.5207	9.52382	183.6	59.9779	9.52285	75	141.429	9.52276	115.899	64.106	9.51994	90.4265	35.0085	9.53325	-3.26765	4.9568	9.52125	8.59399	-4.48505	9.52126	-19.5043	-7.36127	9.52126	-1.78744	-11.8614
332.217	9.52854	157.342	22.4461	9.52242	284.8	97.0851	9.52375	184.622	60.3273	9.52278	77	141.815	9.52269	113.907	64.344	9.51987	93.4327	35.2257	9.53318	-1.27038	4.95897	9.52118	8.59618	-4.46918	9.52119	-19.5032	-7.39431	9.52119	-0.78451	-11.8652
332.219	9.52847	159.365	22.7145	9.52235	286.837	97.6546	9.52368	186.645	60.6816	9.52271	78	142.202	9.52262	112.914	64.5795	9.5198	96.4389	35.4505	9.53311	0.7269	4.9661	9.52111	10.5984	-4.44833	9.52112	-19.502	-7.42735	9.52112	0.21842	-11.8665
332.222	9.52839	161.389	22.9879	9.52228	287.874	98.2267	9.5236	187.667	61.0385	9.52264	80	142.595	9.52255	113.922	64.8175	9.51973	98.445	35.6802	9.53304	2.72418	4.97819	9.52104	13.6006	-4.42001	9.52105	-19.5008	-7.46039	9.52105	-0.77865	-11.8703
332.224	9.52832	162.413	23.2639	9.52221	287.912	98.7989	9.52353	188.689	61.398	9.52257	81	142.99	9.52248	114.93	65.0581	9.51966	101.451	35.9174	9.53296	2.72145	4.99028	9.52097	16.6027	-4.38423	9.52098	-18.4997	-7.49094	9.52098	-1.77572	-11.8765
332.227	9.52825	163.436	23.5423	9.52214	286.949	99.3687	9.52346	189.711	61.76	9.5225	81	143.386	9.52241	115.937	65.3011	9.51958	102.457	36.1571	9.53289	2.71873	5.00236	9.5209	18.6049	-4.34348	9.52091	-17.4985	-7.519	9.52091	-1.77279	-11.8827
332.229	9.52818	164.46	23.8234	9.52206	283.986	99.931	9.52339	190.733	62.1245	9.52243	80	143.778	9.52233	117.945	65.5492	9.51951	102.463	36.3968	9.53282	2.71601	5.01444	9.52083	20.6071	-4.29774	9.52083	-14.4973	-7.5396	9.52083	-2.76987	-11.8915
332.232	9.52811	165.483	24.107	9.52199	284.023	100.494	9.52332	190.756	62.4891	9.52236	79	144.169	9.52226	120.953	65.8047	9.51944	102.47	36.6365	9.53275	2.71329	5.0265	9.52076	21.6093	-4.24951	9.52076	-13.4962	-7.5577	9.52076	-2.76694	-11.9002
332.234	9.52804	165.507	24.3906	9.52192	284.061	101.056	9.52325	189.778	62.8513	9.52228	77	144.554	9.52219	121.96	66.0627	9.51937	102.476	36.8763	9.53268	3.71056	5.04105	9.52068	23.6115	-4.19631	9.52069	-11.495	-7.57084	9.52069	-3.76401	-11.9114
332.237	9.52797	165.53	24.6743	9.52185	284.098	101.619	9.52318	188.8	63.211	9.52221	76	144.937	9.52212	122.968	66.3232	9.5193	102.482	37.116	9.53261	4.70784	5.05808	9.52061	23.6137	-4.1431	9.52062	-11.4938	-7.58397	9.52062	-2.76108	-11.9201
332.239	9.52789	166.554	24.9606	9.52178	284.135	102.182	9.52311	188.822	63.5708	9.52214	75	145.317	9.52205	123.976	66.5863	9.51923	103.488	37.3583	9.53254	5.70512	5.07759	9.52054	25.6159	-4.08491	9.52055	-11.4927	-7.59709	9.52055	-2.75815	-11.9288
332.242	9.52782	165.577	25.2444	9.52171	284.173	102.744	9.52303	187.844	63.9282	9.52207	75	145.697	9.52198	125.983	66.8543	9.51916	102.494	37.5981	9.53247	6.70239	5.09957	9.52047	27.618	-4.02174	9.52048	-10.4915	-7.60773	9.52048	-2.75522	-11.9374
332.244	9.52775	163.601	25.5233	9.52164	284.21	103.307	9.52296	187.867	64.2856	9.522	75	146.078	9.52191	126.991	67.1248	9.51909	100.5	37.8329	9.53239	6.69967	5.12155	9.5204	29.6202	-3.9536	9.52041	-10.4903	-7.61836	9.52041	-2.7523	-11.9461
332.247	9.52768	163.624	25.8023	9.52157	286.247	103.875	9.52289	187.889	64.643	9.52193	73	146.453	9.52184	127.998	67.3978	9.51901	98.5066	38.0627	9.53232	8.69695	5.1485	9.52033	32.6224	-3.87799	9.52034	-9.48916	-7.62651	9.52034	-2.74937	-11.9548
332.249	9.52761	162.648	26.0788	9.52149	287.284	104.446	9.52282	187.911	65.0006	9.52186	72	146.826	9.52176	129.006	67.6734	9.51894	96.5128	38.2877	9.53225	9.69423	5.17792	9.52026	34.6246	-3.7974	9.52026	-9.488	-7.63465	9.52026	-3.74644	-11.9659
332.252	9.52754	163.671	26.3579	9.52142	288.322	105.019	9.52275	188.933	65.3606	9.52179	71	147.196	9.52169	130.014	67.9514	9.51887	94.5189	38.5076	9.53218	10.6915	5.20983	9.52019	36.6268	-3.71184	9.52019	-8.48683	-7.64031	9.52019	-3.74351	-11.9771
332.254	9.52747	164.695	26.6395	9.52135	288.359	105.593	9.52268	188.956	65.7207	9.52171	70	147.564	9.52162	132.021	68.2344	9.5188	93.5251	38.7251	9.53211	11.6888	5.24421	9.52011	35.629	-3.62875	9.52012	-8.48567	-7.64596	9.52012	-4.74058	-11.9907
332.257	9.5274	164.718	26.9212	9.52128	289.396	106.168	9.52261	189.978	66.0834	9.52164	69	147.93	9.52155	135.029	68.525	9.51873	92.5312	38.9401	9.53204	11.6861	5.27859	9.52004	33.6311	-3.55063	9.52005	-8.4845	-7.65161	9.52005	-4.73765	-12.0043
332.259	9.52732	165.742	27.2054	9.52121	290.433	106.747	9.52254	190	66.4461	9.52157	68	148.292	9.52148	137.037	68.8205	9.51866	91.5374	39.1527	9.53197	11.6833	5.31296	9.51997	30.6333	-3.47997	9.51998	-9.48333	-7.65974	9.51998	-4.73472	-12.0179
332.262	9.52725	166.765	27.4922	9.52114	292.471	107.33	9.52246	189.022	66.8064	9.5215	69	148.658	9.52141	139.044	69.1209	9.51859	92.5435	39.3677	9.53189	10.6806	5.34484	9.5199	28.6355	-3.41427	9.51991	-9.48217	-7.66786	9.51991	-3.7318	-12.029
332.264	9.52718	167.789	27.7815	9.52107	293.508	107.916	9.52239	189.044	67.1667	9.52143	69	149.023	9.52134	142.052	69.4289	9.51852	92.5497	39.5828	9.53182	9.67789	5.37422	9.51983	26.6377	-3.35354	9.51984	-9.481	-7.67599	9.51984	-2.72887	-12.0376
332.267	9.52711	167.812	28.0709	9.521	296.545	108.51	9.52232	189.067	67.5271	9.52136	71	149.394	9.52127	144.06	69.7419	9.51844	94.5559	39.8028	9.53175	9.67517	5.4036	9.51976	23.6399	-3.30027	9.51977	-9.47984	-7.68411	9.51977	-0.72594	-12.0413
332.269	9.52704	166.836	28.3579	9.52092	298.582	109.109	9.52225	189.089	67.8876	9.52129	72	149.767	9.52119	146.067	70.0598	9.51837	95.562	40.0254	9.53168	9.67244	5.43297	9.51969	22.6421	-3.24947	9.51969	-9.47867	-7.69223	9.51969	0.27699	-12.0424
332.272	9.52697	166.859	28.6449	9.52085	299.62	109.71	9.52218	189.111	68.2481	9.52122	73	150.142	9.52112	148.075	70.3828	9.5183	97.5682	40.2529	9.53161	9.66972	5.46234	9.51962	21.6443	-3.20116	9.51962	-9.4775	-7.70035	9.51962	0.27992	-12.0436
332.274	9.5269	166.883	28.932	9.52078	300.657	110.314	9.52211	190.133	68.6111	9.52114	76	150.525	9.52105	148.083	70.7057	9.51823	99.5743	40.4854	9.53154	10.667	5.49418	9.51955	21.6465	-3.15284	9.51955	-9.47634	-7.70846	9.51955	-1.71715	-12.0497
332.277	9.52683	165.906	29.2166	9.52071	300.694	110.918	9.52204	189.156	68.9717	9.52107	79	150.915	9.52098	147.09	71.0263	9.51816	102.581	40.7254	9.53147	10.6643	5.52602	9.51947	20.6486	-3.107	9.51948	-11.4752	-7.72155	9.51948	-3.71422	-12.0607
332.279	9.52675	163.93	29.4963	9.52064	301.731	111.524	9.52197	188.178	69.3299	9.521	82	151.313	9.52091	146.098	71.3443	9.51809	106.587	40.9754	9.5314	10.6616	5.55785	9.5194	18.6508	-3.06613	9.51941	-12.474	-7.73711	9.51941	-5.7113	-12.0768
332.282	9.52668	162.953	29.7736	9.52057	302.769	112.133	9.52189	189.2	69.6906	9.52093	86	151.72	9.52084	143.105	71.6549	9.51802	108.593	41.2303	9.53132	11.6588	5.59216	9.51933	17.653	-3.02774	9.51934	-12.4728	-7.75268	9.51934	-7.70837	-12.0978
332.284	9.52661	161.977	30.0485	9.5205	304.806	112.748	9.52182	190.222	70.0539	9.52086	89	152.136	9.52077	140.113	71.958	9.51795	110.599	41.4903	9.53125	11.6561	5.62646	9.51926	16.6552	-2.99183	9.51927	-12.4717	-7.76824	9.51927	-9.70544	-12.1237
332.287	9.52654	163	30.3259	9.52043	306.843	113.367	9.52175	192.244	70.4222	9.52079	93	152.561	9.5207	137.121	72.2537	9.51787	111.605	41.7527	9.53118	11.6534	5.66076	9.51919	16.6574	-2.95591	9.5192	-12.4705	-7.7838	9.5192	-11.7025	-12.1546
