b1	1
336.267	8493.88
336.269	11698.1
336.271	16585.4
336.273	24310.6
336.275	36936.8
336.277	57943.7
336.279	91508.5
336.281	132672
336.283	129619
336.285	-116.259
336.287	-129852
336.289	-132906
336.291	-91743.3
336.293	-58180.4
336.294	-37175.8
336.296	-24552.5
336.298	-16830.7
336.3	-11947.5
336.302	-8747.87
336.304	-6580.29
336.306	-5067.06
336.308	-3982.08
336.31	-3185.62
336.312	-2588.65
336.314	-2132.86
336.316	-1779.1
336.318	-1500.46
336.32	-1278.06
336.322	-1098.42
336.324	-951.747
336.326	-830.797
336.328	-730.158
336.33	-645.724
336.332	-574.342
336.334	-513.57
336.336	-461.492
336.337	-416.592
336.339	-377.663
336.341	-343.732
336.343	-314.01
336.345	-287.855
336.347	-264.738
336.349	-244.223
336.351	-225.946
336.353	-209.603
336.355	-194.94
336.357	-181.74
336.359	-169.82
336.361	-159.024
336.363	-149.22
336.365	-140.291
336.367	-132.139
336.369	-124.679
336.371	-117.835
336.373	-111.543
336.375	-105.746
336.377	-100.394
336.379	-95.4431
336.38	-90.8551
336.382	-86.5955
336.384	-82.6339
336.386	-78.9435
336.388	-75.5002
336.39	-72.2824
336.392	-69.2711
336.394	-66.4489
336.396	-63.8003
336.398	-61.3113
336.4	-58.9695
336.402	-56.7632
336.404	-54.6824
336.406	-52.7174
336.408	-50.86
336.41	-49.1022
336.412	-47.437
336.414	-45.858
336.416	-44.3592
336.418	-42.9353
336.42	-41.5813
336.422	-40.2925
336.424	-39.0649
336.425	-37.8945
336.427	-36.7778
336.429	-35.7115
336.431	-34.6925
336.433	-33.7181
336.435	-32.7856
336.437	-31.8926
336.439	-31.0369
336.441	-30.2164
336.443	-29.4291
336.445	-28.6732
336.447	-27.947
336.449	-27.249
336.451	-26.5777
336.453	-25.9317
336.455	-25.3097
336.457	-24.7105
336.459	-24.133
336.461	-23.5761
336.463	-23.0389
336.465	-22.5203
336.467	-22.0196
336.468	-21.5359
336.47	-21.0683
336.472	-20.6162
336.474	-20.179
336.476	-19.7558
336.478	-19.3461
336.48	-18.9494
336.482	-18.565
336.484	-18.1924
336.486	-17.8313
336.488	-17.4809
336.49	-17.1411
336.492	-16.8112
336.494	-16.491
336.496	-16.18
336.498	-15.8779
336.5	-15.5843
336.502	-15.2989
336.504	-15.0214
336.506	-14.7514
336.508	-14.4889
