b	1epr	1epra	2epr	2epa	1sepr	1sepra	2sepr1	2sepr1a	2sepr2	2sepr2a
333.153	70	-395.088	421	220.228	-7536	3862.25	-146	1723.78	1032	4600.41
333.156	71	-395.306	415	221.6	-7670	3840.58	-161	1724.16	899	4604.25
333.159	71	-395.524	411	222.96	-7808	3818.5	-177	1724.5	763	4607.69
333.162	70	-395.745	406	224.306	-7949	3796.02	-193	1724.79	626	4610.74
333.165	69	-395.969	401	225.638	-8092	3773.13	-207	1725.05	489	4613.39
333.167	69	-396.192	396	226.955	-8232	3749.83	-219	1725.26	352	4615.64
333.17	70	-396.413	392	228.26	-8370	3726.13	-230	1725.45	216	4617.5
333.173	71	-396.631	387	229.551	-8512	3702.01	-243	1725.6	80	4618.96
333.176	71	-396.849	380	230.822	-8637	3677.54	-256	1725.7	-55	4620.03
333.179	71	-397.068	372	232.069	-8768	3652.68	-270	1725.77	-190	4620.71
333.182	71	-397.286	365	233.296	-8903	3627.43	-284	1725.8	-326	4621
333.185	70	-397.507	356	234.497	-9037	3601.8	-298	1725.79	-463	4620.89
333.188	70	-397.728	347	235.672	-9173	3575.77	-314	1725.73	-601	4620.37
333.191	70	-397.949	340	236.827	-9306	3549.35	-328	1725.63	-740	4619.46
333.194	70	-398.169	333	237.961	-9442	3522.54	-343	1725.49	-880	4618.13
333.196	70	-398.39	328	239.081	-9577	3495.34	-359	1725.3	-1019	4616.41
333.199	71	-398.608	323	240.186	-9720	3467.72	-376	1725.06	-1157	4614.28
333.202	71	-398.827	316	241.271	-9866	3439.68	-394	1724.77	-1296	4611.76
333.205	71	-399.045	308	242.333	-10012	3411.22	-412	1724.43	-1436	4608.82
333.208	70	-399.266	300	243.371	-10163	3382.31	-428	1724.04	-1576	4605.48
333.211	69	-399.489	291	244.384	-10309	3352.99	-441	1723.61	-1717	4601.73
333.214	69	-399.713	283	245.373	-10460	3323.22	-454	1723.15	-1858	4597.57
333.217	71	-399.931	275	246.339	-10609	3293.03	-466	1722.65	-1999	4593
333.22	73	-400.144	269	247.288	-10756	3262.4	-477	1722.11	-2140	4588.03
333.223	75	-400.35	263	248.219	-10907	3231.34	-489	1721.55	-2279	4582.65
333.225	78	-400.548	259	249.138	-11052	3199.86	-501	1720.95	-2416	4576.87
333.228	79	-400.743	255	250.046	-11191	3167.98	-515	1720.3	-2552	4570.7
333.231	81	-400.932	253	250.949	-11332	3135.68	-528	1719.63	-2688	4564.13
333.234	81	-401.121	250	251.842	-11472	3102.99	-543	1718.9	-2824	4557.17
333.237	81	-401.31	246	252.724	-11618	3069.86	-558	1718.14	-2960	4549.81
333.24	80	-401.502	242	253.594	-11770	3036.3	-573	1717.33	-3096	4542.06
333.243	77	-401.703	236	254.447	-11928	3002.28	-587	1716.47	-3233	4533.92
333.246	75	-401.909	230	255.283	-12086	2967.8	-601	1715.58	-3371	4525.37
333.249	73	-402.121	225	256.104	-12248	2932.84	-613	1714.66	-3512	4516.41
333.252	73	-402.333	217	256.901	-12398	2897.46	-624	1713.7	-3652	4507.05
333.254	74	-402.543	209	257.676	-12551	2861.63	-638	1712.7	-3791	4497.28
333.257	74	-402.752	202	258.43	-12705	2825.35	-652	1711.66	-3931	4487.11
333.26	75	-402.959	193	259.158	-12865	2788.61	-667	1710.58	-4068	4476.54
333.263	74	-403.168	184	259.86	-13019	2751.43	-681	1709.46	-4205	4465.57
333.266	74	-403.377	177	260.542	-13170	2713.8	-696	1708.29	-4340	4454.21
333.269	75	-403.584	169	261.201	-13326	2675.72	-709	1707.08	-4475	4442.46
333.272	77	-403.784	162	261.839	-13486	2637.18	-723	1705.84	-4610	4430.32
333.275	80	-403.976	156	262.46	-13647	2598.17	-737	1704.55	-4746	4417.79
333.278	81	-404.166	151	263.066	-13803	2558.71	-751	1703.23	-4882	4404.85
333.281	82	-404.352	146	263.658	-13951	2518.82	-765	1701.86	-5018	4391.53
333.283	84	-404.532	139	264.229	-14104	2478.49	-780	1700.45	-5154	4377.81
333.286	84	-404.712	132	264.781	-14255	2437.72	-795	1698.99	-5289	4363.7
333.289	83	-404.896	125	265.312	-14400	2396.52	-811	1697.49	-5421	4349.2
333.292	81	-405.085	118	265.822	-14536	2354.94	-827	1695.95	-5550	4334.34
333.295	80	-405.277	111	266.312	-14671	2312.96	-844	1694.35	-5675	4319.1
333.298	80	-405.469	105	266.785	-14804	2270.59	-859	1692.71	-5798	4303.52
333.301	81	-405.658	100	267.244	-14931	2227.86	-873	1691.03	-5920	4287.57
333.304	82	-405.844	94	267.685	-15058	2184.76	-886	1689.31	-6042	4271.28
333.307	84	-406.024	88	268.108	-15177	2141.31	-899	1687.56	-6163	4254.63
333.31	87	-406.196	84	268.52	-15288	2097.54	-911	1685.77	-6284	4237.63
333.312	90	-406.359	79	268.918	-15398	2053.45	-923	1683.94	-6407	4220.28
333.315	91	-406.519	74	269.301	-15494	2009.09	-937	1682.08	-6530	4202.57
333.318	93	-406.673	68	269.666	-15581	1964.47	-950	1680.17	-6652	4184.5
333.321	95	-406.822	61	270.011	-15660	1919.62	-964	1678.23	-6775	4166.08
333.324	97	-406.964	54	270.336	-15724	1874.59	-979	1676.24	-6896	4147.31
333.327	98	-407.104	48	270.644	-15776	1829.4	-994	1674.21	-7018	4128.18
333.33	100	-407.238	43	270.937	-15812	1784.11	-1008	1672.14	-7140	4108.7
333.333	101	-407.369	38	271.216	-15834	1738.76	-1023	1670.02	-7261	4088.87
333.336	103	-407.494	33	271.48	-15835	1693.41	-1037	1667.87	-7383	4068.68
333.339	104	-407.616	28	271.729	-15817	1648.1	-1051	1665.67	-7507	4048.14
333.341	105	-407.736	21	271.958	-15798	1602.85	-1067	1663.43	-7631	4027.23
333.344	106	-407.852	14	272.167	-15747	1557.75	-1082	1661.14	-7757	4005.96
333.347	105	-407.972	8	272.359	-15685	1512.83	-1097	1658.81	-7881	3984.33
333.35	104	-408.094	3	272.536	-15609	1468.13	-1113	1656.43	-8006	3962.34
333.353	103	-408.219	-2	272.698	-15521	1423.69	-1127	1654.02	-8131	3939.98
333.356	103	-408.345	-8	272.843	-15419	1379.54	-1140	1651.56	-8256	3917.27
333.359	101	-408.476	-15	272.968	-15294	1335.75	-1153	1649.07	-8383	3894.18
333.362	100	-408.61	-21	273.076	-15149	1292.39	-1166	1646.54	-8512	3870.72
333.365	98	-408.749	-26	273.168	-14990	1249.48	-1179	1643.97	-8641	3846.88
333.368	97	-408.892	-33	273.241	-14817	1207.08	-1193	1641.36	-8770	3822.68
333.37	96	-409.038	-40	273.293	-14621	1165.25	-1205	1638.72	-8901	3798.09
333.373	95	-409.186	-48	273.322	-14406	1124.04	-1218	1636.04	-9033	3773.11
333.376	94	-409.337	-57	273.325	-14175	1083.5	-1230	1633.32	-9167	3747.75
333.379	94	-409.489	-65	273.305	-13929	1043.67	-1241	1630.57	-9300	3722.01
333.382	93	-409.643	-72	273.265	-13669	1004.6	-1252	1627.79	-9434	3695.87
333.385	92	-409.8	-80	273.201	-13401	966.302	-1263	1624.98	-9568	3669.35
333.388	92	-409.957	-87	273.117	-13119	928.825	-1274	1622.14	-9701	3642.44
333.391	92	-410.114	-96	273.007	-12830	892.186	-1286	1619.26	-9834	3615.14
333.394	92	-410.272	-104	272.873	-12526	856.429	-1299	1616.34	-9969	3587.46
333.397	94	-410.423	-112	272.717	-12217	821.569	-1312	1613.39	-10105	3559.38
333.399	96	-410.568	-118	272.543	-11901	787.625	-1325	1610.4	-10239	3530.91
333.402	100	-410.702	-127	272.343	-11576	754.624	-1336	1607.38	-10373	3502.05
333.405	102	-410.831	-135	272.119	-11252	722.562	-1348	1604.32	-10508	3472.8
333.408	103	-410.956	-141	271.879	-10925	691.45	-1360	1601.22	-10644	3443.15
333.411	105	-411.075	-146	271.623	-10595	661.294	-1371	1598.1	-10780	3413.11
333.414	105	-411.195	-149	271.36	-10260	632.11	-1382	1594.94	-10917	3382.67
333.417	106	-411.311	-154	271.081	-9928	603.89	-1397	1591.74	-11053	3351.84
333.42	106	-411.428	-158	270.791	-9595	576.635	-1412	1588.5	-11188	3320.62
333.423	106	-411.544	-164	270.484	-9270	550.323	-1427	1585.21	-11322	3289.01
333.426	105	-411.664	-168	270.165	-8946	524.951	-1442	1581.88	-11457	3257
333.428	104	-411.786	-173	269.831	-8633	500.486	-1457	1578.51	-11591	3224.61
333.431	105	-411.905	-179	269.48	-8326	476.912	-1472	1575.09	-11723	3191.84
333.434	107	-412.019	-184	269.115	-8034	454.186	-1487	1571.63	-11853	3158.69
333.437	107	-412.133	-189	268.735	-7735	432.326	-1501	1568.13	-11983	3125.16
333.44	108	-412.243	-194	268.34	-7442	411.317	-1514	1564.59	-12110	3091.26
333.443	107	-412.357	-199	267.931	-7158	391.131	-1528	1561.01	-12234	3057
333.446	107	-412.471	-205	267.505	-6885	371.738	-1541	1557.39	-12355	3022.39
333.449	108	-412.581	-210	267.064	-6631	353.081	-1554	1553.73	-12472	2987.45
333.452	109	-412.689	-215	266.609	-6376	335.163	-1566	1550.04	-12585	2952.17
333.455	110	-412.794	-219	266.142	-6130	317.96	-1577	1546.32	-12695	2916.58
333.457	109	-412.902	-225	265.658	-5911	301.391	-1589	1542.56	-12801	2880.67
333.46	110	-413.007	-229	265.162	-5692	285.458	-1601	1538.77	-12903	2844.48
333.463	110	-413.112	-233	264.654	-5483	270.131	-1613	1534.94	-13001	2807.99
333.466	110	-413.217	-237	264.135	-5295	255.35	-1625	1531.08	-13093	2771.25
333.469	111	-413.319	-242	263.601	-5117	241.085	-1636	1527.19	-13176	2734.26
333.472	111	-413.421	-245	263.059	-4944	227.321	-1648	1523.26	-13252	2697.05
333.475	112	-413.52	-249	262.505	-4772	214.057	-1660	1519.3	-13320	2659.64
333.478	113	-413.616	-255	261.934	-4611	201.259	-1673	1515.3	-13380	2622.06
333.481	114	-413.71	-261	261.345	-4470	188.871	-1684	1511.26	-13430	2584.33
333.484	115	-413.8	-267	260.739	-4343	176.851	-1695	1507.2	-13473	2546.48
333.486	117	-413.885	-272	260.118	-4216	165.199	-1704	1503.11	-13506	2508.53
333.489	118	-413.966	-277	259.483	-4107	153.864	-1715	1498.98	-13530	2470.52
333.492	120	-414.042	-281	258.836	-4001	142.836	-1725	1494.83	-13542	2432.46
333.495	122	-414.112	-286	258.175	-3908	132.078	-1737	1490.65	-13541	2394.42
333.498	124	-414.177	-289	257.505	-3819	121.578	-1749	1486.42	-13531	2356.4
333.501	124	-414.241	-292	256.826	-3726	111.348	-1761	1482.17	-13509	2318.44
333.504	126	-414.3	-295	256.138	-3640	101.367	-1774	1477.87	-13475	2280.58
333.507	128	-414.352	-299	255.439	-3561	91.6151	-1786	1473.55	-13428	2242.86
333.51	129	-414.402	-303	254.729	-3489	82.0724	-1797	1469.18	-13366	2205.32
333.513	129	-414.452	-308	254.004	-3428	72.7065	-1807	1464.8	-13291	2168
333.515	129	-414.502	-314	253.261	-3370	63.509	-1815	1460.38	-13203	2130.93
333.518	129	-414.552	-320	252.501	-3316	54.468	-1823	1455.95	-13101	2094.16
333.521	129	-414.601	-327	251.721	-3260	45.5896	-1831	1451.49	-12983	2057.73
333.524	129	-414.651	-331	250.929	-3205	36.8706	-1838	1447.01	-12853	2021.68
333.527	130	-414.698	-335	250.126	-3158	28.288	-1846	1442.51	-12710	1986.04
333.53	132	-414.739	-338	249.314	-3109	19.8475	-1853	1437.98	-12554	1950.85
333.533	134	-414.775	-340	248.496	-3065	11.5347	-1861	1433.44	-12384	1916.16
333.536	137	-414.801	-343	247.669	-3027	3.33206	-1868	1428.87	-12202	1882
333.539	140	-414.819	-347	246.831	-2990	-4.76323	-1874	1424.29	-12008	1848.39
333.542	142	-414.831	-350	245.984	-2954	-12.7541	-1880	1419.68	-11803	1815.39
333.545	144	-414.837	-353	245.128	-2916	-20.6347	-1884	1415.07	-11586	1783.01
333.547	145	-414.841	-357	244.261	-2879	-28.408	-1889	1410.44	-11360	1751.29
333.55	146	-414.841	-361	243.382	-2847	-36.0885	-1892	1405.81	-11124	1720.25
333.553	145	-414.845	-365	242.491	-2813	-43.6703	-1894	1401.17	-10881	1689.92
333.556	144	-414.851	-369	241.589	-2789	-51.1826	-1895	1396.52	-10631	1660.31
333.559	143	-414.86	-372	240.679	-2764	-58.6223	-1896	1391.87	-10376	1631.44
333.562	144	-414.867	-375	239.759	-2730	-65.9634	-1897	1387.22	-10118	1603.32
333.565	144	-414.873	-378	238.831	-2707	-73.2378	-1899	1382.57	-9857	1575.96
333.568	144	-414.879	-382	237.891	-2677	-80.4251	-1900	1377.91	-9596	1549.36
333.571	144	-414.886	-386	236.94	-2642	-87.5109	-1902	1373.24	-9333	1523.51
333.574	143	-414.895	-390	235.977	-2611	-94.5068	-1907	1368.56	-9070	1498.43
333.576	141	-414.91	-394	235.002	-2571	-101.387	-1911	1363.87	-8810	1474.11
333.579	140	-414.928	-397	234.019	-2535	-108.162	-1917	1359.16	-8552	1450.53
333.582	138	-414.951	-401	233.024	-2505	-114.851	-1921	1354.44	-8295	1427.7
333.585	137	-414.978	-405	232.018	-2473	-121.446	-1923	1349.71	-8042	1405.6
333.588	136	-415.008	-409	230.999	-2440	-127.946	-1924	1344.99	-7793	1384.23
333.591	135	-415.04	-409	229.981	-2405	-134.344	-1924	1340.26	-7548	1363.57
333.594	133	-415.078	-409	228.963	-2375	-140.656	-1924	1335.53	-7308	1343.6
333.597	132	-415.119	-408	227.948	-2339	-146.863	-1926	1330.79	-7074	1324.31
333.6	134	-415.155	-407	226.936	-2297	-152.948	-1926	1326.06	-6846	1305.68
333.603	137	-415.181	-404	225.932	-2253	-158.905	-1924	1321.33	-6627	1287.69
333.605	139	-415.202	-401	224.937	-2199	-164.706	-1920	1316.61	-6416	1270.31
333.608	141	-415.217	-399	223.948	-2153	-170.373	-1916	1311.91	-6214	1253.51
333.611	144	-415.223	-398	222.962	-2117	-175.936	-1913	1307.21	-6021	1237.28
333.614	147	-415.221	-398	221.976	-2077	-181.383	-1908	1302.53	-5836	1221.58
333.617	149	-415.213	-399	220.987	-2042	-186.728	-1903	1297.86	-5659	1206.39
333.62	151	-415.199	-399	219.998	-2003	-191.961	-1896	1293.21	-5490	1191.7
333.623	152	-415.182	-397	219.014	-1959	-197.065	-1890	1288.58	-5328	1177.48
333.626	153	-415.162	-395	218.037	-1912	-202.033	-1883	1283.97	-5175	1163.7
333.629	153	-415.142	-392	217.068	-1866	-206.868	-1874	1279.39	-5029	1150.34
333.632	153	-415.122	-389	216.108	-1815	-211.555	-1865	1274.83	-4892	1137.38
333.634	156	-415.094	-384	215.162	-1764	-216.094	-1856	1270.3	-4764	1124.79
333.637	159	-415.057	-380	214.228	-1724	-220.517	-1846	1265.79	-4643	1112.55
333.64	161	-415.014	-378	213.3	-1679	-224.809	-1836	1261.32	-4531	1100.64
333.643	164	-414.962	-375	212.381	-1635	-228.974	-1826	1256.88	-4426	1089.03
333.646	165	-414.907	-371	211.473	-1595	-233.023	-1814	1252.47	-4326	1077.71
333.649	166	-414.85	-368	210.574	-1555	-236.956	-1802	1248.09	-4233	1066.66
333.652	165	-414.795	-363	209.689	-1507	-240.749	-1790	1243.75	-4144	1055.87
333.655	165	-414.741	-359	208.816	-1459	-244.403	-1776	1239.45	-4059	1045.33
333.658	165	-414.686	-355	207.955	-1416	-247.933	-1762	1235.19	-3976	1035.03
333.661	165	-414.632	-350	207.108	-1362	-251.306	-1748	1230.97	-3897	1024.95
333.663	166	-414.574	-344	206.278	-1318	-254.551	-1735	1226.79	-3823	1015.1
333.666	167	-414.514	-337	205.469	-1275	-257.671	-1721	1222.65	-3753	1005.44
333.669	168	-414.45	-329	204.683	-1234	-260.673	-1705	1218.56	-3687	995.976
333.672	169	-414.384	-321	203.92	-1198	-263.57	-1690	1214.51	-3621	986.703
333.675	170	-414.315	-314	203.177	-1165	-266.372	-1672	1210.51	-3556	977.618
333.678	171	-414.243	-307	202.455	-1134	-269.083	-1652	1206.57	-3492	968.719
333.681	173	-414.165	-302	201.747	-1091	-271.67	-1632	1202.69	-3432	959.995
333.684	174	-414.084	-297	201.054	-1050	-274.138	-1610	1198.87	-3374	951.438
333.687	174	-414.004	-290	200.381	-1014	-276.501	-1586	1195.12	-3320	943.038
333.69	175	-413.92	-282	199.732	-985	-278.78	-1561	1191.45	-3266	934.795
333.692	178	-413.828	-273	199.108	-951	-280.961	-1534	1187.85	-3212	926.708
333.695	181	-413.727	-264	198.511	-918	-283.046	-1508	1184.33	-3159	918.776
333.698	183	-413.62	-254	197.942	-883	-285.029	-1482	1180.88	-3106	910.997
333.701	185	-413.507	-246	197.397	-857	-286.937	-1456	1177.51	-3055	903.365
333.704	186	-413.392	-240	196.869	-835	-288.781	-1430	1174.21	-3002	895.888
333.707	186	-413.276	-233	196.361	-807	-290.544	-1403	1170.99	-2949	888.564
333.71	185	-413.164	-225	195.877	-768	-292.194	-1377	1167.85	-2896	881.394
333.713	186	-413.048	-217	195.416	-738	-293.757	-1349	1164.79	-2843	874.378
333.716	189	-412.924	-208	194.981	-719	-295.265	-1318	1161.82	-2791	867.513
333.719	193	-412.788	-199	194.572	-700	-296.717	-1289	1158.93	-2738	860.801
333.721	197	-412.641	-189	194.192	-683	-298.12	-1260	1156.13	-2685	854.243
333.724	201	-412.482	-179	193.841	-664	-299.468	-1230	1153.41	-2631	847.842
333.727	203	-412.317	-170	193.516	-651	-300.779	-1199	1150.79	-2577	841.597
333.73	205	-412.146	-160	193.22	-642	-302.063	-1170	1148.25	-2522	835.512
333.733	205	-411.975	-150	192.954	-628	-303.307	-1140	1145.79	-2467	829.587
333.736	206	-411.802	-140	192.716	-606	-304.487	-1111	1143.42	-2410	823.827
333.739	207	-411.625	-127	192.516	-592	-305.626	-1081	1141.14	-2351	818.238
333.742	211	-411.437	-113	192.356	-578	-306.725	-1051	1138.94	-2291	812.823
333.745	214	-411.241	-98	192.24	-566	-307.788	-1019	1136.84	-2231	807.582
333.748	216	-411.038	-83	192.168	-546	-308.794	-984	1134.83	-2170	802.518
333.75	218	-410.83	-69	192.136	-534	-309.765	-948	1132.94	-2107	797.637
333.753	217	-410.624	-56	192.142	-521	-310.699	-911	1131.15	-2044	792.938
333.756	215	-410.425	-41	192.191	-508	-311.594	-873	1129.47	-1980	788.425
333.759	213	-410.231	-26	192.284	-498	-312.461	-835	1127.9	-1915	784.101
333.762	211	-410.043	-9	192.426	-486	-313.293	-798	1126.43	-1848	779.971
333.765	210	-409.858	8	192.618	-470	-314.078	-759	1125.08	-1781	776.035
333.768	210	-409.673	25	192.859	-462	-314.84	-721	1123.84	-1713	772.297
333.771	209	-409.49	40	193.143	-458	-315.591	-681	1122.72	-1643	768.762
333.774	209	-409.308	56	193.474	-454	-316.33	-640	1121.72	-1571	765.435
333.777	208	-409.129	73	193.854	-440	-317.028	-598	1120.83	-1496	762.326
333.779	207	-408.952	90	194.283	-428	-317.692	-555	1120.08	-1419	759.441
333.782	207	-408.776	107	194.762	-424	-318.344	-511	1119.44	-1340	756.785
333.785	206	-408.602	124	195.29	-423	-318.993	-467	1118.94	-1261	754.357
333.788	206	-408.429	142	195.87	-416	-319.621	-423	1118.57	-1181	752.162
333.791	205	-408.258	160	196.502	-413	-320.241	-379	1118.32	-1100	750.202
333.794	204	-408.09	174	197.175	-406	-320.841	-333	1118.21	-1019	748.477
333.797	206	-407.917	188	197.889	-405	-321.438	-287	1118.23	-937	746.99
333.8	209	-407.735	203	198.646	-406	-322.038	-240	1118.38	-854	745.743
333.803	212	-407.544	217	199.444	-402	-322.626	-193	1118.67	-770	744.74
333.806	214	-407.347	233	200.288	-396	-323.197	-147	1119.1	-686	743.981
333.808	216	-407.144	249	201.179	-389	-323.747	-101	1119.66	-600	743.471
333.811	216	-406.942	265	202.116	-373	-324.251	-55	1120.35	-514	743.211
333.814	216	-406.739	282	203.102	-356	-324.706	-10	1121.17	-427	743.203
333.817	216	-406.537	298	204.135	-346	-325.131	36	1122.13	-340	743.447
333.82	217	-406.331	316	205.22	-350	-325.569	83	1123.22	-251	743.95
333.823	217	-406.126	335	206.36	-349	-326.003	130	1124.45	-163	744.707
333.826	217	-405.92	353	207.552	-351	-326.443	177	1125.82	-73	745.726
333.829	218	-405.712	370	208.794	-346	-326.869	225	1127.32	18	747.009
333.832	217	-405.507	388	210.088	-346	-327.295	274	1128.97	109	748.556
333.835	215	-405.307	405	211.431	-335	-327.688	323	1130.76	199	750.364
333.837	213	-405.113	423	212.826	-333	-328.076	371	1132.69	291	752.439
333.84	210	-404.928	442	214.277	-324	-328.438	418	1134.75	383	754.78
333.843	209	-404.746	461	215.782	-318	-328.783	465	1136.95	475	757.389
333.846	208	-404.566	482	217.349	-316	-329.121	513	1139.29	567	760.264
333.849	209	-404.384	505	218.982	-319	-329.469	563	1141.78	662	763.415
333.852	208	-404.205	527	220.679	-326	-329.836	613	1144.41	757	766.842
333.855	208	-404.025	549	222.44	-332	-330.221	664	1147.19	853	770.547
333.858	207	-403.849	571	224.264	-324	-330.583	715	1150.11	951	774.536
333.861	206	-403.675	593	226.153	-321	-330.936	768	1153.19	1051	778.815
333.864	204	-403.508	615	228.105	-328	-331.31	821	1156.43	1150	783.382
333.866	203	-403.343	635	230.115	-331	-331.692	874	1159.81	1251	788.241
333.869	201	-403.184	654	232.181	-329	-332.068	927	1163.35	1351	793.391
333.872	199	-403.031	672	234.298	-322	-332.425	980	1167.05	1452	798.833
333.875	196	-402.886	691	236.471	-323	-332.783	1034	1170.9	1552	804.566
333.878	194	-402.747	709	238.696	-327	-333.154	1088	1174.91	1652	810.589
333.881	193	-402.611	727	240.973	-326	-333.522	1141	1179.07	1751	816.899
333.884	192	-402.479	744	243.3	-330	-333.901	1195	1183.39	1851	823.499
333.887	189	-402.354	760	245.672	-326	-334.269	1250	1187.87	1948	830.38
333.89	186	-402.239	775	248.089	-321	-334.622	1304	1192.5	2044	837.54
333.893	185	-402.126	791	250.552	-318	-334.966	1358	1197.29	2139	844.975
333.896	185	-402.014	807	253.061	-312	-335.293	1411	1202.24	2233	852.683
333.898	185	-401.901	823	255.617	-312	-335.62	1465	1207.34	2326	860.661
333.901	183	-401.794	838	258.216	-311	-335.945	1517	1212.59	2418	868.906
333.904	181	-401.693	853	260.858	-305	-336.251	1570	1218	2508	877.412
333.907	180	-401.595	868	263.544	-303	-336.552	1624	1223.56	2597	886.175
333.91	179	-401.5	884	266.277	-313	-336.882	1676	1229.27	2686	895.198
333.913	178	-401.407	902	269.062	-317	-337.224	1729	1235.14	2773	904.472
333.916	178	-401.315	920	271.899	-311	-337.548	1783	1241.17	2859	913.996
333.919	176	-401.229	938	274.788	-315	-337.884	1836	1247.34	2944	923.766
333.922	174	-401.148	955	277.727	-321	-338.237	1889	1253.68	3027	933.778
333.925	172	-401.073	972	280.714	-319	-338.584	1941	1260.16	3112	944.035
333.927	171	-401.001	990	283.755	-320	-338.934	1992	1266.79	3196	954.537
333.93	171	-400.929	1008	286.847	-317	-339.276	2044	1273.57	3279	965.279
333.933	172	-400.854	1025	289.988	-319	-339.623	2096	1280.5	3360	976.256
333.936	174	-400.773	1041	293.176	-322	-339.979	2147	1287.58	3438	987.46
333.939	177	-400.684	1056	296.408	-325	-340.344	2197	1294.81	3512	998.878
333.942	178	-400.592	1070	299.68	-319	-340.692	2247	1302.18	3584	1010.5
333.945	178	-400.499	1083	302.99	-318	-341.036	2297	1309.69	3652	1022.33
333.948	177	-400.41	1094	306.332	-325	-341.401	2347	1317.35	3716	1034.34
333.951	175	-400.326	1105	309.705	-329	-341.777	2396	1325.15	3777	1046.53
333.954	174	-400.246	1116	313.111	-322	-342.133	2442	1333.09	3835	1058.88
333.956	174	-400.165	1126	316.545	-323	-342.492	2488	1341.16	3889	1071.39
333.959	174	-400.084	1137	320.012	-325	-342.857	2532	1349.36	3940	1084.05
333.962	175	-400	1150	323.516	-326	-343.225	2576	1357.68	3988	1096.85
333.965	174	-399.92	1163	327.058	-322	-343.581	2618	1366.13	4033	1109.78
333.968	174	-399.839	1174	330.632	-315	-343.916	2659	1374.69	4076	1122.83
333.971	174	-399.758	1186	334.24	-314	-344.249	2699	1383.37	4117	1136.01
333.974	174	-399.678	1198	337.884	-314	-344.582	2739	1392.17	4157	1149.3
333.977	174	-399.597	1210	341.562	-312	-344.909	2777	1401.08	4195	1162.7
333.98	173	-399.519	1220	345.269	-317	-345.251	2814	1410.09	4229	1176.19
333.983	171	-399.447	1229	349.003	-320	-345.601	2848	1419.21	4261	1189.78
333.985	169	-399.381	1238	352.762	-328	-345.975	2880	1428.41	4290	1203.46
333.988	165	-399.326	1248	356.55	-330	-346.354	2911	1437.71	4317	1217.21
333.991	163	-399.277	1256	360.362	-331	-346.736	2940	1447.09	4339	1231.03
333.994	163	-399.229	1262	364.191	-336	-347.133	2969	1456.55	4358	1244.9
333.997	163	-399.18	1268	368.038	-338	-347.535	2998	1466.1	4377	1258.83
334	163	-399.131	1274	371.901	-333	-347.923	3026	1475.73	4393	1272.8
334.003	164	-399.079	1282	375.789	-328	-348.297	3053	1485.44	4405	1286.81
334.006	164	-399.028	1290	379.699	-330	-348.676	3077	1495.22	4415	1300.85
334.009	164	-398.976	1297	383.629	-327	-349.046	3100	1505.06	4423	1314.91
334.012	165	-398.921	1302	387.575	-322	-349.403	3122	1514.97	4429	1328.99
334.014	164	-398.87	1306	391.531	-317	-349.744	3144	1524.94	4432	1343.07
334.017	163	-398.821	1310	395.5	-314	-350.077	3164	1534.97	4434	1357.17
334.02	160	-398.781	1313	399.477	-318	-350.421	3183	1545.06	4434	1371.26
334.023	159	-398.743	1315	403.459	-325	-350.786	3200	1555.19	4433	1385.35
334.026	158	-398.709	1318	407.451	-327	-351.157	3216	1565.37	4430	1399.43
334.029	157	-398.678	1321	411.451	-322	-351.513	3231	1575.6	4428	1413.51
334.032	156	-398.649	1324	415.46	-318	-351.857	3245	1585.86	4425	1427.57
334.035	156	-398.621	1325	419.472	-325	-352.222	3260	1596.17	4421	1441.63
334.038	155	-398.595	1325	423.484	-335	-352.616	3274	1606.52	4414	1455.66
334.041	153	-398.575	1324	427.493	-338	-353.018	3286	1616.9	4405	1469.67
334.043	151	-398.561	1324	431.501	-337	-353.418	3297	1627.32	4396	1483.65
334.046	149	-398.553	1322	435.505	-334	-353.809	3308	1637.77	4387	1497.61
334.049	148	-398.548	1321	439.505	-325	-354.174	3317	1648.24	4376	1511.53
334.052	147	-398.545	1320	443.502	-318	-354.518	3324	1658.74	4364	1525.42
334.055	146	-398.546	1318	447.494	-314	-354.851	3329	1669.24	4353	1539.28
334.058	145	-398.549	1316	451.479	-314	-355.184	3332	1679.76	4339	1553.1
334.061	145	-398.553	1314	455.459	-316	-355.522	3333	1690.28	4325	1566.87
334.064	145	-398.556	1312	459.433	-318	-355.867	3335	1700.81	4310	1580.61
334.067	144	-398.563	1309	463.399	-327	-356.237	3337	1711.34	4294	1594.29
334.07	142	-398.575	1308	467.361	-334	-356.628	3339	1721.88	4280	1607.94
334.072	138	-398.598	1305	471.315	-327	-356.999	3339	1732.42	4265	1621.54
334.075	133	-398.637	1301	475.257	-332	-357.384	3338	1742.95	4249	1635.1
334.078	128	-398.689	1298	479.191	-327	-357.754	3336	1753.48	4232	1648.6
334.081	124	-398.754	1296	483.118	-329	-358.131	3333	1764	4213	1662.06
334.084	121	-398.827	1293	487.037	-330	-358.51	3330	1774.51	4193	1675.45
334.087	118	-398.908	1291	490.95	-331	-358.892	3326	1785.01	4171	1688.78
334.09	117	-398.993	1288	494.855	-334	-359.283	3322	1795.5	4148	1702.04
334.093	116	-399.08	1282	498.742	-338	-359.686	3317	1805.97	4125	1715.24
334.096	117	-399.165	1275	502.609	-340	-360.094	3313	1816.44	4102	1728.37
