b	1epr	1epra	2epr	2epa	1sepr	1sepra	2sepr1	2sepr1a	2sepr2	2sepr2a
334.099	118	-399.247	1266	506.45	-341	-360.505	3308	1826.88	4078	1741.43
334.101	117	-399.331	1258	510.267	-334	-360.896	3304	1837.32	4056	1754.42
334.104	116	-399.419	1249	514.058	-340	-361.304	3302	1847.75	4032	1767.35
334.107	116	-399.507	1243	517.832	-343	-361.721	3300	1858.17	4010	1780.21
334.11	116	-399.594	1237	521.589	-345	-362.144	3296	1868.59	3988	1793.01
334.113	116	-399.682	1231	525.328	-347	-362.573	3291	1878.99	3967	1805.75
334.116	115	-399.772	1226	529.053	-340	-362.981	3285	1889.37	3944	1818.42
334.119	115	-399.862	1219	532.757	-335	-363.375	3279	1899.73	3922	1831.03
334.122	114	-399.956	1212	536.441	-330	-363.754	3273	1910.08	3899	1843.57
334.125	114	-400.049	1206	540.108	-327	-364.125	3267	1920.41	3874	1856.04
334.128	114	-400.142	1198	543.751	-337	-364.524	3259	1930.71	3850	1868.44
334.13	115	-400.233	1190	547.371	-344	-364.944	3250	1940.99	3826	1880.77
334.133	115	-400.323	1181	550.965	-348	-365.375	3240	1951.24	3803	1893.03
334.136	115	-400.414	1171	554.53	-350	-365.813	3231	1961.47	3779	1905.22
334.139	115	-400.504	1163	558.072	-347	-366.241	3222	1971.66	3755	1917.34
334.142	115	-400.595	1156	561.594	-336	-366.638	3213	1981.84	3730	1929.39
334.145	115	-400.685	1149	565.095	-334	-367.029	3203	1991.98	3702	1941.36
334.148	114	-400.778	1143	568.579	-336	-367.426	3194	2002.1	3674	1953.25
334.151	113	-400.875	1135	572.04	-337	-367.825	3186	2012.19	3647	1965.06
334.154	111	-400.977	1126	575.474	-342	-368.239	3176	2022.25	3621	1976.79
334.157	109	-401.084	1116	578.88	-341	-368.65	3165	2032.29	3595	1988.45
334.159	108	-401.195	1105	582.253	-341	-369.062	3154	2042.29	3569	2000.04
334.162	107	-401.309	1093	585.592	-341	-369.473	3143	2052.26	3545	2011.55
334.165	106	-401.425	1081	588.896	-350	-369.91	3132	2062.2	3520	2022.99
334.168	104	-401.548	1069	592.166	-349	-370.344	3119	2072.09	3493	2034.36
334.171	102	-401.676	1056	595.397	-346	-370.77	3106	2081.96	3468	2045.65
334.174	99	-401.813	1045	598.597	-341	-371.181	3093	2091.78	3442	2056.86
334.177	97	-401.955	1035	601.767	-333	-371.569	3080	2101.57	3416	2068
334.18	95	-402.104	1026	604.912	-337	-371.969	3066	2111.31	3389	2079.06
334.183	93	-402.258	1016	608.027	-336	-372.366	3051	2121.02	3361	2090.04
334.186	91	-402.418	1006	611.114	-337	-372.765	3036	2130.67	3332	2100.94
334.188	90	-402.581	995	614.168	-335	-373.159	3022	2140.29	3302	2111.75
334.191	88	-402.75	986	617.197	-338	-373.561	3010	2149.88	3269	2122.46
334.194	86	-402.924	976	620.196	-342	-373.975	2997	2159.42	3237	2133.08
334.197	84	-403.105	968	623.172	-346	-374.401	2985	2168.93	3204	2143.61
334.2	81	-403.294	960	626.125	-342	-374.815	2972	2178.41	3172	2154.04
334.203	78	-403.491	951	629.052	-337	-375.215	2960	2187.84	3141	2164.38
334.206	75	-403.698	942	631.953	-340	-375.623	2948	2197.25	3111	2174.63
334.209	73	-403.91	933	634.828	-332	-376.008	2935	2206.61	3079	2184.8
334.212	71	-404.128	923	637.674	-327	-376.379	2921	2215.94	3048	2194.87
334.215	71	-404.346	913	640.49	-329	-376.755	2904	2225.21	3018	2204.85
334.217	70	-404.567	903	643.278	-331	-377.137	2886	2234.44	2987	2214.75
334.22	70	-404.788	892	646.034	-328	-377.511	2869	2243.61	2955	2224.55
334.223	69	-405.012	881	648.758	-332	-377.896	2853	2252.74	2923	2234.26
334.226	69	-405.236	870	651.45	-333	-378.284	2836	2261.82	2890	2243.87
334.229	68	-405.463	857	654.104	-326	-378.651	2818	2270.84	2857	2253.39
334.232	69	-405.687	843	656.718	-327	-379.022	2800	2279.82	2823	2262.81
334.235	69	-405.91	830	659.294	-330	-379.401	2782	2288.74	2787	2272.13
334.238	70	-406.131	817	661.832	-336	-379.798	2762	2297.6	2751	2281.34
334.241	71	-406.349	805	664.335	-343	-380.215	2742	2306.41	2714	2290.44
334.244	71	-406.568	794	666.807	-346	-380.641	2720	2315.15	2676	2299.43
334.246	71	-406.786	783	669.246	-348	-381.072	2697	2323.83	2637	2308.31
334.249	69	-407.009	774	671.66	-347	-381.501	2673	2332.43	2598	2317.08
334.252	66	-407.242	764	674.044	-348	-381.932	2649	2340.97	2557	2325.73
334.255	63	-407.483	754	676.4	-350	-382.369	2623	2349.43	2515	2334.25
334.258	62	-407.727	744	678.726	-351	-382.81	2595	2357.81	2473	2342.66
334.261	60	-407.977	733	681.021	-350	-383.247	2566	2366.11	2432	2350.94
334.264	60	-408.227	722	683.283	-348	-383.678	2538	2374.32	2390	2359.11
334.267	60	-408.477	710	685.511	-343	-384.095	2510	2382.45	2348	2367.15
334.27	61	-408.724	698	687.704	-347	-384.524	2482	2390.5	2306	2375.07
334.273	62	-408.969	688	689.868	-349	-384.958	2455	2398.48	2263	2382.86
334.276	58	-409.224	680	692.009	-348	-385.39	2427	2406.37	2219	2390.53
334.278	55	-409.489	673	694.13	-345	-385.813	2398	2414.18	2174	2398.07
334.281	52	-409.762	665	696.227	-337	-386.212	2367	2421.9	2129	2405.47
334.284	51	-410.038	655	698.295	-336	-386.609	2334	2429.52	2085	2412.75
334.287	50	-410.317	644	700.332	-343	-387.026	2299	2437.04	2039	2419.9
334.29	49	-410.599	631	702.33	-336	-387.423	2263	2444.46	1992	2426.91
334.293	48	-410.884	620	704.297	-327	-387.793	2226	2451.77	1946	2433.78
334.296	46	-411.174	609	706.232	-326	-388.161	2189	2458.97	1900	2440.53
334.299	44	-411.471	598	708.135	-326	-388.528	2153	2466.06	1853	2447.13
334.302	42	-411.773	585	710	-320	-388.879	2115	2473.05	1806	2453.6
334.305	41	-412.078	574	711.834	-320	-389.229	2077	2479.93	1760	2459.94
334.307	40	-412.386	563	713.635	-325	-389.594	2039	2486.7	1711	2466.13
334.31	39	-412.697	552	715.405	-327	-389.964	2001	2493.35	1662	2472.18
334.313	40	-413.005	541	717.142	-335	-390.358	1963	2499.9	1612	2478.09
334.316	42	-413.307	529	718.845	-338	-390.761	1926	2506.34	1561	2483.85
334.319	42	-413.609	518	720.516	-329	-391.137	1888	2512.67	1512	2489.46
334.322	42	-413.911	508	722.158	-331	-391.519	1852	2518.89	1462	2494.94
334.325	43	-414.211	497	723.768	-331	-391.901	1818	2525.02	1411	2500.26
334.328	43	-414.51	484	725.34	-331	-392.283	1784	2531.04	1358	2505.43
334.331	43	-414.809	470	726.872	-336	-392.68	1751	2536.97	1305	2510.45
334.334	44	-415.106	455	728.36	-337	-393.08	1719	2542.81	1252	2515.31
334.336	44	-415.402	441	729.807	-335	-393.473	1685	2548.55	1199	2520.02
334.339	44	-415.698	428	731.217	-329	-393.85	1651	2554.19	1148	2524.58
334.342	43	-415.998	415	732.589	-330	-394.229	1614	2559.73	1098	2528.99
334.345	41	-416.303	403	733.927	-333	-394.617	1577	2565.15	1049	2533.27
334.348	38	-416.617	393	735.235	-332	-395.002	1539	2570.47	1000	2537.4
334.351	35	-416.939	384	736.517	-334	-395.393	1503	2575.68	952	2541.39
334.354	33	-417.267	378	737.782	-337	-395.793	1466	2580.79	902	2545.24
334.357	31	-417.601	372	739.029	-338	-396.195	1427	2585.78	851	2548.94
334.36	29	-417.941	365	740.256	-332	-396.58	1389	2590.66	800	2552.49
334.363	27	-418.287	356	741.457	-333	-396.968	1351	2595.43	750	2555.89
334.365	27	-418.633	346	742.629	-332	-397.353	1313	2600.09	700	2559.16
334.368	27	-418.978	335	743.769	-341	-397.764	1275	2604.64	649	2562.27
334.371	30	-419.315	323	744.875	-345	-398.187	1236	2609.08	598	2565.23
334.374	32	-419.647	313	745.951	-351	-398.627	1197	2613.4	549	2568.06
334.377	31	-419.981	303	746.998	-350	-399.065	1158	2617.61	499	2570.74
334.38	30	-420.318	294	748.019	-345	-399.487	1117	2621.71	449	2573.27
334.383	27	-420.663	285	749.014	-339	-399.893	1075	2625.68	400	2575.66
334.386	23	-421.021	275	749.98	-347	-400.321	1033	2629.53	353	2577.91
334.389	21	-421.384	265	750.917	-348	-400.753	992	2633.26	306	2580.03
334.392	20	-421.75	255	751.825	-345	-401.176	953	2636.87	259	2582.01
334.394	19	-422.119	245	752.704	-348	-401.607	914	2640.38	210	2583.85
334.397	18	-422.49	234	753.552	-348	-402.039	875	2643.77	162	2585.55
334.4	19	-422.859	224	754.37	-356	-402.493	836	2647.04	113	2587.11
334.403	19	-423.228	214	755.159	-359	-402.957	798	2650.21	64	2588.53
334.406	19	-423.597	205	755.922	-357	-403.414	758	2653.26	15	2589.8
334.409	19	-423.966	197	756.661	-355	-403.866	717	2656.19	-35	2590.93
334.412	19	-424.335	188	757.375	-357	-404.324	675	2659	-86	2591.91
334.415	18	-424.707	180	758.065	-359	-404.787	634	2661.69	-137	2592.75
334.418	19	-425.076	170	758.727	-362	-405.259	593	2664.27	-189	2593.43
334.421	19	-425.445	158	759.354	-364	-405.737	552	2666.72	-240	2593.96
334.423	21	-425.808	145	759.943	-365	-406.218	512	2669.06	-291	2594.35
334.426	21	-426.171	131	760.491	-362	-406.69	471	2671.27	-345	2594.58
334.429	21	-426.534	118	761.001	-361	-407.159	431	2673.38	-399	2594.65
334.432	20	-426.9	106	761.477	-363	-407.634	391	2675.36	-453	2594.57
334.435	18	-427.272	94	761.918	-366	-408.118	351	2677.23	-506	2594.33
334.438	16	-427.649	82	762.324	-374	-408.625	310	2678.98	-557	2593.95
334.441	12	-428.038	69	762.693	-379	-409.146	270	2680.62	-609	2593.41
334.444	10	-428.434	57	763.026	-386	-409.688	229	2682.14	-662	2592.72
334.447	8	-428.834	45	763.325	-393	-410.25	187	2683.53	-716	2591.88
334.45	7	-429.238	32	763.586	-393	-410.812	145	2684.8	-769	2590.88
334.452	6	-429.645	20	763.813	-395	-411.38	104	2685.96	-821	2589.73
334.455	6	-430.051	8	764.004	-393	-411.942	62	2686.99	-873	2588.42
334.458	6	-430.458	-6	764.155	-392	-412.501	18	2687.89	-924	2586.97
334.461	8	-430.859	-19	764.268	-396	-413.072	-27	2688.67	-976	2585.37
334.464	11	-431.251	-33	764.341	-392	-413.631	-71	2689.31	-1028	2583.62
334.467	13	-431.637	-46	764.376	-394	-414.196	-115	2689.83	-1078	2581.73
334.47	14	-432.021	-59	764.373	-398	-414.772	-161	2690.22	-1130	2579.68
334.473	14	-432.404	-71	764.335	-397	-415.346	-208	2690.47	-1184	2577.47
334.476	13	-432.79	-84	764.26	-393	-415.908	-257	2690.57	-1238	2575.11
334.479	11	-433.182	-98	764.144	-396	-416.479	-306	2690.54	-1294	2572.59
334.481	8	-433.583	-112	763.987	-400	-417.061	-356	2690.36	-1351	2569.9
334.484	4	-433.996	-125	763.793	-409	-417.669	-405	2690.03	-1408	2567.05
334.487	2	-434.414	-139	763.558	-409	-418.278	-452	2689.57	-1465	2564.03
334.49	1	-434.835	-154	763.28	-408	-418.883	-502	2688.97	-1522	2560.85
334.493	2	-435.253	-170	762.955	-402	-419.471	-551	2688.22	-1579	2557.5
334.496	2	-435.671	-186	762.584	-405	-420.068	-600	2687.34	-1636	2553.98
334.499	2	-436.09	-200	762.172	-411	-420.682	-649	2686.3	-1694	2550.3
334.502	4	-436.502	-213	761.722	-416	-421.311	-697	2685.14	-1753	2546.44
334.505	5	-436.911	-226	761.235	-420	-421.952	-745	2683.83	-1812	2542.42
334.508	7	-437.315	-241	760.704	-423	-422.601	-795	2682.37	-1873	2538.22
334.51	8	-437.716	-256	760.13	-424	-423.253	-844	2680.78	-1934	2533.84
334.513	9	-438.114	-271	759.512	-423	-423.902	-893	2679.04	-1993	2529.29
334.516	8	-438.515	-287	758.848	-419	-424.539	-943	2677.15	-2052	2524.56
334.519	8	-438.916	-303	758.138	-404	-425.133	-995	2675.12	-2109	2519.68
334.522	6	-439.322	-317	757.386	-406	-425.733	-1048	2672.93	-2168	2514.62
334.525	5	-439.732	-331	756.594	-412	-426.35	-1102	2670.59	-2227	2509.39
334.528	4	-440.144	-344	755.765	-414	-426.973	-1155	2668.09	-2288	2503.98
334.531	6	-440.551	-357	754.898	-424	-427.625	-1209	2665.43	-2349	2498.4
334.534	8	-440.951	-369	753.996	-429	-428.291	-1263	2662.62	-2413	2492.63
334.537	11	-441.344	-381	753.059	-433	-428.969	-1317	2659.65	-2478	2486.67
334.539	14	-441.727	-391	752.093	-431	-429.641	-1369	2656.54	-2544	2480.52
334.542	15	-442.107	-405	751.086	-428	-430.305	-1420	2653.27	-2610	2474.18
334.545	18	-442.479	-419	750.039	-420	-430.945	-1469	2649.86	-2677	2467.65
334.548	20	-442.845	-433	748.951	-415	-431.571	-1519	2646.3	-2744	2460.92
334.551	21	-443.208	-447	747.823	-412	-432.188	-1568	2642.61	-2810	2454
334.554	24	-443.563	-460	746.657	-414	-432.811	-1617	2638.77	-2875	2446.89
334.557	27	-443.908	-474	745.45	-414	-433.434	-1666	2634.79	-2939	2439.6
334.56	29	-444.248	-490	744.197	-399	-434.014	-1716	2630.66	-3002	2432.12
334.563	30	-444.585	-504	742.904	-391	-434.57	-1766	2626.39	-3065	2424.46
334.566	31	-444.919	-518	741.569	-389	-435.12	-1816	2621.98	-3128	2416.62
334.568	32	-445.251	-534	740.189	-385	-435.659	-1866	2617.42	-3191	2408.59
334.571	31	-445.585	-549	738.765	-387	-436.204	-1915	2612.71	-3255	2400.38
334.574	29	-445.925	-564	737.297	-381	-436.731	-1964	2607.87	-3317	2391.99
334.577	29	-446.265	-580	735.783	-366	-437.215	-2015	2602.88	-3379	2383.42
334.58	30	-446.602	-597	734.219	-369	-437.707	-2067	2597.73	-3440	2374.67
334.583	29	-446.941	-613	732.609	-367	-438.194	-2121	2592.43	-3501	2365.74
334.586	31	-447.275	-629	730.953	-360	-438.66	-2174	2586.98	-3563	2356.64
334.589	34	-447.601	-645	729.25	-356	-439.115	-2227	2581.37	-3627	2347.35
334.592	37	-447.918	-659	727.507	-351	-439.555	-2280	2575.61	-3690	2337.88
334.595	39	-448.228	-672	725.726	-340	-439.963	-2331	2569.7	-3753	2328.22
334.597	42	-448.531	-686	723.905	-337	-440.363	-2380	2563.65	-3816	2318.38
334.6	42	-448.833	-701	722.039	-343	-440.78	-2428	2557.46	-3879	2308.36
334.603	43	-449.132	-717	720.128	-342	-441.194	-2475	2551.13	-3943	2298.15
334.606	42	-449.434	-732	718.173	-333	-441.582	-2520	2544.67	-4007	2287.76
334.609	42	-449.737	-747	716.174	-325	-441.946	-2565	2538.08	-4070	2277.19
334.612	41	-450.042	-762	714.132	-320	-442.297	-2611	2531.36	-4132	2266.43
334.615	40	-450.35	-775	712.052	-313	-442.627	-2659	2524.5	-4193	2255.5
334.618	41	-450.655	-788	709.935	-317	-442.968	-2707	2517.5	-4251	2244.4
334.621	42	-450.957	-801	707.78	-314	-443.301	-2755	2510.36	-4310	2233.13
334.624	43	-451.256	-813	705.59	-311	-443.625	-2802	2503.08	-4367	2221.69
334.626	44	-451.553	-824	703.368	-315	-443.961	-2848	2495.67	-4424	2210.09
334.629	46	-451.843	-835	701.114	-316	-444.3	-2892	2488.14	-4481	2198.32
334.632	47	-452.131	-847	698.825	-320	-444.65	-2936	2480.47	-4536	2186.39
334.635	49	-452.413	-857	696.508	-317	-444.991	-2979	2472.68	-4590	2174.31
334.638	52	-452.686	-867	694.161	-319	-445.339	-3022	2464.77	-4643	2162.07
334.641	55	-452.95	-877	691.785	-313	-445.669	-3066	2456.73	-4694	2149.68
334.644	57	-453.209	-887	689.381	-307	-445.981	-3112	2448.55	-4744	2137.15
334.647	59	-453.462	-895	686.953	-299	-446.271	-3157	2440.25	-4792	2124.48
334.65	61	-453.709	-903	684.502	-296	-446.551	-3200	2431.82	-4837	2111.68
334.653	63	-453.95	-910	682.03	-291	-446.817	-3242	2423.26	-4881	2098.76
334.656	64	-454.189	-917	679.539	-281	-447.055	-3284	2414.59	-4924	2085.7
334.658	65	-454.424	-925	677.024	-278	-447.283	-3324	2405.8	-4965	2072.53
334.661	66	-454.657	-934	674.483	-278	-447.511	-3362	2396.9	-5004	2059.25
334.664	68	-454.883	-942	671.919	-277	-447.737	-3398	2387.9	-5040	2045.86
334.667	70	-455.104	-950	669.331	-266	-447.931	-3432	2378.79	-5072	2032.38
334.67	70	-455.325	-957	666.724	-257	-448.098	-3464	2369.6	-5101	2018.81
334.673	72	-455.54	-961	664.104	-250	-448.245	-3495	2360.31	-5128	2005.17
334.676	73	-455.753	-965	661.473	-252	-448.398	-3524	2350.94	-5150	1991.46
334.679	74	-455.962	-968	658.834	-252	-448.551	-3552	2341.49	-5169	1977.69
334.682	74	-456.171	-972	656.182	-247	-448.69	-3580	2331.96	-5185	1963.88
334.685	73	-456.384	-974	653.525	-243	-448.817	-3605	2322.35	-5198	1950.04
334.687	74	-456.593	-976	650.863	-249	-448.961	-3628	2312.68	-5211	1936.15
334.69	75	-456.8	-977	648.197	-250	-449.108	-3648	2302.95	-5222	1922.23
334.693	76	-457.003	-977	645.531	-246	-449.244	-3666	2293.17	-5231	1908.29
334.696	78	-457.201	-976	642.868	-249	-449.388	-3684	2283.33	-5238	1894.33
334.699	78	-457.399	-975	640.208	-249	-449.533	-3701	2273.45	-5240	1880.36
334.702	78	-457.596	-974	637.551	-254	-449.691	-3716	2263.52	-5239	1866.39
334.705	78	-457.794	-975	634.891	-266	-449.885	-3731	2253.55	-5234	1852.44
334.708	78	-457.992	-976	632.229	-262	-450.067	-3743	2243.55	-5226	1838.51
334.711	80	-458.184	-975	629.569	-251	-450.217	-3754	2233.51	-5216	1824.61
334.714	82	-458.37	-973	626.915	-246	-450.353	-3764	2223.44	-5202	1810.75
334.716	83	-458.553	-971	624.266	-244	-450.482	-3772	2213.35	-5185	1796.94
334.719	86	-458.728	-968	621.627	-242	-450.606	-3780	2203.24	-5164	1783.19
334.722	89	-458.894	-965	618.996	-235	-450.71	-3786	2193.11	-5139	1769.52
334.725	92	-459.051	-963	616.371	-231	-450.802	-3791	2182.96	-5109	1755.93
334.728	96	-459.196	-960	613.754	-229	-450.889	-3795	2172.81	-5074	1742.44
334.731	100	-459.33	-957	611.146	-217	-450.94	-3798	2162.64	-5037	1729.06
334.734	103	-459.456	-953	608.55	-214	-450.983	-3798	2152.48	-4998	1715.79
334.737	105	-459.575	-949	605.966	-214	-451.026	-3795	2142.32	-4957	1702.64
334.74	107	-459.689	-947	603.387	-208	-451.051	-3790	2132.18	-4914	1689.62
334.743	109	-459.796	-946	600.811	-209	-451.079	-3783	2122.06	-4868	1676.73
334.745	110	-459.901	-944	598.241	-204	-451.093	-3775	2111.96	-4820	1663.98
334.748	112	-460	-939	595.686	-191	-451.069	-3765	2101.89	-4769	1651.38
334.751	113	-460.097	-932	593.151	-188	-451.036	-3755	2091.85	-4716	1638.93
334.754	116	-460.184	-924	590.639	-187	-451.001	-3743	2081.84	-4662	1626.63
334.757	119	-460.263	-917	588.147	-188	-450.968	-3730	2071.88	-4606	1614.5
334.76	121	-460.336	-910	585.676	-187	-450.933	-3716	2061.95	-4546	1602.55
334.763	124	-460.4	-903	583.224	-179	-450.874	-3700	2052.07	-4486	1590.77
334.766	126	-460.459	-895	580.797	-168	-450.783	-3682	2042.24	-4425	1579.16
334.769	127	-460.515	-887	578.392	-162	-450.675	-3666	2032.46	-4363	1567.73
334.772	129	-460.564	-878	576.013	-155	-450.547	-3650	2022.72	-4301	1556.49
334.774	129	-460.614	-868	573.664	-158	-450.427	-3631	2013.04	-4239	1545.42
334.777	129	-460.664	-857	571.346	-163	-450.322	-3610	2003.42	-4178	1534.54
334.78	130	-460.711	-846	569.06	-162	-450.214	-3588	1993.87	-4118	1523.82
334.783	130	-460.758	-835	566.807	-168	-450.123	-3565	1984.38	-4059	1513.28
334.786	129	-460.808	-823	564.588	-167	-450.03	-3540	1974.96	-3999	1502.91
334.789	128	-460.86	-811	562.403	-157	-449.907	-3514	1965.62	-3939	1492.71
334.792	128	-460.913	-801	560.248	-142	-449.741	-3486	1956.36	-3879	1482.69
334.795	130	-460.96	-791	558.122	-135	-449.555	-3458	1947.18	-3819	1472.84
334.798	132	-461.001	-780	556.028	-132	-449.36	-3429	1938.09	-3758	1463.17
334.801	136	-461.031	-768	553.968	-125	-449.144	-3399	1929.08	-3697	1453.68
334.803	139	-461.051	-756	551.944	-124	-448.926	-3369	1920.16	-3637	1444.36
334.806	141	-461.066	-744	549.954	-123	-448.705	-3340	1911.32	-3576	1435.22
334.809	142	-461.079	-730	548.005	-117	-448.466	-3309	1902.58	-3517	1426.25
334.812	145	-461.082	-717	546.093	-105	-448.193	-3278	1893.92	-3460	1417.44
334.815	148	-461.077	-703	544.222	-95	-447.891	-3246	1885.35	-3404	1408.8
334.818	149	-461.068	-690	542.389	-92	-447.579	-3214	1876.88	-3349	1400.31
334.821	151	-461.054	-678	540.59	-84	-447.245	-3184	1868.5	-3296	1391.98
334.824	154	-461.032	-665	538.83	-83	-446.908	-3154	1860.2	-3244	1383.8
334.827	156	-461.003	-654	537.101	-78	-446.556	-3125	1851.99	-3195	1375.77
334.83	161	-460.96	-642	535.407	-76	-446.199	-3097	1843.86	-3147	1367.87
334.832	166	-460.903	-630	533.748	-69	-445.821	-3068	1835.81	-3100	1360.11
334.835	170	-460.834	-617	532.126	-68	-445.44	-3038	1827.85	-3054	1352.48
334.838	172	-460.759	-603	530.546	-76	-445.083	-3006	1819.98	-3009	1344.98
334.841	176	-460.672	-588	529.008	-77	-444.728	-2973	1812.21	-2966	1337.61
334.844	180	-460.574	-573	527.514	-74	-444.365	-2940	1804.54	-2924	1330.36
334.847	184	-460.464	-559	526.061	-78	-444.013	-2907	1796.95	-2882	1323.23
334.85	188	-460.343	-544	524.651	-72	-443.644	-2873	1789.47	-2840	1316.22
334.853	190	-460.216	-529	523.285	-66	-443.257	-2839	1782.09	-2799	1309.33
334.856	192	-460.083	-514	521.963	-58	-442.848	-2806	1774.8	-2759	1302.56
334.859	196	-459.938	-500	520.68	-49	-442.412	-2774	1767.61	-2720	1295.9
334.861	199	-459.785	-486	519.439	-50	-441.979	-2742	1760.51	-2684	1289.34
334.864	202	-459.623	-473	518.235	-57	-441.566	-2711	1753.49	-2650	1282.89
334.867	203	-459.458	-460	517.069	-51	-441.136	-2681	1746.57	-2617	1276.53
334.87	204	-459.291	-448	515.938	-48	-440.697	-2651	1739.73	-2586	1270.26
334.873	206	-459.117	-435	514.844	-46	-440.253	-2623	1732.97	-2555	1264.08
334.876	206	-458.944	-423	513.786	-45	-439.805	-2593	1726.3	-2524	1257.98
334.879	207	-458.767	-411	512.762	-43	-439.352	-2565	1719.72	-2494	1251.98
334.882	207	-458.591	-400	511.77	-36	-438.879	-2537	1713.21	-2464	1246.06
334.885	206	-458.417	-390	510.807	-30	-438.388	-2510	1706.78	-2434	1240.23
334.888	207	-458.241	-380	509.873	-19	-437.865	-2482	1700.43	-2403	1234.49
334.89	208	-458.061	-371	508.965	-23	-437.353	-2454	1694.17	-2374	1228.84
334.893	210	-457.876	-363	508.08	-26	-436.851	-2427	1687.98	-2345	1223.27
334.896	211	-457.688	-353	507.225	-30	-436.36	-2400	1681.87	-2316	1217.78
334.899	211	-457.5	-344	506.395	-31	-435.872	-2372	1675.84	-2289	1212.37
334.902	211	-457.312	-335	505.592	-31	-435.384	-2345	1669.89	-2261	1207.04
334.905	212	-457.121	-325	504.817	-30	-434.893	-2320	1664.01	-2234	1201.79
334.908	213	-456.927	-317	504.066	-29	-434.399	-2296	1658.2	-2208	1196.62
334.911	213	-456.733	-307	503.344	-27	-433.899	-2271	1652.47	-2181	1191.52
334.914	214	-456.537	-295	502.656	-14	-433.362	-2247	1646.8	-2154	1186.5
334.917	214	-456.34	-284	502.001	-5	-432.799	-2224	1641.2	-2128	1181.56
334.919	213	-456.146	-273	501.377	1	-432.218	-2200	1635.67	-2102	1176.7
334.922	212	-455.955	-264	500.78	4	-431.628	-2176	1630.21	-2077	1171.9
334.925	212	-455.764	-254	500.211	1	-431.047	-2152	1624.82	-2051	1167.18
