b	f	mn	mna
322.865	9.80758	-9608.85	47892.7
322.889	9.80684	-9603.8	47656.7
322.914	9.80609	-9594.74	47420.9
322.938	9.80535	-9581.69	47185.4
322.963	9.80461	-9564.63	46950.4
322.987	9.80387	-9544.58	46715.9
323.011	9.80313	-9522.52	46481.9
323.036	9.80238	-9497.47	46248.5
323.06	9.80164	-9469.41	46015.8
323.085	9.8009	-9436.36	45783.9
323.109	9.80016	-9401.3	45552.8
323.134	9.79942	-9365.25	45322.6
323.158	9.79868	-9324.2	45093.5
323.183	9.79793	-9280.14	44865.4
323.207	9.79719	-9235.08	44638.4
323.231	9.79645	-9188.03	44412.6
323.256	9.79571	-9137.98	44188
323.28	9.79497	-9085.92	43964.7
323.305	9.79423	-9032.87	43742.6
323.329	9.79349	-8980.81	43521.9
323.354	9.79275	-8927.76	43302.4
323.378	9.79201	-8872.7	43084.3
323.403	9.79127	-8816.65	42867.5
323.427	9.79053	-8755.59	42652.3
323.452	9.78979	-8693.54	42438.6
323.476	9.78905	-8630.48	42226.4
323.5	9.78831	-8565.43	42015.8
323.525	9.78757	-8499.37	41806.8
323.549	9.78683	-8431.32	41599.4
323.574	9.78609	-8362.26	41393.8
323.598	9.78535	-8292.21	41189.9
323.623	9.78461	-8221.15	40987.7
323.647	9.78387	-8147.1	40787.3
323.672	9.78313	-8071.04	40588.8
323.696	9.78239	-7993.99	40392.1
323.72	9.78165	-7915.93	40197.4
323.745	9.78092	-7836.88	40004.6
323.769	9.78018	-7756.82	39813.8
323.794	9.77944	-7674.77	39625
323.818	9.7787	-7593.71	39438.1
323.843	9.77796	-7511.66	39253.3
323.867	9.77722	-7428.6	39070.5
323.892	9.77649	-7343.55	38889.7
323.916	9.77575	-7258.49	38711.1
323.941	9.77501	-7172.44	38534.5
323.965	9.77427	-7086.38	38360.1
323.989	9.77353	-7001.33	38187.7
324.014	9.7728	-6916.27	38017.4
324.038	9.77206	-6831.22	37849.2
324.063	9.77132	-6745.16	37683.1
324.087	9.77059	-6658.11	37519.2
324.112	9.76985	-6571.05	37357.3
324.136	9.76911	-6485	37197.6
324.161	9.76837	-6398.95	37039.9
324.185	9.76764	-6312.89	36884.4
324.209	9.7669	-6226.84	36731
324.234	9.76616	-6139.78	36579.7
324.258	9.76543	-6054.73	36430.4
324.283	9.76469	-5967.67	36283.4
324.307	9.76396	-5881.62	36138.4
324.332	9.76322	-5794.56	35995.5
324.356	9.76248	-5705.51	35854.8
324.381	9.76175	-5616.45	35716.3
324.405	9.76101	-5526.4	35580
324.43	9.76028	-5436.34	35445.9
324.454	9.75954	-5344.29	35314.1
324.478	9.75881	-5253.23	35184.4
324.503	9.75807	-5161.18	35057.1
324.527	9.75734	-5072.12	34931.9
324.552	9.7566	-4982.07	34808.9
324.576	9.75587	-4893.01	34688.1
324.601	9.75513	-4802.96	34569.4
324.625	9.7544	-4712.9	34453
324.65	9.75366	-4623.85	34338.8
324.674	9.75293	-4533.79	34226.7
324.698	9.75219	-4442.74	34116.9
324.723	9.75146	-4350.68	34009.4
324.747	9.75072	-4258.63	33904.1
324.772	9.74999	-4168.57	33801
324.796	9.74926	-4076.52	33700.1
324.821	9.74852	-3983.46	33601.5
324.845	9.74779	-3891.41	33505.2
324.87	9.74706	-3799.35	33411.1
324.894	9.74632	-3706.3	33319.3
324.918	9.74559	-3613.24	33229.8
324.943	9.74485	-3521.19	33142.5
324.967	9.74412	-3430.13	33057.5
324.992	9.74339	-3338.08	32974.7
325.016	9.74266	-3246.02	32894.1
325.041	9.74192	-3154.97	32815.8
325.065	9.74119	-3064.91	32739.7
325.09	9.74046	-2974.86	32665.7
325.114	9.73973	-2884.81	32594
325.139	9.73899	-2795.75	32524.5
325.163	9.73826	-2706.7	32457.1
325.187	9.73753	-2617.64	32391.9
325.212	9.7368	-2527.59	32328.9
325.236	9.73606	-2438.53	32268.1
325.261	9.73533	-2350.48	32209.5
325.285	9.7346	-2261.42	32153
325.31	9.73387	-2173.37	32098.7
325.334	9.73314	-2083.31	32046.6
325.359	9.73241	-1994.26	31996.6
325.383	9.73167	-1904.2	31948.9
325.407	9.73094	-1816.15	31903.3
325.432	9.73021	-1727.09	31859.9
325.456	9.72948	-1636.04	31818.7
325.481	9.72875	-1544.98	31779.7
325.505	9.72802	-1454.93	31743
325.53	9.72729	-1366.87	31708.3
325.554	9.72656	-1278.82	31675.9
325.579	9.72583	-1190.76	31645.6
325.603	9.7251	-1103.71	31617.4
325.628	9.72437	-1017.65	31591.3
325.652	9.72364	-932.598	31567.4
325.676	9.72291	-846.543	31545.5
325.701	9.72218	-761.488	31525.7
325.725	9.72145	-675.433	31508
325.75	9.72072	-590.378	31492.3
325.774	9.71999	-505.324	31478.8
325.799	9.71926	-419.269	31467.4
325.823	9.71853	-332.214	31458.1
325.848	9.7178	-244.159	31450.9
325.872	9.71707	-157.104	31445.9
325.896	9.71634	-67.0492	31443
325.921	9.71561	25.0056	31442.5
325.945	9.71489	118.061	31444.2
325.97	9.71416	212.115	31448.2
325.994	9.71343	305.17	31454.4
326.019	9.7127	396.225	31462.9
326.043	9.71197	486.28	31473.6
326.068	9.71124	577.335	31486.6
326.092	9.71052	670.39	31501.8
326.116	9.70979	763.445	31519.2
326.141	9.70906	855.5	31539
326.165	9.70833	945.554	31560.9
326.19	9.7076	1036.61	31585.1
326.214	9.70688	1128.66	31611.5
326.239	9.70615	1220.72	31640.1
326.263	9.70542	1312.77	31671
326.288	9.70469	1403.83	31704.2
326.312	9.70397	1495.88	31739.6
326.337	9.70324	1586.94	31777.2
326.361	9.70251	1678.99	31817
326.385	9.70179	1772.05	31859.2
326.41	9.70106	1865.1	31903.6
326.434	9.70033	1956.16	31950.2
326.459	9.69961	2047.21	31999.1
326.483	9.69888	2139.27	32050.2
326.508	9.69815	2229.32	32103.5
326.532	9.69743	2320.38	32159.1
326.557	9.6967	2411.43	32216.8
326.581	9.69598	2502.49	32276.8
326.605	9.69525	2595.54	32339.1
326.63	9.69452	2687.6	32403.6
326.654	9.6938	2781.65	32470.4
326.679	9.69307	2875.71	32539.6
326.703	9.69235	2969.76	32611
326.728	9.69162	3063.82	32684.7
326.752	9.6909	3158.87	32760.8
326.777	9.69017	3256.93	32839.2
326.801	9.68945	3355.98	32920.1
326.826	9.68872	3454.04	33003.3
326.85	9.688	3553.09	33089
326.874	9.68727	3652.15	33177.1
326.899	9.68655	3751.2	33267.6
326.923	9.68582	3849.26	33360.6
326.948	9.6851	3946.31	33455.9
326.972	9.68438	4044.37	33553.5
326.997	9.68365	4143.42	33653.7
327.021	9.68293	4243.48	33756.2
327.046	9.6822	4342.53	33861.2
327.07	9.68148	4442.58	33968.6
327.094	9.68076	4543.64	34078.5
327.119	9.68003	4645.69	34190.9
327.143	9.67931	4746.75	34305.8
327.168	9.67859	4847.8	34423.1
327.192	9.67786	4949.86	34543
327.217	9.67714	5049.91	34665.2
327.241	9.67642	5149.97	34790
327.266	9.67569	5251.02	34917.2
327.29	9.67497	5353.08	35046.9
327.315	9.67425	5455.13	35179
327.339	9.67353	5556.19	35313.7
327.363	9.6728	5657.24	35450.8
327.388	9.67208	5757.3	35590.4
327.412	9.67136	5857.35	35732.4
327.437	9.67064	5957.41	35876.9
327.461	9.66991	6058.46	36023.8
327.486	9.66919	6157.52	36173.2
327.51	9.66847	6255.57	36324.9
327.535	9.66775	6353.63	36479.1
327.559	9.66703	6453.68	36635.7
327.583	9.66631	6552.74	36794.7
327.608	9.66558	6652.79	36956.2
327.632	9.66486	6752.85	37120.1
327.657	9.66414	6850.9	37286.4
327.681	9.66342	6949.96	37455.1
327.706	9.6627	7048.01	37626.3
327.73	9.66198	7145.07	37799.8
327.755	9.66126	7241.12	37975.6
327.779	9.66054	7338.18	38153.9
327.803	9.65982	7433.23	38334.4
327.828	9.6591	7529.29	38517.3
327.852	9.65838	7625.34	38702.6
327.877	9.65766	7721.4	38890.1
327.901	9.65694	7815.45	39080
327.926	9.65622	7910.5	39272.3
327.95	9.6555	8003.56	39466.7
327.975	9.65478	8095.61	39663.5
327.999	9.65406	8186.67	39862.5
328.024	9.65334	8277.72	40063.7
328.048	9.65262	8367.78	40267.1
328.072	9.6519	8458.83	40472.7
328.097	9.65118	8547.89	40680.5
328.121	9.65046	8635.94	40890.4
328.146	9.64974	8724	41102.5
328.17	9.64902	8812.05	41316.8
328.195	9.6483	8898.11	41533.2
328.219	9.64758	8983.16	41751.6
328.244	9.64687	9066.22	41972.1
328.268	9.64615	9146.27	42194.5
328.292	9.64543	9223.33	42418.8
328.317	9.64471	9298.38	42645
328.341	9.64399	9372.44	42872.9
328.366	9.64327	9445.49	43102.7
328.39	9.64256	9516.55	43334.2
328.415	9.64184	9585.6	43567.4
328.439	9.64112	9651.66	43802.1
328.464	9.6404	9715.71	44038.5
328.488	9.63969	9778.77	44276.4
328.513	9.63897	9837.82	44515.7
328.537	9.63825	9893.88	44756.4
328.561	9.63753	9947.93	44998.5
328.586	9.63682	9998.99	45241.8
328.61	9.6361	10048	45486.2
328.635	9.63538	10094.1	45731.8
328.659	9.63467	10136.2	45978.5
328.684	9.63395	10176.2	46226.1
328.708	9.63323	10212.3	46474.6
328.733	9.63252	10247.3	46723.9
328.757	9.6318	10278.4	46974
328.781	9.63108	10309.4	47224.9
328.806	9.63037	10336.5	47476.4
328.83	9.62965	10360.5	47728.6
328.855	9.62894	10380.6	47981.2
328.879	9.62822	10395.6	48234.1
328.904	9.6275	10405.7	48487.4
328.928	9.62679	10412.8	48740.8
328.953	9.62607	10413.8	48994.2
328.977	9.62536	10411.9	49247.6
329.002	9.62464	10405.9	49500.8
329.026	9.62393	10397	49753.8
329.05	9.62321	10381	50006.4
329.075	9.6225	10360.1	50258.5
329.099	9.62178	10334.1	50510
329.124	9.62107	10304.2	50760.7
329.148	9.62035	10269.2	51010.6
329.173	9.61964	10231.3	51259.6
329.197	9.61892	10187.4	51507.5
329.222	9.61821	10136.4	51754.1
329.246	9.6175	10080.5	51999.4
329.27	9.61678	10018.5	52243.1
329.295	9.61607	9951.58	52485.3
329.319	9.61535	9881.63	52725.7
329.344	9.61464	9804.69	52964.2
329.368	9.61393	9724.74	53200.8
329.393	9.61321	9637.8	53435.2
329.417	9.6125	9546.85	53667.5
329.442	9.61178	9449.91	53897.3
329.466	9.61107	9344.96	54124.6
329.491	9.61036	9234.02	54349.2
329.515	9.60965	9117.07	54570.9
329.539	9.60893	8996.13	54789.7
329.564	9.60822	8869.18	55005.3
329.588	9.60751	8734.24	55217.7
329.613	9.60679	8593.29	55426.6
329.637	9.60608	8447.35	55631.9
329.662	9.60537	8295.4	55833.6
329.686	9.60466	8140.46	56031.4
329.711	9.60394	7981.51	56225.4
329.735	9.60323	7814.57	56415.2
329.759	9.60252	7642.62	56600.9
329.784	9.60181	7466.68	56782.3
329.808	9.6011	7282.73	56959.1
329.833	9.60039	7091.79	57131.3
329.857	9.59967	6895.84	57298.7
329.882	9.59896	6694.9	57461.2
329.906	9.59825	6488.95	57618.7
329.931	9.59754	6277	57771
329.955	9.59683	6062.06	57918
329.979	9.59612	5842.11	58059.6
330.004	9.59541	5619.17	58195.9
330.028	9.5947	5392.22	58326.5
330.053	9.59398	5160.28	58451.5
330.077	9.59327	4924.33	58570.7
330.102	9.59256	4684.39	58684
330.126	9.59185	4440.44	58791.4
330.151	9.59114	4192.5	58892.7
330.175	9.59043	3940.55	58987.9
330.2	9.58972	3685.61	59076.8
330.224	9.58901	3426.66	59159.4
330.248	9.5883	3165.72	59235.6
330.273	9.58759	2903.77	59305.4
330.297	9.58688	2639.83	59368.8
330.322	9.58617	2373.88	59425.6
330.346	9.58546	2106.94	59475.9
330.371	9.58475	1836.99	59519.7
330.395	9.58405	1566.05	59556.8
330.42	9.58334	1294.1	59587.2
330.444	9.58263	1021.16	59611
330.468	9.58192	746.212	59628.1
330.493	9.58121	470.267	59638.4
330.517	9.5805	194.322	59641.9
330.542	9.57979	-80.6236	59638.8
330.566	9.57908	-354.569	59628.9
330.591	9.57838	-627.514	59612.4
330.615	9.57767	-899.459	59589.2
330.64	9.57696	-1169.4	59559.4
330.664	9.57625	-1437.35	59523.1
330.689	9.57554	-1705.29	59480.2
330.713	9.57483	-1972.24	59430.8
330.737	9.57413	-2236.18	59374.9
330.762	9.57342	-2500.13	59312.6
330.786	9.57271	-2761.07	59243.9
330.811	9.572	-3019.02	59168.9
330.835	9.5713	-3273.97	59087.7
330.86	9.57059	-3525.91	59000.3
330.884	9.56988	-3775.86	58906.8
330.909	9.56917	-4021.8	58807.3
330.933	9.56847	-4262.75	58701.9
330.957	9.56776	-4497.69	58590.7
330.982	9.56705	-4729.64	58473.9
331.006	9.56635	-4957.58	58351.5
331.031	9.56564	-5181.53	58223.6
331.055	9.56493	-5401.47	58090.4
331.08	9.56423	-5618.42	57951.8
331.104	9.56352	-5831.36	57808.1
331.129	9.56282	-6039.31	57659.2
331.153	9.56211	-6240.25	57505.5
331.177	9.5614	-6435.2	57346.9
331.202	9.5607	-6625.14	57183.8
331.226	9.55999	-6812.09	57016
331.251	9.55929	-6996.03	56843.8
331.275	9.55858	-7174.98	56667.2
331.3	9.55788	-7345.92	56486.4
331.324	9.55717	-7510.87	56301.6
331.349	9.55647	-7669.81	56112.9
331.373	9.55576	-7823.76	55920.4
331.398	9.55506	-7972.7	55724.3
331.422	9.55435	-8116.65	55524.7
331.446	9.55365	-8256.59	55321.6
331.471	9.55294	-8391.54	55115.3
331.495	9.55224	-8521.48	54905.7
331.52	9.55153	-8648.43	54693.1
331.544	9.55083	-8769.37	54477.5
331.569	9.55012	-8883.32	54259.1
331.593	9.54942	-8993.26	54038.1
331.618	9.54872	-9098.21	53814.4
331.642	9.54801	-9196.15	53588.4
331.666	9.54731	-9290.1	53360.1
331.691	9.5466	-9377.04	53129.6
331.715	9.5459	-9456.99	52897.2
331.74	9.5452	-9532.93	52663
331.764	9.54449	-9601.88	52427
331.789	9.54379	-9664.83	52189.5
331.813	9.54309	-9722.77	51950.6
331.838	9.54238	-9775.72	51710.4
331.862	9.54168	-9824.66	51469
331.887	9.54098	-9869.61	51226.5
331.911	9.54027	-9910.55	50983
331.935	9.53957	-9946.5	50738.7
331.96	9.53887	-9978.44	50493.5
331.984	9.53817	-10005.4	50247.7
332.009	9.53746	-10029.3	50001.3
332.033	9.53676	-10048.3	49754.4
332.058	9.53606	-10063.2	49507.2
332.082	9.53536	-10074.2	49259.7
332.107	9.53466	-10081.1	49012.1
332.131	9.53395	-10086.1	48764.3
332.155	9.53325	-10086	48516.5
332.18	9.53255	-10080.9	48268.8
332.204	9.53185	-10072.9	48021.4
332.229	9.53115	-10062.8	47774.2
332.253	9.53045	-10048.8	47527.3
332.278	9.52974	-10030.7	47280.9
332.302	9.52904	-10008.7	47035
332.327	9.52834	-9983.62	46789.7
332.351	9.52764	-9955.56	46545.1
332.376	9.52694	-9925.51	46301.2
332.4	9.52624	-9891.45	46058.2
332.424	9.52554	-9853.4	45816.1
332.449	9.52484	-9813.34	45575
332.473	9.52414	-9770.29	45334.9
332.498	9.52344	-9726.23	45095.9
332.522	9.52274	-9679.18	44858.1
332.547	9.52204	-9630.12	44621.5
332.571	9.52134	-9578.07	44386.1
332.596	9.52064	-9526.01	44152
332.62	9.51994	-9471.96	43919.3
332.644	9.51924	-9414.9	43687.9
332.669	9.51854	-9354.85	43458
332.693	9.51784	-9293.79	43229.6
332.718	9.51714	-9232.74	43002.6
332.742	9.51644	-9169.69	42777.3
332.767	9.51574	-9105.63	42553.4
332.791	9.51504	-9039.58	42331.2
332.816	9.51434	-8972.52	42110.7
332.84	9.51364	-8903.47	41891.8
332.864	9.51295	-8831.41	41674.7
332.889	9.51225	-8758.36	41459.4
332.913	9.51155	-8682.3	41245.9
332.938	9.51085	-8604.25	41034.4
332.962	9.51015	-8525.19	40824.7
332.987	9.50945	-8442.14	40617.1
333.011	9.50875	-8359.08	40411.6
333.036	9.50806	-8276.03	40208.1
333.06	9.50736	-8194.97	40006.5
333.085	9.50666	-8111.92	39807
333.109	9.50596	-8027.86	39609.5
333.133	9.50527	-7942.81	39414.1
333.158	9.50457	-7857.75	39220.8
333.182	9.50387	-7773.7	39029.6
333.207	9.50317	-7690.64	38840.4
333.231	9.50248	-7608.59	38653.2
333.256	9.50178	-7527.53	38467.9
333.28	9.50108	-7446.48	38284.7
333.305	9.50038	-7364.42	38103.4
333.329	9.49969	-7281.37	37924.2
333.353	9.49899	-7198.31	37747
333.378	9.49829	-7114.26	37571.9
333.402	9.4976	-7027.2	37398.9
333.427	9.4969	-6939.15	37228.1
333.451	9.49621	-6851.09	37059.4
333.476	9.49551	-6761.04	36892.9
333.5	9.49481	-6671.98	36728.6
333.525	9.49412	-6582.93	36566.5
333.549	9.49342	-6494.87	36406.5
333.574	9.49273	-6404.82	36248.7
333.598	9.49203	-6314.76	36093.1
333.622	9.49133	-6225.71	35939.7
333.647	9.49064	-6135.65	35788.5
333.671	9.48994	-6044.6	35639.5
333.696	9.48925	-5953.54	35492.8
333.72	9.48855	-5861.49	35348.3
333.745	9.48786	-5769.44	35206
333.769	9.48716	-5678.38	35066
333.794	9.48647	-5587.33	34928.2
333.818	9.48577	-5499.27	34792.6
333.842	9.48508	-5410.22	34659.1
333.867	9.48438	-5323.16	34527.8
333.891	9.48369	-5236.11	34398.6
333.916	9.48299	-5148.05	34271.5
333.94	9.4823	-5060	34146.6
333.965	9.48161	-4971.94	34023.9
333.989	9.48091	-4884.89	33903.3
334.014	9.48022	-4797.83	33784.8
334.038	9.47952	-4708.78	33668.5
334.063	9.47883	-4618.72	33554.3
334.087	9.47814	-4529.67	33442.4
334.111	9.47744	-4443.61	33332.6
334.136	9.47675	-4356.56	33224.9
334.16	9.47606	-4270.5	33119.3
334.185	9.47536	-4185.45	33015.8
334.209	9.47467	-4103.39	32914.3
334.234	9.47398	-4021.34	32814.7
334.258	9.47328	-3941.28	32717.2
334.283	9.47259	-3858.23	32621.7
334.307	9.4719	-3773.17	32528.2
334.331	9.47121	-3687.12	32436.9
334.356	9.47051	-3601.06	32347.7
334.38	9.46982	-3514.01	32260.6
334.405	9.46913	-3425.95	32175.6
334.429	9.46844	-3337.9	32092.8
334.454	9.46774	-3252.84	32012.1
334.478	9.46705	-3164.79	31933.5
334.503	9.46636	-3078.73	31857.1
334.527	9.46567	-2992.68	31782.7
334.551	9.46498	-2906.62	31710.5
334.576	9.46428	-2819.57	31640.3
334.6	9.46359	-2731.51	31572.4
334.625	9.4629	-2643.46	31506.6
334.649	9.46221	-2556.41	31442.9
334.674	9.46152	-2468.35	31381.3
334.698	9.46083	-2379.3	31322
334.723	9.46014	-2291.24	31264.8
334.747	9.45945	-2203.19	31209.7
334.772	9.45875	-2116.13	31156.8
334.796	9.45806	-2030.08	31106
334.82	9.45737	-1946.02	31057.2
334.845	9.45668	-1862.97	31010.5
334.869	9.45599	-1780.91	30965.7
334.894	9.4553	-1697.86	30923
334.918	9.45461	-1613.8	30882.4
334.943	9.45392	-1530.75	30843.8
334.967	9.45323	-1448.69	30807.2
334.992	9.45254	-1366.64	30772.6
335.016	9.45185	-1283.58	30740
335.04	9.45116	-1200.53	30709.5
335.065	9.45047	-1116.47	30681
335.089	9.44978	-1032.42	30654.5
335.114	9.44909	-948.363	30630.2
335.138	9.4484	-865.308	30607.8
335.163	9.44771	-780.253	30587.6
335.187	9.44703	-696.198	30569.4
335.212	9.44634	-611.143	30553.2
335.236	9.44565	-524.088	30539.2
335.261	9.44496	-438.033	30527.3
335.285	9.44427	-352.978	30517.5
335.309	9.44358	-268.924	30509.7
335.334	9.44289	-184.869	30504
335.358	9.4422	-99.8139	30500.4
335.383	9.44152	-13.759	30498.9
335.407	9.44083	71.2959	30499.4
335.432	9.44014	157.351	30502.1
335.456	9.43945	243.406	30506.9
335.481	9.43876	330.461	30513.8
335.505	9.43808	417.515	30522.8
335.529	9.43739	504.57	30533.9
335.554	9.4367	589.625	30547.2
335.578	9.43601	672.68	30562.4
335.603	9.43533	758.735	30579.8
335.627	9.43464	845.79	30599.3
335.652	9.43395	933.845	30620.9
335.676	9.43326	1018.9	30644.6
335.701	9.43258	1100.95	30670.4
335.725	9.43189	1182.01	30698.1
335.75	9.4312	1263.06	30727.8
335.774	9.43052	1343.12	30759.4
335.798	9.42983	1423.17	30793
335.823	9.42914	1505.23	30828.6
335.847	9.42846	1589.28	30866.3
335.872	9.42777	1675.34	30906.1
335.896	9.42708	1763.39	30948
335.921	9.4264	1853.45	30992.1
335.945	9.42571	1943.5	31038.5
335.97	9.42503	2033.56	31087
335.994	9.42434	2122.61	31137.7
336.018	9.42365	2209.67	31190.5
336.043	9.42297	2297.72	31245.5
336.067	9.42228	2386.78	31302.7
336.092	9.4216	2477.83	31362.1
336.116	9.42091	2571.89	31423.8
336.141	9.42023	2665.94	31487.8
336.165	9.41954	2760	31554.1
336.19	9.41886	2854.05	31622.7
336.214	9.41817	2946.11	31693.5
336.238	9.41749	3036.16	31766.5
336.263	9.4168	3127.22	31841.8
336.287	9.41612	3219.27	31919.3
336.312	9.41543	3310.33	31999.1
336.336	9.41475	3401.38	32081.1
336.361	9.41407	3490.44	32165.2
336.385	9.41338	3578.49	32251.5
336.41	9.4127	3667.55	32340
336.434	9.41201	3757.6	32430.7
336.459	9.41133	3848.66	32523.6
336.483	9.41064	3941.71	32618.8
336.507	9.40996	4035.77	32716.3
336.532	9.40928	4130.82	32816.1
336.556	9.40859	4225.88	32918.2
336.581	9.40791	4321.93	33022.7
336.605	9.40723	4419.98	33129.6
336.63	9.40654	4518.04	33238.8
336.654	9.40586	4615.09	33350.5
336.679	9.40518	4711.15	33464.5
336.703	9.40449	4807.2	33580.8
336.727	9.40381	4903.26	33699.5
336.752	9.40313	5001.31	33820.6
336.776	9.40245	5098.37	33944.1
336.801	9.40176	5195.42	34069.9
336.825	9.40108	5292.48	34198.1
336.85	9.4004	5390.53	34328.7
336.874	9.39972	5490.59	34461.8
336.899	9.39903	5592.64	34597.3
336.923	9.39835	5692.7	34735.3
336.948	9.39767	5791.75	34875.7
336.972	9.39699	5891.81	35018.6
336.996	9.39631	5990.86	35163.9
337.021	9.39563	6089.92	35311.6
337.045	9.39494	6190.97	35461.8
337.07	9.39426	6292.03	35614.4
337.094	9.39358	6394.08	35769.6
337.119	9.3929	6497.14	35927.2
337.143	9.39222	6600.19	36087.4
337.168	9.39154	6703.25	36250.1
337.192	9.39086	6804.3	36415.3
337.216	9.39018	6905.36	36582.9
337.241	9.3895	7004.41	36753
337.265	9.38881	7101.47	36925.4
337.29	9.38813	7197.52	37100.2
337.314	9.38745	7293.58	37277.3
337.339	9.38677	7388.63	37456.8
337.363	9.38609	7483.69	37638.6
337.388	9.38541	7577.74	37822.7
337.412	9.38473	7673.8	38009.1
337.437	9.38405	7767.85	38197.8
337.461	9.38337	7861.91	38388.9
337.485	9.38269	7954.96	38582.2
337.51	9.38201	8049.01	38777.8
337.534	9.38133	8144.07	38975.7
337.559	9.38065	8238.13	39175.9
337.583	9.37997	8331.18	39378.4
337.608	9.3793	8424.23	39583.2
337.632	9.37862	8517.29	39790.3
337.657	9.37794	8610.34	39999.6
337.681	9.37726	8703.4	40211.2
337.705	9.37658	8795.45	40425
337.73	9.3759	8887.51	40641.1
337.754	9.37522	8977.56	40859.4
337.779	9.37454	9065.62	41079.9
337.803	9.37386	9150.67	41302.4
337.828	9.37319	9234.73	41527
337.852	9.37251	9315.78	41753.6
337.877	9.37183	9395.84	41982.2
337.901	9.37115	9473.89	42212.6
337.925	9.37047	9549.95	42444.9
337.95	9.3698	9626	42679.1
337.974	9.36912	9701.06	42915.1
337.999	9.36844	9774.11	43152.8
338.023	9.36776	9845.17	43392.4
338.048	9.36708	9911.22	43633.5
338.072	9.36641	9975.28	43876.2
338.097	9.36573	10037.3	44120.4
338.121	9.36505	10095.4	44366
338.146	9.36438	10150.4	44613
338.17	9.3637	10204.5	44861.3
338.194	9.36302	10256.6	45110.9
338.219	9.36235	10306.6	45361.7
338.243	9.36167	10354.7	45613.7
338.268	9.36099	10400.7	45866.8
338.292	9.36032	10443.8	46120.9
338.317	9.35964	10481.8	46376
338.341	9.35896	10516.9	46632
338.366	9.35829	10547.9	46888.7
338.39	9.35761	10575	47146
338.414	9.35693	10599	47404
338.439	9.35626	10618.1	47662.4
338.463	9.35558	10634.2	47921.2
338.488	9.35491	10647.2	48180.3
338.512	9.35423	10657.3	48439.7
338.537	9.35356	10661.3	48699.2
338.561	9.35288	10662.4	48958.7
338.586	9.3522	10661.4	49218.2
338.61	9.35153	10655.5	49477.5
338.635	9.35085	10642.5	49736.5
338.659	9.35018	10623.6	49995.1
338.683	9.3495	10600.6	50253
338.708	9.34883	10573.7	50510.4
338.732	9.34815	10541.8	50766.9
338.757	9.34748	10506.8	51022.6
338.781	9.3468	10463.9	51277.3
338.806	9.34613	10413.9	51530.7
338.83	9.34546	10358	51782.8
338.855	9.34478	10295	52033.3
338.879	9.34411	10228.1	52282.2
338.903	9.34343	10158.1	52529.3
338.928	9.34276	10082.2	52774.6
338.952	9.34209	10001.3	53018
338.977	9.34141	9914.31	53259.2
339.001	9.34074	9820.36	53498.1
339.026	9.34006	9722.42	53734.6
339.05	9.33939	9620.47	53968.6
339.075	9.33872	9512.53	54200
339.099	9.33804	9397.58	54428.6
339.123	9.33737	9276.64	54654.2
339.148	9.3367	9149.69	54876.7
339.172	9.33602	9016.75	55096
339.197	9.33535	8877.8	55311.9
339.221	9.33468	8732.86	55524.2
339.246	9.33401	8580.91	55732.8
339.27	9.33333	8421.97	55937.5
339.295	9.33266	8257.02	56138.2
339.319	9.33199	8087.08	56334.7
339.344	9.33132	7912.13	56527
339.368	9.33064	7731.19	56714.8
339.392	9.32997	7546.24	56898.2
339.417	9.3293	7356.29	57076.8
339.441	9.32863	7160.35	57250.7
339.466	9.32796	6957.4	57419.6
339.49	9.32728	6750.46	57583.5
339.515	9.32661	6536.51	57742.1
339.539	9.32594	6318.57	57895.4
339.564	9.32527	6096.62	58043.3
339.588	9.3246	5869.68	58185.6
339.612	9.32393	5639.73	58322.3
339.637	9.32326	5405.79	58453.3
339.661	9.32258	5164.84	58578.3
339.686	9.32191	4920.9	58697.5
339.71	9.32124	4672.95	58810.5
339.735	9.32057	4421.01	58917.4
339.759	9.3199	4165.06	59018.1
339.784	9.31923	3904.12	59112.3
339.808	9.31856	3640.17	59200.2
339.833	9.31789	3373.23	59281.4
339.857	9.31722	3103.28	59356.1
339.881	9.31655	2832.34	59424.2
339.906	9.31588	2558.39	59485.6
339.93	9.31521	2283.45	59540.2
339.955	9.31454	2007.5	59588.1
339.979	9.31387	1730.56	59629.2
340.004	9.3132	1453.61	59663.6
340.028	9.31253	1175.67	59691.1
340.053	9.31186	895.722	59711.8
340.077	9.31119	613.776	59725.6
340.101	9.31052	331.831	59732.6
340.126	9.30985	49.8862	59732.6
340.15	9.30918	-233.059	59725.7
340.175	9.30851	-517.004	59711.9
340.199	9.30784	-799.949	59691.1
340.224	9.30718	-1079.89	59663.6
340.248	9.30651	-1358.84	59629.1
340.273	9.30584	-1636.78	59587.9
340.297	9.30517	-1911.73	59540
340.322	9.3045	-2184.67	59485.4
340.346	9.30383	-2455.62	59424.2
340.37	9.30316	-2723.57	59356.4
340.395	9.3025	-2989.51	59282.1
340.419	9.30183	-3254.46	59201.4
340.444	9.30116	-3514.4	59114.3
340.468	9.30049	-3772.35	59020.8
340.493	9.29982	-4028.29	58921.2
340.517	9.29916	-4280.24	58815.3
340.542	9.29849	-4526.18	58703.5
340.566	9.29782	-4766.13	58585.8
340.59	9.29715	-5002.07	58462.3
340.615	9.29649	-5234.02	58333.1
340.639	9.29582	-5462.96	58198.4
340.664	9.29515	-5687.91	58058.1
