b	f	mn	mna
376.115	8.41902	-273.343	1470.07
376.14	8.41847	-270.288	1462.27
376.164	8.41793	-267.233	1454.55
376.189	8.41738	-265.178	1446.88
376.213	8.41683	-263.123	1439.26
376.237	8.41629	-260.068	1431.71
376.262	8.41574	-258.013	1424.22
376.286	8.41519	-256.958	1416.75
376.311	8.41465	-254.904	1409.33
376.335	8.4141	-253.849	1401.93
376.36	8.41355	-250.794	1394.62
376.384	8.41301	-247.739	1387.37
376.409	8.41246	-245.684	1380.18
376.433	8.41191	-244.629	1373.01
376.457	8.41137	-242.574	1365.89
376.482	8.41082	-241.519	1358.8
376.506	8.41027	-240.465	1351.73
376.531	8.40973	-239.41	1344.69
376.555	8.40918	-241.355	1337.6
376.58	8.40864	-243.3	1330.46
376.604	8.40809	-246.245	1323.26
376.629	8.40754	-250.19	1315.95
376.653	8.407	-251.135	1308.62
376.678	8.40645	-252.081	1301.27
376.702	8.40591	-252.026	1293.92
376.726	8.40536	-248.971	1286.65
376.751	8.40482	-244.916	1279.47
376.775	8.40427	-240.861	1272.4
376.8	8.40373	-238.806	1265.37
376.824	8.40318	-236.751	1258.39
376.849	8.40264	-234.696	1251.47
376.873	8.40209	-232.642	1244.59
376.898	8.40155	-230.587	1237.77
376.922	8.401	-230.532	1230.94
376.946	8.40046	-229.477	1224.14
376.971	8.39991	-230.422	1217.32
376.995	8.39937	-231.367	1210.48
377.02	8.39882	-231.312	1203.64
377.044	8.39828	-231.257	1196.79
377.069	8.39773	-230.203	1189.98
377.093	8.39719	-228.148	1183.21
377.118	8.39664	-227.093	1176.47
377.142	8.3961	-225.038	1169.78
377.166	8.39555	-222.983	1163.14
377.191	8.39501	-220.928	1156.55
377.215	8.39447	-218.873	1150.02
377.24	8.39392	-218.818	1143.48
377.264	8.39338	-219.764	1136.92
377.289	8.39283	-218.709	1130.38
377.313	8.39229	-214.654	1123.95
377.338	8.39175	-209.599	1117.63
377.362	8.3912	-203.544	1111.47
377.387	8.39066	-199.489	1105.41
377.411	8.39012	-197.434	1099.39
377.435	8.38957	-195.379	1093.43
377.46	8.38903	-194.325	1087.49
377.484	8.38849	-193.27	1081.57
377.509	8.38794	-193.215	1075.66
377.533	8.3874	-194.16	1069.73
377.558	8.38686	-192.105	1063.84
377.582	8.38631	-191.05	1057.98
377.607	8.38577	-188.995	1052.18
377.631	8.38523	-187.941	1046.39
377.655	8.38468	-185.886	1040.66
377.68	8.38414	-185.831	1034.93
377.704	8.3836	-184.776	1029.22
377.729	8.38306	-183.721	1023.55
377.753	8.38251	-182.666	1017.89
377.778	8.38197	-182.611	1012.24
377.802	8.38143	-183.556	1006.56
377.827	8.38089	-185.502	1000.84
377.851	8.38034	-186.447	995.094
377.876	8.3798	-186.392	989.349
377.9	8.37926	-185.337	983.63
377.924	8.37872	-184.282	977.937
377.949	8.37818	-183.227	972.269
377.973	8.37763	-181.172	966.652
377.998	8.37709	-180.117	961.061
378.022	8.37655	-179.063	955.495
378.047	8.37601	-177.008	949.98
378.071	8.37547	-174.953	944.515
378.096	8.37492	-170.898	939.149
378.12	8.37438	-166.843	933.882
378.144	8.37384	-164.788	928.666
378.169	8.3733	-163.733	923.475
378.193	8.37276	-162.678	918.31
378.218	8.37222	-161.624	913.171
378.242	8.37168	-160.569	908.057
378.267	8.37114	-160.514	902.945
378.291	8.37059	-161.459	897.81
378.316	8.37005	-161.404	892.676
378.34	8.36951	-160.349	887.568
378.365	8.36897	-159.294	882.486
378.389	8.36843	-158.239	877.43
378.413	8.36789	-156.185	872.423
378.438	8.36735	-153.13	867.492
378.462	8.36681	-151.075	862.61
378.487	8.36627	-150.02	857.755
378.511	8.36573	-148.965	852.925
378.536	8.36519	-149.91	848.072
378.56	8.36465	-151.855	843.172
378.585	8.36411	-153.801	838.224
378.609	8.36357	-155.746	833.228
378.633	8.36303	-155.691	828.234
378.658	8.36249	-155.636	823.241
378.682	8.36195	-156.581	818.225
378.707	8.36141	-155.526	813.235
378.731	8.36087	-154.471	808.271
378.756	8.36033	-153.416	803.332
378.78	8.35979	-153.362	798.395
378.805	8.35925	-151.307	793.508
378.829	8.35871	-149.252	788.671
378.853	8.35817	-147.197	783.884
378.878	8.35763	-146.142	779.124
378.902	8.35709	-144.087	774.413
378.927	8.35655	-143.032	769.728
378.951	8.35601	-139.977	765.118
378.976	8.35547	-137.923	760.559
379	8.35493	-136.868	756.024
379.025	8.3544	-136.813	751.492
379.049	8.35386	-136.758	746.96
379.074	8.35332	-136.703	742.43
379.098	8.35278	-135.648	737.926
379.122	8.35224	-134.593	733.448
379.147	8.3517	-133.538	728.995
379.171	8.35116	-131.484	724.593
379.196	8.35063	-130.429	720.217
379.22	8.35009	-130.374	715.842
379.245	8.34955	-132.319	711.419
379.269	8.34901	-134.264	706.949
379.294	8.34847	-135.209	702.455
379.318	8.34793	-134.154	697.988
379.342	8.3474	-133.099	693.546
379.367	8.34686	-132.045	689.13
379.391	8.34632	-128.99	684.789
379.416	8.34578	-125.935	680.522
379.44	8.34524	-124.88	676.281
379.465	8.34471	-125.825	672.017
379.489	8.34417	-127.77	667.706
379.514	8.34363	-126.715	663.42
379.538	8.34309	-126.661	659.135
379.563	8.34256	-126.606	654.852
379.587	8.34202	-126.551	650.571
379.611	8.34148	-127.496	646.266
379.636	8.34094	-128.441	641.938
379.66	8.34041	-129.386	637.587
379.685	8.33987	-130.331	633.213
379.709	8.33933	-130.276	628.84
379.734	8.3388	-132.222	624.419
379.758	8.33826	-134.167	619.951
379.783	8.33772	-136.112	615.436
379.807	8.33719	-135.057	610.946
379.831	8.33665	-134.002	606.482
379.856	8.33611	-132.947	602.044
379.88	8.33558	-130.892	597.656
379.905	8.33504	-129.837	593.294
379.929	8.3345	-128.783	588.958
379.954	8.33397	-126.728	584.671
379.978	8.33343	-123.673	580.46
380.003	8.33289	-121.618	576.299
380.027	8.33236	-120.563	572.163
380.051	8.33182	-118.508	568.078
380.076	8.33129	-116.453	564.043
380.1	8.33075	-113.398	560.083
380.125	8.33022	-111.344	556.173
380.149	8.32968	-109.289	552.313
380.174	8.32914	-105.234	548.553
380.198	8.32861	-102.179	544.867
380.223	8.32807	-101.124	541.207
380.247	8.32754	-101.069	537.548
380.272	8.327	-101.014	533.891
380.296	8.32647	-102.959	530.186
380.32	8.32593	-103.905	526.458
380.345	8.3254	-104.85	522.707
380.369	8.32486	-104.795	518.957
380.394	8.32433	-104.74	515.209
380.418	8.32379	-103.685	511.486
380.443	8.32326	-104.63	507.74
380.467	8.32272	-105.575	503.972
380.492	8.32219	-107.521	500.155
380.516	8.32165	-108.466	496.316
380.54	8.32112	-109.411	492.453
380.565	8.32058	-109.356	488.592
380.589	8.32005	-108.301	484.756
380.614	8.31951	-106.246	480.971
380.638	8.31898	-104.191	477.236
380.663	8.31844	-102.136	473.551
380.687	8.31791	-100.082	469.916
380.712	8.31738	-100.027	466.283
380.736	8.31684	-98.9718	462.676
380.761	8.31631	-96.9169	459.118
380.785	8.31577	-95.862	455.587
380.809	8.31524	-94.8072	452.081
380.834	8.31471	-93.7523	448.601
380.858	8.31417	-93.6974	445.123
380.883	8.31364	-93.6426	441.646
380.907	8.3131	-94.5877	438.145
380.932	8.31257	-95.5328	434.622
380.956	8.31204	-95.4779	431.1
380.981	8.3115	-93.4231	427.628
381.005	8.31097	-91.3682	424.206
381.029	8.31044	-90.3133	420.811
381.054	8.3099	-89.2584	417.44
381.078	8.30937	-88.2036	414.096
381.103	8.30884	-87.1487	410.778
381.127	8.30831	-87.0938	407.461
381.152	8.30777	-86.039	404.17
381.176	8.30724	-84.9841	400.904
381.201	8.30671	-82.9292	397.689
381.225	8.30617	-80.8744	394.524
381.25	8.30564	-78.8195	391.41
381.274	8.30511	-78.7646	388.296
381.298	8.30458	-78.7097	385.184
381.323	8.30404	-77.6549	382.098
381.347	8.30351	-78.6	378.989
381.372	8.30298	-80.5451	375.832
381.396	8.30245	-81.4903	372.652
381.421	8.30191	-81.4354	369.473
381.445	8.30138	-82.3805	366.271
381.47	8.30085	-83.3256	363.046
381.494	8.30032	-83.2708	359.823
381.518	8.29979	-79.2159	356.698
381.543	8.29925	-75.161	353.673
381.567	8.29872	-71.1062	350.747
381.592	8.29819	-69.0513	347.871
381.616	8.29766	-66.9964	345.045
381.641	8.29713	-65.9415	342.246
381.665	8.2966	-65.8867	339.447
381.69	8.29607	-66.8318	336.625
381.714	8.29553	-68.7769	333.756
381.738	8.295	-70.722	330.84
381.763	8.29447	-73.6672	327.851
381.787	8.29394	-77.6123	324.765
381.812	8.29341	-78.5574	321.657
381.836	8.29288	-79.5026	318.526
381.861	8.29235	-78.4477	315.42
381.885	8.29182	-78.3928	312.316
381.91	8.29129	-76.3379	309.261
381.934	8.29075	-75.2831	306.233
381.959	8.29022	-74.2282	303.231
381.983	8.28969	-73.1733	300.254
382.007	8.28916	-71.1184	297.327
382.032	8.28863	-70.0636	294.427
382.056	8.2881	-69.0087	291.552
382.081	8.28757	-66.9538	288.727
382.105	8.28704	-63.899	285.977
382.13	8.28651	-60.8441	283.302
382.154	8.28598	-59.7892	280.652
382.179	8.28545	-60.7344	277.979
382.203	8.28492	-61.6795	275.284
382.227	8.28439	-60.6246	272.614
382.252	8.28386	-57.5697	270.019
382.276	8.28333	-56.5149	267.449
382.301	8.2828	-56.46	264.882
382.325	8.28227	-55.4051	262.339
382.35	8.28174	-56.3503	259.774
382.374	8.28121	-57.2954	257.186
382.399	8.28068	-57.2405	254.599
382.423	8.28015	-55.1856	252.062
382.448	8.27962	-54.1308	249.551
382.472	8.27909	-52.0759	247.09
382.496	8.27857	-51.021	244.655
382.521	8.27804	-48.9661	242.27
382.545	8.27751	-46.9113	239.935
382.57	8.27698	-45.8564	237.626
382.594	8.27645	-44.8015	235.343
382.619	8.27592	-43.7467	233.086
382.643	8.27539	-42.6918	230.855
382.668	8.27486	-42.6369	228.625
382.692	8.27433	-45.5821	226.323
382.716	8.27381	-49.5272	223.924
382.741	8.27328	-52.4723	221.453
382.765	8.27275	-55.4174	218.911
382.79	8.27222	-57.3626	216.321
382.814	8.27169	-58.3077	213.707
382.839	8.27116	-59.2528	211.071
382.863	8.27064	-60.1979	208.411
382.888	8.27011	-62.1431	205.705
382.912	8.26958	-63.0882	202.974
382.937	8.26905	-62.0333	200.27
382.961	8.26852	-58.9785	197.64
382.985	8.268	-55.9236	195.085
383.01	8.26747	-54.8687	192.556
383.034	8.26694	-54.8138	190.028
383.059	8.26641	-53.759	187.526
383.083	8.26589	-53.7041	185.025
383.108	8.26536	-53.6492	182.526
383.132	8.26483	-53.5943	180.028
383.157	8.2643	-53.5395	177.531
383.181	8.26378	-54.4846	175.011
383.205	8.26325	-55.4297	172.468
383.23	8.26272	-59.3749	169.829
383.254	8.26219	-62.32	167.118
383.279	8.26167	-63.2651	164.383
383.303	8.26114	-63.2103	161.65
383.328	8.26061	-62.1554	158.943
383.352	8.26009	-59.1005	156.31
383.377	8.25956	-58.0456	153.704
383.401	8.25903	-55.9908	151.147
383.426	8.25851	-53.9359	148.641
383.45	8.25798	-51.881	146.185
383.474	8.25745	-49.8261	143.779
383.499	8.25693	-49.7713	141.375
383.523	8.2564	-48.7164	138.996
383.548	8.25587	-47.6615	136.643
383.572	8.25535	-43.6067	134.389
383.597	8.25482	-40.5518	132.21
383.621	8.2543	-38.4969	130.081
383.646	8.25377	-39.4421	127.929
383.67	8.25324	-40.3872	125.754
383.694	8.25272	-43.3323	123.507
383.719	8.25219	-46.2774	121.188
383.743	8.25167	-47.2226	118.846
383.768	8.25114	-50.1677	116.431
383.792	8.25061	-52.1128	113.97
383.817	8.25009	-53.0579	111.485
383.841	8.24956	-52.0031	109.026
383.866	8.24904	-49.9482	106.617
383.89	8.24851	-47.8933	104.258
383.914	8.24799	-45.8385	101.95
383.939	8.24746	-42.7836	99.7159
383.963	8.24694	-40.7287	97.5323
383.988	8.24641	-39.6738	95.3747
384.012	8.24589	-37.619	93.2671
384.037	8.24536	-36.5641	91.1855
384.061	8.24484	-34.5092	89.154
384.086	8.24431	-34.4543	87.124
384.11	8.24379	-32.3995	85.144
384.135	8.24326	-30.3446	83.2145
384.159	8.24274	-29.2897	81.3105
384.183	8.24221	-30.2349	79.3837
384.208	8.24169	-32.18	77.409
384.232	8.24116	-34.1251	75.387
384.257	8.24064	-34.0703	73.3666
384.281	8.24012	-36.0154	71.2983
384.306	8.23959	-36.9605	69.2072
384.33	8.23907	-35.9056	67.1416
384.355	8.23854	-34.8508	65.1021
384.379	8.23802	-31.7959	63.137
384.403	8.2375	-27.741	61.2713
384.428	8.23697	-24.6862	59.48
384.452	8.23645	-23.6313	57.7147
384.477	8.23592	-20.5764	56.024
384.501	8.2354	-16.5215	54.4325
384.526	8.23488	-13.4667	52.9155
384.55	8.23435	-11.4118	51.449
384.575	8.23383	-9.35692	50.0325
384.599	8.23331	-8.30205	48.642
384.624	8.23278	-7.24717	47.2771
384.648	8.23226	-5.1923	45.9626
384.672	8.23174	-3.13743	44.6981
384.697	8.23121	-1.08256	43.4841
384.721	8.23069	0.97231	42.3201
384.746	8.23017	2.02718	41.1821
384.77	8.22964	3.08206	40.0697
384.795	8.22912	1.13693	38.9099
384.819	8.2286	1.1918	37.7513
384.844	8.22808	0.24667	36.5697
384.868	8.22755	1.30154	35.4138
384.892	8.22703	4.35641	34.3327
384.917	8.22651	6.41129	33.3017
384.941	8.22599	8.46616	32.3211
384.966	8.22546	9.52103	31.366
384.99	8.22494	10.5759	30.437
385.015	8.22442	8.63077	29.4602
385.039	8.2239	6.68565	28.4361
385.064	8.22337	3.74052	27.3397
385.088	8.22285	0.79539	26.1715
385.113	8.22233	-0.14974	24.98
385.137	8.22181	-1.09487	23.7656
385.161	8.22129	-3.04	22.5035
385.186	8.22076	-4.98512	21.1939
385.21	8.22024	-4.93025	19.8855
385.235	8.21972	-4.87538	18.5787
385.259	8.2192	-2.82051	17.3219
385.284	8.21868	-2.76564	16.0666
385.308	8.21816	-3.71076	14.7884
385.333	8.21763	-3.65589	13.5114
385.357	8.21711	-2.60102	12.2603
385.381	8.21659	-0.54615	11.0592
385.406	8.21607	0.50872	9.88417
385.43	8.21555	1.56359	8.73471
385.455	8.21503	2.61847	7.61123
385.479	8.21451	3.67334	6.51334
385.504	8.21399	6.72821	5.49032
385.528	8.21346	8.78308	4.51736
385.553	8.21294	8.83795	3.54591
385.577	8.21242	6.89283	2.52672
385.601	8.2119	3.9477	1.43571
385.626	8.21138	1.00257	0.27249
385.65	8.21086	0.05744	-0.91365
385.675	8.21034	-1.88769	-2.14754
385.699	8.20982	-4.83282	-3.45324
385.724	8.2093	-5.77794	-4.78225
385.748	8.20878	-6.72307	-6.13419
385.773	8.20826	-7.6682	-7.50942
385.797	8.20774	-6.61333	-8.85868
385.822	8.20722	-6.55846	-10.2068
385.846	8.2067	-5.50358	-11.5289
385.87	8.20618	-6.44871	-12.8744
385.895	8.20566	-7.39384	-14.2427
385.919	8.20514	-7.33897	-15.6099
385.944	8.20462	-6.2841	-16.9512
385.968	8.2041	-3.22923	-18.2179
385.993	8.20358	-1.17435	-19.4342
386.017	8.20306	1.88052	-20.5761
386.042	8.20254	4.93539	-21.643
386.066	8.20202	6.99026	-22.6599
386.09	8.2015	9.04513	-23.6264
386.115	8.20098	10.1	-24.5673
