mag	a	aa	b	ba	c	ca	d	da	e	ea	f	fa	g	ga	h	ha	i	ia	k	ka
338.701	-28.3429	18.3955	-49.029	25.4285	-41.438	15.4492	-160	26.3051	-27.1574	11.858	-21.506	3.21954	-10.3715	2.25817	4.2962	-0.25694	-1.46208	-1.44075	3.85297	-0.45916
338.704	-28.3194	18.1972	-48.9917	25.163	-40.4158	15.239	-159	26.1036	-28.1497	11.7428	-19.4998	3.156	-12.3743	2.23273	2.29839	-0.25672	1.53908	-1.42148	5.8559	-0.44643
338.706	-27.2959	18.0015	-48.9545	24.8976	-39.3936	15.0314	-158	25.9047	-28.1421	11.6276	-18.4937	3.09497	-14.377	2.20231	1.30057	-0.25899	4.54025	-1.39474	4.85883	-0.43619
338.709	-26.2724	17.8083	-46.9172	24.6373	-38.3714	14.8263	-159	25.7032	-29.1344	11.51	-17.4875	3.03643	-16.3797	2.1669	1.30276	-0.26125	6.54142	-1.36303	4.86175	-0.42593
338.711	-27.2489	17.6127	-44.88	24.382	-35.3492	14.6287	-160	25.4992	-30.1268	11.3899	-17.4814	2.97792	-17.3824	2.129	1.30494	-0.26351	8.54258	-1.32634	4.86468	-0.41567
338.714	-28.2254	17.4147	-42.8427	24.1318	-33.327	14.4362	-161	25.2928	-31.1191	11.2673	-17.4752	2.91942	-17.3851	2.0911	2.30713	-0.26327	8.54375	-1.28965	3.86761	-0.40788
338.716	-28.2019	17.2167	-40.8054	23.8866	-30.3047	14.2511	-165	25.0764	-31.1115	11.1447	-17.469	2.86093	-18.3879	2.0507	2.30931	-0.26303	9.54492	-1.25047	3.87054	-0.40009
338.719	-28.1784	17.0188	-39.7682	23.6441	-27.2825	14.0736	-167	24.855	-30.1038	11.0246	-18.4629	2.79998	-18.3906	2.0103	3.3115	-0.2603	9.54608	-1.21129	3.87347	-0.3923
338.721	-29.1549	16.8184	-36.7309	23.4091	-26.2603	13.8986	-169	24.6286	-27.0962	10.9121	-19.4567	2.73655	-18.3933	1.96989	3.31369	-0.25756	9.54725	-1.1721	2.8764	-0.38698
338.724	-30.1314	16.6157	-32.6937	23.1841	-24.2381	13.7286	-171	24.3973	-24.0886	10.807	-18.4506	2.67562	-17.396	1.93196	2.31587	-0.25731	8.54841	-1.1354	1.87933	-0.38414
338.726	-30.1078	16.413	-30.6564	22.9642	-21.2159	13.5662	-171	24.166	-22.0809	10.7068	-19.4444	2.61222	-16.3988	1.89651	3.31806	-0.25456	7.54958	-1.10118	1.88225	-0.38129
338.729	-29.0843	16.2128	-28.6191	22.7493	-17.1937	13.4138	-172	23.9322	-21.0733	10.6092	-19.4383	2.54884	-15.4015	1.86354	2.32024	-0.25429	5.55075	-1.07193	4.88518	-0.37098
338.731	-27.0608	16.0177	-27.5819	22.5371	-11.1714	13.2763	-172	23.6984	-20.0656	10.5142	-19.4321	2.48547	-13.4042	1.83553	1.32243	-0.2565	4.55191	-1.04517	5.88811	-0.35817
338.734	-25.0373	15.8276	-28.5446	22.3224	-6.14923	13.1513	-171	23.4671	-20.058	10.4191	-19.4259	2.42212	-12.4069	1.81001	0.32461	-0.2612	1.55308	-1.02586	6.89104	-0.34287
338.736	-24.0138	15.64	-29.5074	22.1054	-3.12701	13.0338	-170	23.2383	-20.0503	10.324	-19.4198	2.35879	-11.4096	1.78696	-0.6732	-0.26837	-0.44576	-1.01152	7.89397	-0.32507
338.739	-21.9903	15.4575	-30.4701	21.8859	-2.1048	12.9189	-169	23.0119	-21.0427	10.2265	-19.4136	2.29546	-10.4124	1.76639	-0.67101	-0.27554	-2.44459	-1.00215	8.8969	-0.30479
338.741	-20.9668	15.2775	-33.4329	21.6591	-2.08258	12.804	-167	22.7905	-23.035	10.124	-20.4075	2.22967	-8.41509	1.75079	-1.66883	-0.28519	-4.44342	-0.99775	9.89983	-0.282
338.744	-20.9433	15.0975	-35.3956	21.4274	-1.06036	12.6917	-165	22.5741	-26.0274	10.0141	-21.4013	2.16141	-7.41781	1.73767	-1.66664	-0.29484	-6.44226	-0.99832	8.90275	-0.2617
338.746	-19.9198	14.9202	-37.3583	21.1909	-2.03815	12.5769	-163	22.3627	-28.0197	9.89917	-22.3952	2.09068	-7.42054	1.72454	-1.66446	-0.30448	-7.44109	-1.00137	7.90568	-0.24388
338.749	-18.8962	14.7453	-38.3211	20.9519	-2.01593	12.4622	-162	22.1538	-29.0121	9.7818	-22.389	2.01996	-6.42326	1.71389	-0.66227	-0.31162	-8.43993	-1.00691	7.90861	-0.22605
338.751	-16.8727	14.5755	-38.2838	20.713	-1.99372	12.3476	-161	21.9473	-30.0045	9.66198	-21.3828	1.95174	-6.42598	1.70324	0.33991	-0.31628	-9.43876	-1.01493	6.91154	-0.2107
338.754	-16.8492	14.4057	-37.2465	20.4767	-1.9715	12.233	-161	21.7409	-30.9968	9.53968	-18.3767	1.891	-7.42871	1.69009	1.3421	-0.31845	-10.4376	-1.02543	6.91447	-0.19534
338.756	-16.8257	14.2361	-36.2093	20.243	-2.94928	12.116	-161	21.5344	-30.9892	9.41741	-15.3705	1.83773	-9.43143	1.67196	2.34428	-0.31812	-11.4364	-1.03842	6.9174	-0.17997
338.759	-15.8022	14.0689	-35.172	20.0119	-2.92707	11.999	-160	21.3304	-31.9815	9.29267	-12.3644	1.79193	-10.4342	1.65134	2.34647	-0.31778	-12.4353	-1.05389	6.92032	-0.1646
338.761	-14.7787	13.9043	-33.1348	19.7858	-3.90485	11.8796	-158	21.1315	-32.9739	9.16546	-9.3582	1.75362	-11.4369	1.62823	3.34866	-0.31496	-12.4341	-1.06935	5.92325	-0.1517
338.763	-15.7552	13.7373	-32.0975	19.5623	-4.88264	11.7578	-157	20.9349	-33.9662	9.03578	-9.35204	1.71531	-10.4396	1.60759	3.35084	-0.31213	-13.4329	-1.08731	3.92618	-0.14377
338.766	-15.7317	13.5703	-31.0603	19.3414	-5.86042	11.6335	-157	20.7384	-34.9586	8.90364	-9.34588	1.67702	-9.44232	1.58944	4.35303	-0.30681	-12.4318	-1.10277	1.92911	-0.14081
338.768	-14.7082	13.4059	-29.023	19.1256	-7.8382	11.5043	-158	20.5394	-35.9509	8.76903	-10.3397	1.63626	-8.44504	1.57376	4.35521	-0.30148	-11.4306	-1.11574	1.93204	-0.13784
338.771	-11.6847	13.249	-28.9857	18.9098	-8.81599	11.3727	-159	20.338	-35.9433	8.63444	-10.3336	1.59552	-8.44777	1.55808	3.3574	-0.29863	-9.42943	-1.12374	3.93497	-0.12989
338.773	-9.66114	13.0971	-28.9485	18.6941	-9.79377	11.2387	-161	20.1315	-34.9357	8.50236	-9.3274	1.55727	-9.45049	1.53991	2.35958	-0.29827	-9.42827	-1.13173	4.9379	-0.11944
338.776	-8.63763	12.9477	-28.9112	18.4786	-8.77155	11.1072	-161	19.9251	-34.928	8.37029	-7.32125	1.52402	-11.4532	1.51675	0.36177	-0.30287	-8.4271	-1.13724	5.94082	-0.10651
338.778	-8.61412	12.7985	-29.874	18.2606	-6.74934	10.9807	-161	19.7186	-32.9204	8.24322	-5.31509	1.49576	-13.4559	1.48862	-0.63605	-0.30995	-8.42593	-1.14274	6.94375	-0.09107
338.781	-9.59061	12.6468	-31.8367	18.0378	-5.72712	10.8568	-162	19.5097	-30.9127	8.12114	-6.30893	1.46502	-15.4587	1.4555	-1.63386	-0.31952	-7.42477	-1.14575	7.94668	-0.07315
338.783	-8.5671	12.4976	-31.7994	17.815	-4.70491	10.7354	-161	19.3032	-27.9051	8.00654	-6.30277	1.4343	-16.4614	1.4199	-1.63167	-0.32908	-7.4236	-1.14876	8.94961	-0.05273
338.786	-9.54359	12.346	-29.7622	17.5973	-4.68269	10.614	-158	19.1042	-25.8974	7.89693	-5.29661	1.40607	-17.4641	1.3818	-0.62949	-0.33614	-5.42244	-1.14679	8.95254	-0.0323
338.788	-10.5201	12.192	-27.7249	17.3847	-5.66047	10.4903	-155	18.9127	-25.8898	7.78734	-5.29045	1.37787	-18.4668	1.3412	-0.6273	-0.3432	-4.42127	-1.14234	7.95547	-0.01435
338.791	-11.4966	12.0355	-26.6877	17.1747	-5.63826	10.3666	-153	18.7261	-24.8822	7.68025	-6.2843	1.34719	-19.4696	1.29812	-0.62512	-0.35026	-3.4201	-1.13539	5.9584	-0.00137
338.793	-12.4731	11.8767	-26.6504	16.9647	-6.61604	10.2404	-150	18.547	-24.8745	7.57319	-5.27814	1.31902	-21.4723	1.25005	-0.62293	-0.35731	-4.41894	-1.13093	3.96132	0.00664
338.796	-12.4496	11.7178	-24.6132	16.7598	-7.59383	10.1119	-147	18.3754	-25.8669	7.46365	-3.27198	1.29583	-23.475	1.19701	-0.62075	-0.36435	-5.41777	-1.12895	2.96425	0.01218
338.798	-13.426	11.5566	-21.5759	16.5625	-8.57161	9.98083	-146	18.2062	-26.8592	7.35166	-2.26582	1.27514	-24.4777	1.14147	0.38144	-0.36891	-5.4166	-1.12697	2.96718	0.01773
338.801	-13.4025	11.3954	-19.5386	16.3703	-8.54939	9.84988	-146	18.0371	-26.8516	7.23968	-1.25966	1.25696	-24.4804	1.08592	1.38363	-0.37097	-4.41544	-1.1225	1.97011	0.02079
338.803	-14.379	11.2318	-17.5014	16.1831	-9.52718	9.71649	-146	17.8679	-24.8439	7.13269	-0.2535	1.24128	-25.4832	1.02789	3.38581	-0.36805	-5.41427	-1.12052	0.97304	0.02138
338.806	-14.3555	11.0683	-16.4641	15.9984	-11.505	9.57821	-149	17.6913	-23.8363	7.02821	-0.24734	1.22561	-26.4859	0.96735	4.388	-0.36264	-6.41311	-1.12102	-0.02403	0.01949
338.808	-15.332	10.9023	-16.4269	15.8139	-12.4827	9.43747	-152	17.5072	-21.8287	6.92872	0.75881	1.21245	-26.4886	0.90682	6.39018	-0.35225	-8.41194	-1.12648	-0.02111	0.0176
338.811	-16.3085	10.7339	-16.3896	15.6295	-15.4605	9.28936	-155	17.3157	-19.821	6.83422	1.76497	1.20178	-26.4913	0.84627	7.39237	-0.33937	-8.41078	-1.13195	0.98182	0.01821
338.813	-17.285	10.563	-17.3523	15.4426	-16.4383	9.1388	-157	17.1192	-15.8134	6.74969	2.77113	1.19362	-25.4941	0.78821	9.39455	-0.32152	-7.40961	-1.13492	0.98475	0.01882
338.816	-18.2615	10.3897	-17.3151	15.2559	-16.4161	8.98827	-159	16.9177	-14.8057	6.66766	3.77729	1.18796	-25.4968	0.73013	11.3967	-0.29868	-7.40844	-1.13789	0.98768	0.01945
338.818	-19.238	10.2141	-17.2778	15.0693	-17.3939	8.83534	-159	16.7162	-13.7981	6.58814	3.78345	1.18232	-23.4995	0.67703	10.3989	-0.27833	-7.40728	-1.14087	0.99061	0.02008
338.821	-18.2144	10.0409	-17.2406	14.8827	-17.3717	8.68245	-159	16.5147	-14.7904	6.50615	0.78961	1.16923	-20.5022	0.63138	9.40111	-0.26046	-6.40611	-1.14135	-0.00646	0.01823
338.823	-16.1909	9.87279	-17.2033	14.6962	-16.3495	8.53212	-158	16.3157	-14.7828	6.42418	-3.20424	1.14621	-17.505	0.59318	9.4033	-0.24258	-5.40494	-1.13934	-0.00354	0.01639
338.826	-14.1674	9.70969	-17.166	14.5099	-16.3272	8.38183	-158	16.1167	-16.7751	6.33726	-5.19808	1.11823	-14.5077	0.56243	9.40548	-0.22469	-4.40378	-1.13484	-1.00061	0.01207
338.828	-13.1439	9.54915	-17.1288	14.3236	-17.305	8.22909	-157	15.9202	-18.7675	6.24539	-6.19192	1.08779	-12.5104	0.53664	10.4077	-0.20432	-2.40261	-1.12536	-0.99768	0.00775
338.831	-13.1204	9.38866	-17.0915	14.1374	-16.2828	8.07892	-156	15.7262	-20.7599	6.14856	-7.18576	1.05487	-10.5131	0.51583	10.4099	-0.18394	-1.40145	-1.1134	0.00525	0.00593
338.833	-14.0969	9.22575	-16.0543	13.9538	-16.2606	7.92878	-155	15.5347	-21.7522	6.04926	-7.1796	1.02197	-10.5158	0.495	10.412	-0.16355	-0.40028	-1.09895	1.00818	0.00661
338.836	-15.0734	9.0604	-15.017	13.7728	-16.2384	7.77873	-154	15.3456	-24.7446	5.94253	-6.17344	0.99157	-9.51856	0.47666	11.4142	-0.14067	-1.39911	-1.08698	1.01111	0.00729
338.838	-16.0499	8.89264	-13.9797	13.5944	-14.2162	7.63368	-154	15.1566	-27.7369	5.82835	-5.16728	0.96366	-9.52128	0.45831	12.4164	-0.1153	-2.39795	-1.07749	2.01404	0.01046
338.841	-15.0264	8.72741	-12.9425	13.4185	-13.1939	7.4912	-154	14.9675	-30.7293	5.70674	-2.16113	0.94324	-10.524	0.43746	12.4186	-0.08993	-3.39678	-1.07049	2.01696	0.01365
338.843	-13.0029	8.56722	-11.9052	13.2452	-11.1717	7.35373	-154	14.7785	-31.7216	5.58266	-0.15497	0.92781	-10.5267	0.41661	13.4208	-0.06206	-3.39562	-1.06349	2.01989	0.01683
338.846	-10.9793	8.41205	-11.868	13.072	-10.1495	7.21878	-155	14.5869	-32.714	5.45611	1.85119	0.91736	-11.5295	0.39327	12.423	-0.03667	-3.39445	-1.05648	3.02282	0.02252
338.848	-9.95583	8.25944	-12.8307	12.8964	-8.12729	7.08889	-156	14.3929	-33.7063	5.32709	1.85735	0.90692	-12.5322	0.36743	10.4252	-0.01625	-3.39328	-1.04947	4.02575	0.03069
338.85	-7.93232	8.11184	-13.7935	12.7184	-7.10507	6.96152	-157	14.1964	-34.6987	5.19561	0.86351	0.89402	-14.5349	0.33661	9.42734	0.00169	-4.39212	-1.04494	5.02868	0.04136
338.853	-7.90881	7.96432	-15.7562	12.5356	-6.08285	6.83672	-159	13.9949	-36.6911	5.05918	0.86967	0.88113	-15.5376	0.3033	8.42952	0.01714	-3.39095	-1.03792	5.03161	0.05204
338.855	-6.8853	7.81932	-17.7189	12.3479	-7.06064	6.70946	-160	13.791	-39.6834	4.9153	-0.12418	0.86577	-15.5403	0.26998	7.43171	0.03012	-2.38979	-1.02842	5.03453	0.06272
338.858	-4.86179	7.67938	-19.6817	12.1552	-7.03842	6.58229	-161	13.5845	-41.6758	4.76647	-1.11802	0.84794	-15.5431	0.23666	7.43389	0.0431	-1.38862	-1.01643	4.03746	0.07093
338.86	-3.83828	7.54196	-20.6444	11.9602	-8.01621	6.45267	-160	13.3805	-43.6681	4.61267	-0.11186	0.83261	-13.5458	0.2083	5.43608	0.05112	-2.38745	-1.00691	4.04039	0.07914
338.863	-3.81477	7.40462	-21.6072	11.7628	-7.99399	6.32308	-159	13.1791	-43.6605	4.45889	-0.1057	0.81729	-12.5485	0.18242	4.43826	0.05665	-1.38629	-0.99491	4.04332	0.08736
338.865	-2.79125	7.2698	-23.5699	11.5605	-9.97177	6.18861	-158	12.9801	-42.6528	4.30762	0.90046	0.80448	-9.55123	0.164	2.44045	0.05722	-1.38512	-0.98291	3.04625	0.0931
338.868	-0.76774	7.14004	-24.5326	11.3559	-10.9496	6.05168	-159	12.7786	-43.6452	4.15387	1.90662	0.79417	-7.55396	0.15054	2.44264	0.05779	-0.38396	-0.96842	2.04918	0.09636
338.87	0.25577	7.0128	-24.4954	11.1512	-11.9273	5.91234	-160	12.5746	-44.6375	3.99766	2.91278	0.78636	-5.55668	0.14205	1.44482	0.05588	-0.38279	-0.95392	2.05211	0.09963
338.873	2.27928	6.89061	-23.4581	10.9492	-12.9051	5.77056	-161	12.3682	-43.6299	3.84396	4.91893	0.78353	-4.5594	0.13603	1.44701	0.05398	0.61838	-0.93693	1.05503	0.10042
338.875	2.30279	6.76845	-23.4209	10.7473	-13.8829	5.62633	-163	12.1567	-42.6223	3.69276	5.92509	0.78322	-4.56212	0.13001	1.44919	0.05208	0.61954	-0.91995	1.05796	0.10122
338.878	2.3263	6.64638	-22.3836	10.548	-13.8607	5.48218	-163	11.9453	-40.6146	3.54656	7.93125	0.78788	-4.56485	0.12398	0.45138	0.0477	-0.37929	-0.90544	0.06089	0.09954
338.88	2.34981	6.52434	-18.3464	10.3587	-13.8385	5.33807	-163	11.7339	-40.607	3.40037	10.9374	0.80003	-5.56757	0.11546	0.45356	0.04333	-0.37813	-0.89093	0.06382	0.09786
338.883	2.37332	6.40239	-15.3091	10.1769	-13.8163	5.19403	-163	11.5225	-40.5993	3.2542	13.9436	0.81964	-6.57029	0.10445	-0.54425	0.03647	-0.37696	-0.87642	0.06675	0.0962
338.885	2.39683	6.28047	-13.2718	10.0003	-13.7941	5.05004	-162	11.3135	-39.5917	3.11054	15.9497	0.84425	-7.57302	0.09094	-1.54206	0.02714	-1.37579	-0.86439	-0.93032	0.09205
338.888	0.42034	6.15365	-12.2346	9.82615	-12.7718	4.9086	-161	11.1071	-37.584	2.97187	16.9559	0.87135	-9.57574	0.07245	-2.53988	0.01532	-2.37463	-0.85485	-0.92739	0.08791
338.89	-0.55615	6.02439	-11.1973	9.65461	-11.7496	4.7697	-159	10.9056	-36.5764	2.83571	15.962	0.89599	-11.5785	0.04899	-4.53769	-0.00146	-3.37346	-0.84779	-0.92447	0.08378
338.893	-0.53264	5.89521	-11.1601	9.48319	-10.7274	4.63331	-158	10.7066	-34.5688	2.70454	13.9682	0.91567	-12.5812	0.02303	-5.53551	-0.02073	-3.37229	-0.84073	0.07846	0.08214
338.895	-1.50913	5.76358	-10.1228	9.31433	-8.70518	4.50198	-157	10.5101	-32.5611	2.57836	12.9744	0.93288	-13.5839	-0.00542	-5.53332	-0.03999	-4.37113	-0.83615	0.08139	0.08051
338.898	-3.48562	5.62705	-10.0855	9.14559	-8.68297	4.37069	-158	10.3111	-30.5535	2.45717	11.9805	0.94761	-13.5866	-0.03388	-5.53114	-0.05924	-5.36996	-0.83405	0.08432	0.07889
338.9	-5.46211	5.48559	-11.0483	8.97443	-7.66075	4.24196	-158	10.1121	-27.5458	2.34346	10.9867	0.95988	-12.5894	-0.05986	-5.52895	-0.07849	-5.3688	-0.83195	0.08725	0.07727
338.903	-7.4386	5.33924	-12.011	8.80087	-6.63853	4.11576	-158	9.9131	-24.5382	2.23723	7.99284	0.9647	-11.5921	-0.08336	-5.52677	-0.09773	-4.36763	-0.82736	0.09018	0.07566
338.905	-10.4151	5.18546	-11.9738	8.62743	-6.61632	3.98963	-157	9.71659	-21.5305	2.13848	5.99899	0.96456	-10.5948	-0.10438	-5.52458	-0.11697	-4.36646	-0.82277	-0.9069	0.07157
338.908	-12.3916	5.02679	-11.9365	8.45406	-5.5941	3.86603	-154	9.52755	-19.5229	2.04472	4.00515	0.95947	-8.59752	-0.12044	-4.52239	-0.13371	-4.3653	-0.81818	-1.90397	0.06501
338.91	-14.3681	4.86319	-12.8992	8.27829	-4.57188	3.74495	-153	9.34098	-16.5152	1.95844	2.01131	0.94942	-7.60024	-0.13401	-4.52021	-0.15045	-3.36413	-0.81109	-3.90104	0.05347
338.913	-15.3446	4.69718	-11.862	8.10512	-3.54967	3.62644	-153	9.15442	-15.5076	1.87467	1.01747	0.93689	-6.60297	-0.14511	-1.51802	-0.15973	-2.36297	-0.80152	-4.89811	0.03946
338.915	-14.3211	4.53369	-10.8247	7.93451	-3.52745	3.50797	-152	8.97035	-15.5	1.79091	-0.97637	0.91941	-6.60569	-0.15621	0.48416	-0.16403	-0.3618	-0.78697	-5.89518	0.02297
338.918	-13.2975	4.37277	-11.7875	7.76153	-3.50524	3.38958	-150	8.79124	-14.4923	1.70966	-0.97021	0.90195	-6.60841	-0.16732	3.48635	-0.16086	1.63937	-0.76745	-4.89225	0.00898
338.92	-12.274	4.21437	-12.7502	7.58615	-1.48302	3.27619	-149	8.61462	-12.4847	1.6334	-2.96405	0.87953	-6.61114	-0.17843	6.48853	-0.15023	2.64053	-0.74544	-3.88932	-0.00253
338.923	-10.2505	4.06102	-12.7129	7.41084	0.5392	3.16786	-148	8.44049	-11.477	1.55965	-3.9579	0.85464	-6.61386	-0.18956	8.49072	-0.13462	2.6417	-0.72342	-3.8864	-0.01402
338.925	-9.22701	3.9102	-13.6757	7.23316	2.56141	3.06454	-148	8.26636	-9.46937	1.49089	-3.95174	0.82976	-4.61658	-0.19571	9.4929	-0.11652	2.64286	-0.7014	-2.88347	-0.02303
338.928	-8.2035	3.76194	-12.6384	7.05804	3.58363	2.96374	-148	8.09223	-6.46173	1.42961	-4.94558	0.80241	-2.6193	-0.1969	10.4951	-0.09592	1.64403	-0.68186	-2.88054	-0.03202
338.93	-9.17999	3.61124	-10.6012	6.88802	5.60584	2.868	-149	7.91562	-5.45409	1.37083	-5.93942	0.77259	-1.62203	-0.19561	11.4973	-0.07284	3.6452	-0.65735	-1.87761	-0.03852
338.933	-9.15648	3.46061	-8.56391	6.72304	6.62806	2.77478	-149	7.739	-6.44644	1.30959	-6.93326	0.7403	-0.62475	-0.19185	11.4995	-0.04975	4.64636	-0.63035	1.12532	-0.03756
338.935	-10.133	3.30753	-6.52666	6.56312	7.65028	2.68412	-149	7.56238	-7.4388	1.24588	-6.9271	0.70802	-1.62747	-0.19057	11.5017	-0.02665	4.64753	-0.60335	3.12825	-0.03161
338.938	-10.1095	3.15453	-4.4894	6.40829	7.67249	2.5935	-150	7.38328	-9.43115	1.17722	-4.92095	0.68074	-1.6302	-0.1893	10.5038	-0.00604	5.64869	-0.57386	5.13118	-0.02069
338.94	-9.08594	3.00406	-3.45214	6.25601	7.69471	2.50292	-150	7.20417	-9.42351	1.10858	-3.91479	0.65595	0.36708	-0.18307	12.506	0.01955	5.64986	-0.54436	7.1341	-0.00478
338.942	-6.06243	2.86112	-2.41488	6.10631	5.71693	2.40745	-150	7.02507	-8.41586	1.04244	-1.90863	0.63616	0.36436	-0.17684	14.5082	0.05012	4.65103	-0.51735	8.13703	0.01361
338.945	-3.03892	2.72573	-0.37762	5.96169	3.73914	2.30704	-150	6.84597	-5.40822	0.98378	0.09753	0.62135	2.36164	-0.16565	16.5104	0.08568	3.65219	-0.49282	8.13996	0.03202
338.947	-2.01541	2.59285	0.65964	5.81964	-0.23864	2.19677	-151	6.66438	-3.40058	0.93011	0.10369	0.60655	3.35891	-0.15197	17.5126	0.12372	4.65336	-0.4658	8.14289	0.05043
338.95	0.0081	2.46503	0.6969	5.6777	-3.21643	2.07907	-150	6.48527	-1.39293	0.88144	1.10985	0.59426	3.35619	-0.1383	15.5148	0.15679	5.65452	-0.43629	7.14582	0.06637
338.952	1.03161	2.33973	0.73416	5.53584	-4.19421	1.95897	-150	6.30617	0.61471	0.83775	2.11601	0.58447	2.35347	-0.12713	13.517	0.1849	5.65569	-0.40678	7.14875	0.08231
338.955	1.05512	2.21451	-0.22858	5.39157	-5.17199	1.83641	-151	6.12458	1.62236	0.79658	1.12216	0.57221	2.35074	-0.11596	10.5191	0.20555	6.65686	-0.37479	6.15167	0.09577
338.957	2.07863	2.09181	-0.19133	5.24742	-7.14978	1.70893	-152	5.94051	2.63	0.75791	1.12832	0.55996	2.34802	-0.10481	8.52132	0.22124	7.65802	-0.3403	4.1546	0.10427
338.96	2.10214	1.9692	-0.15407	5.10335	-8.12756	1.57903	-153	5.75394	1.63764	0.71677	2.13448	0.55022	1.3453	-0.09614	6.5235	0.23195	8.65919	-0.30332	3.15753	0.11028
338.962	1.12565	1.84413	-1.11681	4.9569	-10.1054	1.44421	-154	5.56489	0.64529	0.67316	2.14064	0.54049	0.34258	-0.08996	2.52569	0.23273	9.66035	-0.26385	2.16046	0.11382
338.965	1.14916	1.71914	-2.07955	4.80805	-9.08313	1.31194	-153	5.37833	-0.34707	0.62709	2.1468	0.53077	0.33985	-0.0838	-0.47213	0.22606	9.66152	-0.22438	2.16339	0.11737
338.967	0.17267	1.59171	-4.04229	4.6543	-6.06091	1.18718	-152	5.19426	-1.33942	0.57855	2.15296	0.52107	0.33713	-0.07764	-3.46994	0.21193	8.66269	-0.18739	2.16632	0.12092
338.97	-0.80382	1.46186	-5.00503	4.49819	-4.0387	1.06746	-151	5.01267	-1.33178	0.53003	1.15911	0.5089	0.33441	-0.07148	-6.46775	0.19035	8.66385	-0.1504	2.16925	0.12448
338.972	-2.78031	1.32709	-5.96777	4.33966	-2.01648	0.95276	-150	4.83356	-2.32414	0.47905	1.16527	0.49675	0.33169	-0.06534	-10.4656	0.15882	7.66502	-0.1159	2.17217	0.12805
338.975	-4.7568	1.18741	-5.93051	4.18121	1.00573	0.84555	-147	4.66192	-3.31649	0.42557	1.17143	0.48461	0.32896	-0.0592	-12.4634	0.12233	6.66618	-0.08388	2.1751	0.13162
338.977	-6.73329	1.04281	-5.89325	4.02288	3.02795	0.74339	-144	4.49773	-4.30885	0.36963	1.17759	0.47249	1.32624	-0.05058	-12.4612	0.08585	5.66735	-0.05434	1.17803	0.13272
338.98	-8.70978	0.89331	-4.856	3.86711	4.05017	0.64376	-142	4.33852	-6.3012	0.30874	0.18375	0.45789	2.32352	-0.03948	-12.459	0.04937	4.66852	-0.02729	0.18096	0.13134
338.982	-9.68627	0.74136	-3.81874	3.71395	6.07238	0.54918	-140	4.18428	-7.29356	0.24538	-0.81009	0.44083	3.32079	-0.0259	-11.4568	0.01538	4.66968	-2.3E-4	-1.81611	0.12499
338.985	-9.66276	0.58948	-3.78148	3.56086	7.0946	0.45713	-141	4.02755	-8.28591	0.17955	-0.80393	0.42377	3.31807	-0.01233	-8.45464	-0.01114	4.67085	0.02683	-4.81318	0.11119
338.987	-7.63925	0.44262	-4.74422	3.40536	7.11682	0.36511	-142	3.86834	-9.27827	0.11126	-1.79778	0.40425	2.31535	-0.00125	-7.45246	-0.03517	4.67202	0.0539	-7.81026	0.08994
338.99	-5.61574	0.30082	-6.70696	3.24501	6.13903	0.27069	-143	3.70664	-9.27063	0.04299	-2.79162	0.38226	0.31263	0.00485	-7.45027	-0.05919	4.67318	0.08096	-9.80733	0.06372
338.992	-3.59223	0.16402	-7.6697	3.08225	6.16125	0.1763	-145	3.53997	-7.26298	-0.0203	-2.78546	0.36029	-0.6901	0.00845	-6.44808	-0.08073	3.67435	0.10555	-12.8044	0.03005
338.995	-1.56872	0.03227	-7.63244	2.91961	5.18346	0.07951	-145	3.3733	-5.25534	-0.07859	-3.7793	0.33584	0.30718	0.01454	-4.4459	-0.09728	2.67551	0.12765	-14.8015	-0.00859
338.997	0.4548	-0.09447	-7.59518	2.75704	5.20568	-0.01725	-144	3.20911	-3.24769	-0.13188	-4.77314	0.30892	1.30446	0.02311	-3.44371	-0.11135	1.67668	0.14726	-14.7985	-0.04721
339	0.47831	-0.22112	-4.55793	2.60201	4.2279	-0.11641	-143	3.04742	-1.24005	-0.18019	-5.76698	0.27952	2.30173	0.03415	-2.44153	-0.12292	1.67785	0.16688	-11.7956	-0.07837
339.002	0.50182	-0.34774	-2.52067	2.45207	3.25011	-0.21803	-142	2.8882	1.76759	-0.22102	-6.76082	0.24766	3.29901	0.04768	-0.43934	-0.12951	-0.32099	0.18153	-9.79268	-0.10455
339.005	-0.47467	-0.47677	-0.48341	2.30718	3.27233	-0.3196	-142	2.72899	3.77524	-0.25685	-5.75467	0.2183	3.29629	0.06119	0.56284	-0.13361	-1.31982	0.1937	-6.78976	-0.12327
339.007	-0.45116	-0.60576	0.55385	2.16486	3.29454	-0.4211	-145	2.56232	4.78288	-0.29018	-4.74851	0.19145	2.29357	0.07222	1.56503	-0.13522	-4.31866	0.19841	-3.78683	-0.13452
339.01	-0.42765	-0.73467	0.59111	2.02265	3.31676	-0.52255	-146	2.39316	4.79053	-0.32349	-3.74235	0.16709	2.29084	0.08324	4.56721	-0.12937	-6.31749	0.19815	-1.7839	-0.14079
339.012	-0.40414	-0.86354	1.62837	1.883	3.33898	-0.62393	-146	2.224	3.79817	-0.35927	-2.73619	0.14523	1.28812	0.09176	5.5694	-0.12102	-8.31632	0.19292	-0.78097	-0.14456
