b	fn2	n2	n2a	fo2	o2	o2a
336.557	9.41009	-226.251	43.3909	9.42308	-179.856	38.7036
336.558	9.41006	-219.235	43.1411	9.42305	-178.848	38.511
336.559	9.41002	-214.22	42.8975	9.42301	-175.839	38.3221
336.56	9.40999	-212.205	42.6564	9.42298	-171.831	38.1382
336.562	9.40995	-211.19	42.4166	9.42294	-164.822	37.9629
336.563	9.40992	-213.175	42.1743	9.42291	-159.814	37.794
336.564	9.40989	-214.16	41.9308	9.42287	-152.805	37.6337
336.565	9.40985	-217.145	41.6836	9.42284	-145.796	37.4821
336.567	9.40982	-220.13	41.4326	9.4228	-138.788	37.3393
336.568	9.40978	-222.115	41.1792	9.42277	-133.779	37.2027
336.569	9.40975	-224.1	40.9234	9.42274	-130.771	37.0698
336.57	9.40971	-226.085	40.6651	9.4227	-130.762	36.9369
336.572	9.40968	-230.069	40.4018	9.42267	-130.754	36.8041
336.573	9.40964	-233.054	40.1348	9.42263	-133.745	36.6675
336.574	9.40961	-232.039	39.869	9.4226	-135.737	36.5284
336.575	9.40957	-229.024	39.607	9.42256	-139.728	36.3844
336.577	9.40954	-226.009	39.3488	9.42253	-144.72	36.2342
336.578	9.4095	-222.994	39.0943	9.42249	-147.711	36.0803
336.579	9.40947	-222.979	38.8398	9.42246	-149.703	35.9239
336.58	9.40943	-220.964	38.5879	9.42242	-150.694	35.7662
336.582	9.4094	-217.949	38.3396	9.42239	-151.686	35.6073
336.583	9.40936	-213.934	38.0964	9.42235	-152.677	35.4472
336.584	9.40933	-209.919	37.8582	9.42232	-154.668	35.2847
336.585	9.40929	-205.904	37.6249	9.42228	-155.66	35.1208
336.587	9.40926	-203.888	37.3942	9.42225	-151.651	34.962
336.588	9.40922	-200.873	37.1672	9.42221	-146.643	34.8094
336.589	9.40919	-197.858	36.944	9.42218	-141.634	34.663
336.59	9.40916	-197.843	36.7208	9.42214	-140.626	34.5179
336.592	9.40912	-198.828	36.4963	9.42211	-139.617	34.374
336.593	9.40909	-201.813	36.2681	9.42207	-139.609	34.2301
336.594	9.40905	-205.798	36.035	9.42204	-142.6	34.0826
336.595	9.40902	-208.783	35.7982	9.422	-145.592	33.9313
336.597	9.40898	-208.768	35.5614	9.42197	-149.583	33.775
336.598	9.40895	-208.753	35.3246	9.42193	-153.575	33.6138
336.599	9.40891	-211.738	35.0841	9.4219	-154.566	33.4513
336.6	9.40888	-214.723	34.8399	9.42187	-153.558	33.2901
336.601	9.40884	-213.707	34.597	9.42183	-152.549	33.1302
336.603	9.40881	-211.692	34.3565	9.4218	-153.54	32.969
336.604	9.40877	-207.677	34.1211	9.42176	-154.532	32.8066
336.605	9.40874	-204.662	33.8894	9.42173	-155.523	32.6429
336.606	9.4087	-201.647	33.6614	9.42169	-156.515	32.478
336.608	9.40867	-198.632	33.4372	9.42166	-157.506	32.3119
336.609	9.40863	-196.617	33.2155	9.42162	-159.498	32.1433
336.61	9.4086	-193.602	32.9976	9.42159	-159.489	31.9747
336.611	9.40856	-190.587	32.7834	9.42155	-157.481	31.8087
336.613	9.40853	-190.572	32.5692	9.42152	-154.472	31.6463
336.614	9.4085	-192.557	32.3525	9.42148	-151.464	31.4877
336.615	9.40846	-192.541	32.1359	9.42145	-146.455	31.3353
336.616	9.40843	-191.526	31.9205	9.42141	-143.447	31.1867
336.618	9.40839	-189.511	31.7077	9.42138	-141.438	31.0406
336.619	9.40836	-185.496	31.4998	9.42134	-142.429	30.8932
336.62	9.40832	-182.481	31.2956	9.42131	-143.421	30.7446
336.621	9.40829	-179.466	31.0953	9.42127	-146.412	30.5923
336.623	9.40825	-178.451	30.8961	9.42124	-149.404	30.4362
336.624	9.40822	-178.436	30.6971	9.4212	-151.395	30.2777
336.625	9.40818	-175.421	30.5017	9.42117	-153.387	30.1167
336.626	9.40815	-172.406	30.3101	9.42113	-153.378	29.9557
336.628	9.40811	-170.391	30.121	9.4211	-151.37	29.7972
336.629	9.40808	-169.376	29.9332	9.42107	-150.361	29.64
336.63	9.40804	-171.36	29.7429	9.42103	-154.353	29.4778
336.631	9.40801	-170.345	29.5538	9.421	-160.344	29.3082
336.633	9.40797	-170.33	29.3648	9.42096	-165.336	29.1323
336.634	9.40794	-173.315	29.1721	9.42093	-166.327	28.9553
336.635	9.4079	-174.3	28.9781	9.42089	-165.319	28.7794
336.636	9.40787	-175.285	28.783	9.42086	-164.31	28.6049
336.638	9.40784	-174.27	28.589	9.42082	-164.301	28.4303
336.639	9.4078	-174.255	28.3951	9.42079	-164.293	28.2557
336.64	9.40777	-172.24	28.2037	9.42075	-164.284	28.0812
336.641	9.40773	-169.225	28.0161	9.42072	-162.276	27.9092
336.643	9.4077	-166.21	27.8322	9.42068	-158.267	27.7421
336.644	9.40766	-165.195	27.6496	9.42065	-157.259	27.5763
336.645	9.40763	-166.179	27.4657	9.42061	-155.25	27.413
336.646	9.40759	-169.164	27.2781	9.42058	-151.242	27.2547
336.647	9.40756	-174.149	27.0844	9.42054	-148.233	27.1001
336.649	9.40752	-176.134	26.8881	9.42051	-146.225	26.948
336.65	9.40749	-179.119	26.6882	9.42047	-143.216	26.7996
336.651	9.40745	-179.104	26.4883	9.42044	-141.208	26.6538
336.652	9.40742	-178.089	26.2896	9.4204	-139.199	26.5104
336.654	9.40738	-176.074	26.0934	9.42037	-137.19	26.3696
336.655	9.40735	-175.059	25.8985	9.42033	-135.182	26.2312
336.656	9.40731	-172.044	25.7074	9.4203	-131.173	26.0978
336.657	9.40728	-170.029	25.5187	9.42026	-131.165	25.9645
336.659	9.40724	-170.013	25.3301	9.42023	-132.156	25.8299
336.66	9.40721	-169.998	25.1415	9.4202	-134.148	25.6928
336.661	9.40718	-171.983	24.9504	9.42016	-136.139	25.5532
336.662	9.40714	-174.968	24.7556	9.42013	-137.131	25.4125
336.664	9.40711	-176.953	24.5584	9.42009	-137.122	25.2717
336.665	9.40707	-177.938	24.3599	9.42006	-138.114	25.1297
336.666	9.40704	-180.923	24.1577	9.42002	-138.105	24.9877
336.667	9.407	-183.908	23.9518	9.41999	-139.097	24.8444
336.669	9.40697	-183.893	23.7459	9.41995	-140.088	24.7
336.67	9.40693	-181.878	23.5425	9.41992	-141.08	24.5543
336.671	9.4069	-180.863	23.3404	9.41988	-144.071	24.4049
336.672	9.40686	-179.848	23.1396	9.41985	-144.062	24.2555
336.674	9.40683	-178.832	22.94	9.41981	-142.054	24.1086
336.675	9.40679	-177.817	22.7417	9.41978	-140.045	23.9642
336.676	9.40676	-178.802	22.5421	9.41974	-138.037	23.8223
336.677	9.40672	-179.787	22.3413	9.41971	-136.028	23.6829
336.679	9.40669	-180.772	22.1393	9.41967	-137.02	23.5422
336.68	9.40665	-181.757	21.9361	9.41964	-137.011	23.4016
336.681	9.40662	-184.742	21.7292	9.4196	-137.003	23.261
336.682	9.40658	-186.727	21.5198	9.41957	-137.994	23.1191
336.684	9.40655	-186.712	21.3104	9.41953	-135.986	22.9797
336.685	9.40652	-186.697	21.101	9.4195	-130.977	22.8466
336.686	9.40648	-185.682	20.8929	9.41946	-125.969	22.7197
336.687	9.40645	-183.667	20.6873	9.41943	-122.96	22.5965
336.689	9.40641	-182.651	20.483	9.4194	-120.952	22.4759
336.69	9.40638	-181.636	20.2799	9.41936	-119.943	22.3564
336.691	9.40634	-180.621	20.0781	9.41933	-118.934	22.2383
336.692	9.40631	-179.606	19.8775	9.41929	-118.926	22.1201
336.693	9.40627	-180.591	19.6758	9.41926	-119.917	22.0007
336.695	9.40624	-182.576	19.4715	9.41922	-120.909	21.8801
336.696	9.4062	-184.561	19.2648	9.41919	-119.9	21.7608
336.697	9.40617	-184.546	19.0581	9.41915	-120.892	21.6402
336.698	9.40613	-185.531	18.8502	9.41912	-121.883	21.5183
336.7	9.4061	-186.516	18.641	9.41908	-121.875	21.3965
336.701	9.40606	-187.501	18.4307	9.41905	-121.866	21.2747
336.702	9.40603	-186.486	18.2216	9.41901	-121.858	21.1529
336.703	9.40599	-184.47	18.015	9.41898	-121.849	21.0311
336.705	9.40596	-178.455	17.8159	9.41894	-121.841	20.9094
336.706	9.40592	-173.44	17.623	9.41891	-121.832	20.7876
336.707	9.40589	-169.425	17.4351	9.41887	-123.823	20.6633
336.708	9.40586	-167.41	17.2497	9.41884	-124.815	20.5379
336.71	9.40582	-165.395	17.0668	9.4188	-124.806	20.4124
336.711	9.40579	-163.38	16.8864	9.41877	-124.798	20.287
336.712	9.40575	-164.365	16.7048	9.41873	-126.789	20.159
336.713	9.40572	-165.35	16.522	9.4187	-128.781	20.0286
336.715	9.40568	-166.335	16.3379	9.41866	-131.772	19.8945
336.716	9.40565	-166.32	16.1539	9.41863	-134.764	19.7567
336.717	9.40561	-165.304	15.9711	9.4186	-136.755	19.6164
336.718	9.40558	-164.289	15.7896	9.41856	-138.747	19.4735
336.72	9.40554	-165.274	15.6069	9.41853	-138.738	19.3308
336.721	9.40551	-164.259	15.4254	9.41849	-137.73	19.1893
336.722	9.40547	-163.244	15.2452	9.41846	-135.721	19.0502
336.723	9.40544	-162.229	15.0663	9.41842	-132.713	18.9149
336.725	9.4054	-159.214	14.891	9.41839	-127.704	18.7859
336.726	9.40537	-156.199	14.7196	9.41835	-123.695	18.6618
336.727	9.40533	-154.184	14.5506	9.41832	-119.687	18.5427
336.728	9.4053	-150.169	14.3867	9.41828	-116.678	18.4273
336.73	9.40526	-145.154	14.229	9.41825	-113.67	18.3157
336.731	9.40523	-142.139	14.075	9.41821	-113.661	18.2041
336.732	9.4052	-142.123	13.921	9.41818	-115.653	18.09
336.733	9.40516	-145.108	13.7634	9.41814	-116.644	17.9747
336.735	9.40513	-151.093	13.5983	9.41811	-116.636	17.8594
336.736	9.40509	-158.078	13.4245	9.41807	-118.627	17.7416
336.737	9.40506	-163.063	13.2445	9.41804	-120.619	17.6214
336.738	9.40502	-167.048	13.0596	9.418	-121.61	17.4999
336.739	9.40499	-166.033	12.8759	9.41797	-123.602	17.3759
336.741	9.40495	-162.018	12.6972	9.41793	-127.593	17.247
336.742	9.40492	-158.003	12.5235	9.4179	-129.585	17.1156
336.743	9.40488	-153.988	12.3548	9.41787	-131.576	16.9817
336.744	9.40485	-149.973	12.1911	9.41783	-134.567	16.8441
336.746	9.40481	-146.958	12.0311	9.4178	-136.559	16.704
336.747	9.40478	-141.942	11.8774	9.41776	-138.55	16.5615
336.748	9.40474	-137.927	11.7287	9.41773	-140.542	16.4165
336.749	9.40471	-135.912	11.5824	9.41769	-141.533	16.2702
336.751	9.40467	-135.897	11.4362	9.41766	-139.525	16.1264
336.752	9.40464	-136.882	11.2888	9.41762	-135.516	15.9877
336.753	9.40461	-136.867	11.1413	9.41759	-134.508	15.8501
336.754	9.40457	-135.852	10.9952	9.41755	-132.499	15.7151
336.756	9.40454	-135.837	10.849	9.41752	-129.491	15.5838
336.757	9.4045	-135.822	10.7029	9.41748	-126.482	15.4563
336.758	9.40447	-135.807	10.5568	9.41745	-124.474	15.3312
336.759	9.40443	-136.792	10.4095	9.41741	-124.465	15.2062
336.761	9.4044	-138.776	10.2597	9.41738	-122.457	15.0837
336.762	9.40436	-137.761	10.1112	9.41734	-119.448	14.9649
336.763	9.40433	-134.746	9.96638	9.41731	-116.439	14.8498
336.764	9.40429	-132.731	9.8241	9.41727	-116.431	14.7347
336.766	9.40426	-130.716	9.68433	9.41724	-115.422	14.621
336.767	9.40422	-128.701	9.54706	9.4172	-112.414	14.5109
336.768	9.40419	-128.686	9.40981	9.41717	-107.405	14.4071
336.769	9.40415	-128.671	9.27258	9.41714	-104.397	14.307
336.771	9.40412	-129.656	9.13412	9.4171	-103.388	14.2081
336.772	9.40408	-130.641	8.99444	9.41707	-101.38	14.1118
336.773	9.40405	-129.626	8.85603	9.41703	-98.3712	14.0192
336.774	9.40402	-126.611	8.72136	9.417	-96.3626	13.9291
336.776	9.40398	-121.595	8.59293	9.41696	-97.3541	13.8378
336.777	9.40395	-118.58	8.46824	9.41693	-99.3456	13.744
336.778	9.40391	-116.565	8.34606	9.41689	-99.337	13.6502
336.779	9.40388	-116.55	8.22389	9.41686	-96.3285	13.5601
336.781	9.40384	-116.535	8.10175	9.41682	-94.32	13.4725
336.782	9.40381	-117.52	7.97838	9.41679	-93.3114	13.3862
336.783	9.40377	-120.505	7.8513	9.41675	-91.3029	13.3024
336.784	9.40374	-124.49	7.71927	9.41672	-90.2943	13.2198
336.785	9.4037	-125.475	7.58601	9.41668	-88.2858	13.1398
336.787	9.40367	-125.46	7.45277	9.41665	-85.2773	13.0635
336.788	9.40363	-124.445	7.3208	9.41661	-83.2687	12.9896
336.789	9.4036	-122.43	7.19132	9.41658	-81.2602	12.9183
336.79	9.40356	-119.414	7.0656	9.41654	-81.2517	12.847
336.792	9.40353	-115.399	6.94487	9.41651	-83.2431	12.7732
336.793	9.40349	-113.384	6.82665	9.41647	-85.2346	12.6969
336.794	9.40346	-111.369	6.71092	9.41644	-88.2261	12.617
336.795	9.40342	-110.354	6.59646	9.41641	-89.2175	12.5357
336.797	9.40339	-110.339	6.48202	9.41637	-89.209	12.4545
336.798	9.40336	-113.324	6.36387	9.41634	-86.2005	12.3771
336.799	9.40332	-115.309	6.24325	9.4163	-82.1919	12.3046
336.8	9.40329	-116.294	6.1214	9.41627	-80.1834	12.2346
336.802	9.40325	-116.279	5.99958	9.41623	-78.1749	12.1671
336.803	9.40322	-117.264	5.87653	9.4162	-79.1663	12.0984
336.804	9.40318	-118.249	5.75226	9.41616	-79.1578	12.0297
336.805	9.40315	-118.233	5.628	9.41613	-79.1492	11.961
336.807	9.40311	-118.218	5.50377	9.41609	-78.1407	11.8935
336.808	9.40308	-117.203	5.38079	9.41606	-77.1322	11.8273
336.809	9.40304	-115.188	5.26032	9.41602	-78.1236	11.7599
336.81	9.40301	-114.173	5.14112	9.41599	-78.1151	11.6925
336.812	9.40297	-112.158	5.02442	9.41595	-75.1066	11.6288
336.813	9.40294	-108.143	4.9127	9.41592	-73.098	11.5676
336.814	9.4029	-105.128	4.80474	9.41588	-71.0895	11.5089
336.815	9.40287	-105.113	4.69679	9.41585	-70.081	11.4515
336.817	9.40283	-108.098	4.58514	9.41581	-73.0724	11.3904
336.818	9.4028	-108.083	4.47351	9.41578	-77.0639	11.3242
336.819	9.40277	-111.067	4.35816	9.41574	-82.0554	11.2519
336.82	9.40273	-114.052	4.2391	9.41571	-83.0468	11.1784
336.822	9.4027	-113.037	4.12131	9.41568	-83.0383	11.1048
336.823	9.40266	-111.022	4.00601	9.41564	-83.0298	11.0313
336.824	9.40263	-110.007	3.89199	9.41561	-84.0212	10.9566
336.825	9.40259	-108.992	3.77922	9.41557	-85.0127	10.8806
336.827	9.40256	-106.977	3.66896	9.41554	-89.0042	10.7996
336.828	9.40252	-105.962	3.55996	9.4155	-90.9956	10.7162
336.829	9.40249	-102.947	3.45471	9.41547	-92.9871	10.6303
336.83	9.40245	-96.9317	3.35693	9.41543	-94.9785	10.5419
336.831	9.40242	-92.9166	3.26415	9.4154	-95.97	10.4523
336.833	9.40238	-89.9015	3.17512	9.41536	-95.9615	10.3627
336.834	9.40235	-87.8864	3.08859	9.41533	-95.953	10.2731
336.835	9.40231	-85.8714	3.00456	9.41529	-94.9444	10.1847
336.836	9.40228	-84.8563	2.9218	9.41526	-91.9359	10.1001
336.838	9.40225	-86.8412	2.83658	9.41522	-89.9274	10.018
336.839	9.40221	-90.8261	2.7464	9.41519	-86.9188	9.93968
336.84	9.40218	-96.811	2.64877	9.41515	-83.9103	9.86506
336.841	9.40214	-101.796	2.54495	9.41512	-83.9017	9.79045
336.843	9.40211	-104.781	2.43742	9.41508	-84.8932	9.71461
336.844	9.40207	-105.766	2.32866	9.41505	-86.8847	9.63629
336.845	9.40204	-107.751	2.21744	9.41502	-89.8761	9.55425
336.846	9.402	-107.736	2.10624	9.41498	-92.8676	9.4685
336.848	9.40197	-108.721	1.99381	9.41495	-95.8591	9.37902
336.849	9.40193	-110.705	1.87891	9.41491	-99.8505	9.28458
336.85	9.4019	-109.69	1.76528	9.41488	-101.842	9.18767
336.851	9.40186	-109.675	1.65166	9.41484	-105.833	9.08579
336.853	9.40183	-108.66	1.53931	9.41481	-107.825	8.98144
336.854	9.40179	-107.645	1.42821	9.41477	-107.816	8.8771
336.855	9.40176	-105.63	1.31963	9.41474	-105.808	8.77526
336.856	9.40172	-103.615	1.21355	9.4147	-101.799	8.67839
336.858	9.40169	-101.6	1.10997	9.41467	-99.7908	8.58403
336.859	9.40165	-100.585	1.00765	9.41463	-97.7823	8.49217
336.86	9.40162	-99.5697	0.9066	9.4146	-95.7737	8.4028
336.861	9.40159	-99.5546	0.80557	9.41456	-95.7652	8.31344
336.863	9.40155	-99.5395	0.70455	9.41453	-97.7566	8.2216
336.864	9.40152	-98.5244	0.6048	9.41449	-99.7481	8.12729
336.865	9.40148	-101.509	0.50134	9.41446	-99.7396	8.03299
336.866	9.40145	-104.494	0.39416	9.41442	-99.731	7.9387
336.868	9.40141	-108.479	0.28203	9.41439	-100.723	7.84318
336.869	9.40138	-111.464	0.16619	9.41436	-102.714	7.74518
336.87	9.40134	-113.449	0.04788	9.41432	-104.705	7.64471
336.871	9.40131	-114.434	-0.07165	9.41429	-104.697	7.54425
336.873	9.40127	-112.419	-0.18868	9.41425	-105.688	7.44255
336.874	9.40124	-111.404	-0.30444	9.41422	-106.68	7.33962
336.875	9.4012	-108.389	-0.41645	9.41418	-104.671	7.23919
336.876	9.40117	-105.374	-0.52472	9.41415	-100.663	7.14374
336.877	9.40113	-104.358	-0.63173	9.41411	-96.6542	7.05328
336.879	9.4011	-102.343	-0.73623	9.41408	-93.6457	6.96656
336.88	9.40107	-99.3283	-0.83698	9.41404	-91.6372	6.88233
336.881	9.40103	-94.3132	-0.9315	9.41401	-86.6286	6.80433
336.882	9.401	-88.2981	-1.01854	9.41397	-82.6201	6.73131
336.884	9.40096	-86.283	-1.10307	9.41394	-80.6116	6.66079
336.885	9.40093	-87.2679	-1.18883	9.4139	-78.603	6.59277
336.886	9.40089	-87.2529	-1.27458	9.41387	-80.5945	6.52227
336.887	9.40086	-88.2378	-1.36154	9.41383	-81.5859	6.45054
336.889	9.40082	-88.2227	-1.44849	9.4138	-81.5774	6.37882
336.89	9.40079	-91.2076	-1.53914	9.41376	-81.5689	6.3071
336.891	9.40075	-93.1925	-1.63227	9.41373	-83.5604	6.23292
336.892	9.40072	-96.1774	-1.7291	9.41369	-86.5518	6.15501
336.894	9.40068	-102.162	-1.83338	9.41366	-87.5433	6.07588
336.895	9.40065	-105.147	-1.94137	9.41363	-89.5347	5.99426
336.896	9.40061	-106.132	-2.05058	9.41359	-91.5262	5.91017
336.897	9.40058	-107.117	-2.16102	9.41356	-91.5177	5.82609
336.899	9.40054	-108.102	-2.27268	9.41352	-88.5091	5.74576
336.9	9.40051	-108.087	-2.38432	9.41349	-83.5006	5.67164
336.901	9.40048	-108.072	-2.49594	9.41345	-77.4921	5.605
336.902	9.40044	-108.057	-2.60754	9.41342	-69.4835	5.54831
336.904	9.40041	-110.042	-2.72162	9.41338	-62.475	5.50034
336.905	9.40037	-109.027	-2.83443	9.41335	-56.4665	5.45984
336.906	9.40034	-107.012	-2.94473	9.41331	-54.4579	5.42183
336.907	9.4003	-106.996	-3.05501	9.41328	-53.4494	5.38508
336.909	9.40027	-106.981	-3.16528	9.41324	-52.4409	5.34958
336.91	9.40023	-105.966	-3.27428	9.41321	-52.4323	5.31409
336.911	9.4002	-103.951	-3.38078	9.41317	-58.4238	5.27115
336.912	9.40016	-104.936	-3.48851	9.41314	-62.4153	5.22326
336.914	9.40013	-105.921	-3.59746	9.4131	-64.4067	5.17288
336.915	9.40009	-107.906	-3.70887	9.41307	-64.3982	5.12252
336.916	9.40006	-109.891	-3.82276	9.41303	-63.3897	5.0734
336.917	9.40002	-107.876	-3.93413	9.413	-62.3811	5.02555
336.918	9.39999	-105.861	-4.04301	9.41297	-58.3726	4.98267
336.92	9.39996	-101.846	-4.14689	9.41293	-55.364	4.94354
336.921	9.39992	-97.8305	-4.24578	9.4129	-54.3555	4.90566
336.922	9.39989	-93.8154	-4.33968	9.41286	-53.347	4.86904
336.923	9.39985	-89.8003	-4.42859	9.41283	-54.3384	4.83118
336.925	9.39982	-87.7852	-4.51499	9.41279	-54.3299	4.79333
336.926	9.39978	-86.7701	-4.60013	9.41276	-55.3214	4.75425
336.927	9.39975	-88.755	-4.68774	9.41272	-58.3128	4.71145
336.928	9.39971	-90.74	-4.77781	9.41269	-62.3043	4.66369
336.93	9.39968	-93.7249	-4.8716	9.41265	-65.2958	4.61221
336.931	9.39964	-97.7098	-4.97034	9.41262	-69.2872	4.55576
336.932	9.39961	-100.695	-5.07279	9.41258	-73.2787	4.49436
336.933	9.39957	-101.68	-5.17647	9.41255	-74.2702	4.43173
336.935	9.39954	-101.665	-5.28013	9.41251	-71.2616	4.37283
336.936	9.3995	-99.6494	-5.38128	9.41248	-69.2531	4.31643
336.937	9.39947	-95.6344	-5.47744	9.41244	-69.2446	4.26004
336.938	9.39944	-93.6193	-5.57109	9.41241	-70.236	4.20242
336.94	9.3994	-94.6042	-5.66598	9.41238	-71.2275	4.14356
336.941	9.39937	-96.5891	-5.76332	9.41234	-72.219	4.08348
336.942	9.39933	-95.574	-5.85941	9.41231	-74.2104	4.02091
336.943	9.3993	-94.5589	-5.95423	9.41227	-77.2019	3.95463
336.945	9.39926	-91.5439	-6.04531	9.41224	-81.1933	3.88339
336.946	9.39923	-89.5288	-6.13388	9.4122	-84.1848	3.80843
336.947	9.39919	-88.5137	-6.22119	9.41217	-86.1763	3.73099
336.948	9.39916	-86.4986	-6.30599	9.41213	-88.1677	3.65108
336.95	9.39912	-82.4835	-6.3858	9.4121	-89.1592	3.56993
336.951	9.39909	-79.4684	-6.46187	9.41206	-91.1507	3.4863
336.952	9.39905	-79.4533	-6.53791	9.41203	-95.1421	3.39772
336.953	9.39902	-78.4382	-6.61269	9.41199	-99.1336	3.30418
336.955	9.39898	-77.4232	-6.68621	9.41196	-104.125	3.20442
336.956	9.39895	-75.4081	-6.75723	9.41192	-109.117	3.09847
336.957	9.39891	-70.393	-6.82201	9.41189	-110.108	2.99127
336.958	9.39888	-68.3779	-6.88429	9.41185	-108.099	2.88658
336.96	9.39885	-67.3628	-6.9453	9.41182	-106.091	2.78439
336.961	9.39881	-65.3477	-7.00381	9.41178	-102.082	2.68718
336.962	9.39878	-61.3327	-7.05733	9.41175	-98.0739	2.59495
336.963	9.39874	-59.3176	-7.10834	9.41172	-95.0653	2.50646
336.964	9.39871	-58.3025	-7.15809	9.41168	-93.0568	2.42046
336.966	9.39867	-55.2874	-7.20409	9.41165	-93.0483	2.33448
336.967	9.39864	-54.2723	-7.24883	9.41161	-93.0397	2.24851
336.968	9.3986	-54.2572	-7.29355	9.41158	-94.0312	2.16131
336.969	9.39857	-58.2421	-7.34323	9.41154	-96.0226	2.07163
336.971	9.39853	-62.227	-7.39786	9.41151	-99.0141	1.97823
336.972	9.3985	-66.212	-7.45744	9.41147	-101.006	1.88236
336.973	9.39846	-68.1969	-7.51949	9.41144	-104.997	1.78152
336.974	9.39843	-69.1818	-7.58277	9.4114	-110.989	1.67324
336.976	9.39839	-70.1667	-7.64727	9.41137	-116.98	1.55751
336.977	9.39836	-71.1516	-7.71299	9.41133	-121.971	1.43557
336.978	9.39833	-71.1365	-7.7787	9.4113	-123.963	1.31115
336.979	9.39829	-73.1214	-7.84687	9.41126	-121.954	1.18924
336.981	9.39826	-75.1064	-7.91751	9.41123	-119.946	1.06982
336.982	9.39822	-79.0913	-7.9931	9.41119	-115.937	0.95538
336.983	9.39819	-85.0762	-8.07614	9.41116	-110.929	0.84717
336.984	9.39815	-90.0611	-8.16538	9.41112	-105.92	0.74518
336.986	9.39812	-93.046	-8.25832	9.41109	-102.912	0.64694
336.987	9.39808	-95.0309	-8.35373	9.41106	-100.903	0.55119
336.988	9.39805	-95.0159	-8.44912	9.41102	-96.8946	0.46042
336.989	9.39801	-93.0008	-8.54201	9.41099	-92.8861	0.37464
336.991	9.39798	-89.9857	-8.63114	9.41095	-87.8776	0.29509
336.992	9.39794	-88.9706	-8.71902	9.41092	-81.869	0.22301
336.993	9.39791	-85.9555	-8.80315	9.41088	-77.8605	0.15591
336.994	9.39787	-83.9404	-8.88477	9.41085	-72.852	0.09504
336.996	9.39784	-84.9253	-8.96762	9.41081	-68.8434	0.03915
336.997	9.39781	-85.9103	-9.05169	9.41078	-65.8349	-0.013
336.998	9.39777	-84.8952	-9.1345	9.41074	-61.8263	-0.06017
336.999	9.39774	-83.8801	-9.21605	9.41071	-57.8178	-0.10236
337.001	9.3977	-81.865	-9.29509	9.41067	-53.8093	-0.13956
337.002	9.39767	-80.8499	-9.37287	9.41064	-49.8008	-0.17178
337.003	9.39763	-80.8348	-9.45063	9.4106	-48.7922	-0.20274
337.004	9.3976	-80.8197	-9.52838	9.41057	-47.7837	-0.23244
337.006	9.39756	-78.8047	-9.60362	9.41053	-46.7751	-0.2609
337.007	9.39753	-74.7896	-9.67386	9.4105	-49.7666	-0.29307
