b	fn2	n2	n2a	fo2	o2	o2a
336.032	9.42479	-2515.62	493.211	9.43779	-1158.46	287.542
336.033	9.42475	-2499.6	490.127	9.43776	-1152.45	286.139
336.035	9.42472	-2483.59	487.062	9.43773	-1148.44	284.741
336.036	9.42468	-2467.57	484.017	9.43769	-1145.43	283.347
336.037	9.42465	-2448.56	480.996	9.43766	-1138.42	281.961
336.038	9.42461	-2429.54	477.998	9.43762	-1131.42	280.584
336.04	9.42458	-2410.53	475.024	9.43759	-1124.41	279.216
336.041	9.42454	-2391.51	472.074	9.43755	-1118.4	277.856
336.042	9.42451	-2371.5	469.148	9.43752	-1112.39	276.502
336.043	9.42447	-2350.48	466.249	9.43748	-1107.38	275.155
336.045	9.42444	-2329.47	463.376	9.43745	-1102.37	273.815
336.046	9.4244	-2309.45	460.527	9.43741	-1098.36	272.479
336.047	9.42437	-2291.44	457.701	9.43738	-1092.36	271.151
336.048	9.42433	-2275.42	454.895	9.43734	-1088.35	269.827
336.05	9.4243	-2258.41	452.111	9.43731	-1083.34	268.51
336.051	9.42426	-2239.39	449.349	9.43727	-1077.33	267.201
336.052	9.42423	-2217.38	446.616	9.43724	-1070.32	265.9
336.053	9.42419	-2197.36	443.907	9.4372	-1063.31	264.608
336.054	9.42416	-2179.34	441.22	9.43717	-1057.3	263.323
336.056	9.42412	-2161.33	438.556	9.43713	-1051.3	262.046
336.057	9.42409	-2143.31	435.914	9.4371	-1045.29	260.776
336.058	9.42405	-2126.3	433.293	9.43706	-1040.28	259.512
336.059	9.42402	-2110.28	430.693	9.43703	-1037.27	258.252
336.061	9.42398	-2098.27	428.107	9.43699	-1031.26	257
336.062	9.42395	-2087.25	425.535	9.43696	-1023.25	255.758
336.063	9.42391	-2076.24	422.976	9.43692	-1014.24	254.527
336.064	9.42388	-2065.22	420.432	9.43689	-1006.24	253.305
336.066	9.42384	-2054.21	417.901	9.43685	-1000.23	252.092
336.067	9.42381	-2042.19	415.385	9.43682	-994.219	250.885
336.068	9.42377	-2029.18	412.885	9.43678	-989.21	249.685
336.069	9.42374	-2016.16	410.401	9.43675	-985.202	248.49
336.071	9.4237	-2002.15	407.935	9.43671	-983.193	247.298
336.072	9.42367	-1991.13	405.482	9.43668	-980.185	246.109
336.073	9.42363	-1981.12	403.042	9.43664	-977.176	244.924
336.074	9.4236	-1968.1	400.618	9.43661	-975.168	243.741
336.076	9.42356	-1953.09	398.213	9.43657	-973.159	242.561
336.077	9.42353	-1936.07	395.828	9.43654	-973.151	241.381
336.078	9.4235	-1919.06	393.465	9.4365	-971.142	240.203
336.079	9.42346	-1904.04	391.121	9.43647	-970.134	239.027
336.081	9.42343	-1891.03	388.793	9.43643	-968.125	237.853
336.082	9.42339	-1879.01	386.48	9.4364	-968.117	236.679
336.083	9.42336	-1869	384.179	9.43636	-967.108	235.506
336.084	9.42332	-1857.98	381.892	9.43633	-965.099	234.336
336.086	9.42329	-1848.97	379.616	9.43629	-963.091	233.169
336.087	9.42325	-1837.95	377.354	9.43626	-960.082	232.005
336.088	9.42322	-1827.94	375.104	9.43622	-956.074	230.846
336.089	9.42318	-1814.92	372.871	9.43619	-949.065	229.696
336.091	9.42315	-1802.91	370.652	9.43615	-943.057	228.553
336.092	9.42311	-1791.89	368.447	9.43612	-936.048	227.419
336.093	9.42308	-1779.88	366.257	9.43608	-931.04	226.291
336.094	9.42304	-1766.86	364.083	9.43605	-928.031	225.167
336.096	9.42301	-1754.85	361.925	9.43601	-927.023	224.045
336.097	9.42297	-1741.83	359.782	9.43598	-923.014	222.927
336.098	9.42294	-1728.82	357.655	9.43594	-918.006	221.815
336.099	9.4229	-1716.8	355.544	9.43591	-911.997	220.711
336.1	9.42287	-1704.79	353.447	9.43587	-906.988	219.613
336.102	9.42283	-1692.77	351.366	9.43584	-899.98	218.524
336.103	9.4228	-1679.76	349.3	9.43581	-892.971	217.444
336.104	9.42276	-1665.74	347.252	9.43577	-885.963	216.372
336.105	9.42273	-1651.73	345.221	9.43574	-879.954	215.308
336.107	9.42269	-1636.71	343.209	9.4357	-875.946	214.249
336.108	9.42266	-1621.7	341.216	9.43567	-872.937	213.193
336.109	9.42262	-1608.68	339.239	9.43563	-871.929	212.139
336.11	9.42259	-1596.67	337.277	9.4356	-872.92	211.083
336.112	9.42255	-1584.65	335.329	9.43556	-871.912	210.029
336.113	9.42252	-1574.64	333.395	9.43553	-867.903	208.98
336.114	9.42248	-1562.62	331.475	9.43549	-862.895	207.937
336.115	9.42245	-1550.61	329.57	9.43546	-855.886	206.903
336.117	9.42241	-1537.59	327.681	9.43542	-850.878	205.874
336.118	9.42238	-1526.58	325.806	9.43539	-842.869	204.856
336.119	9.42234	-1515.56	323.945	9.43535	-834.86	203.848
336.12	9.42231	-1503.55	322.098	9.43532	-828.852	202.847
336.122	9.42228	-1494.53	320.263	9.43528	-824.843	201.852
336.123	9.42224	-1486.52	318.438	9.43525	-822.835	200.858
336.124	9.42221	-1479.5	316.621	9.43521	-820.826	199.868
336.125	9.42217	-1473.49	314.812	9.43518	-815.818	198.883
336.127	9.42214	-1466.47	313.012	9.43514	-810.809	197.905
336.128	9.4221	-1459.45	311.22	9.43511	-804.801	196.934
336.129	9.42207	-1452.44	309.437	9.43507	-800.792	195.968
336.13	9.42203	-1443.42	307.665	9.43504	-797.784	195.006
336.132	9.422	-1435.41	305.904	9.435	-797.775	194.044
336.133	9.42196	-1426.39	304.153	9.43497	-798.767	193.081
336.134	9.42193	-1420.38	302.41	9.43493	-800.758	192.115
336.135	9.42189	-1414.36	300.675	9.4349	-799.75	191.15
336.137	9.42186	-1407.35	298.948	9.43486	-797.741	190.188
336.138	9.42182	-1401.33	297.228	9.43483	-796.732	189.228
336.139	9.42179	-1395.32	295.516	9.43479	-793.724	188.271
336.14	9.42175	-1389.3	293.812	9.43476	-789.715	187.319
336.142	9.42172	-1382.29	292.116	9.43472	-783.707	186.374
336.143	9.42168	-1372.27	290.433	9.43469	-779.698	185.434
336.144	9.42165	-1362.26	288.762	9.43465	-774.69	184.501
336.145	9.42161	-1351.24	287.105	9.43462	-769.681	183.574
336.146	9.42158	-1337.23	285.466	9.43458	-762.673	182.655
336.148	9.42154	-1325.21	283.841	9.43455	-755.664	181.746
336.149	9.42151	-1313.2	282.231	9.43451	-748.656	180.845
336.15	9.42147	-1302.18	280.635	9.43448	-744.647	179.949
336.151	9.42144	-1291.17	279.052	9.43444	-741.639	179.056
336.153	9.4214	-1281.15	277.482	9.43441	-737.63	178.169
336.154	9.42137	-1273.14	275.922	9.43437	-734.621	177.285
336.155	9.42133	-1265.12	274.372	9.43434	-731.613	176.406
336.156	9.4213	-1257.11	272.832	9.4343	-729.604	175.528
336.158	9.42126	-1248.09	271.303	9.43427	-727.596	174.653
336.159	9.42123	-1239.08	269.786	9.43423	-726.587	173.78
336.16	9.4212	-1227.06	268.283	9.4342	-724.579	172.909
336.161	9.42116	-1217.05	266.793	9.43416	-721.57	172.041
336.163	9.42113	-1208.03	265.314	9.43413	-716.562	171.18
336.164	9.42109	-1201.02	263.843	9.4341	-712.553	170.324
336.165	9.42106	-1197	262.378	9.43406	-711.545	169.469
336.166	9.42102	-1193.99	260.916	9.43403	-709.536	168.617
336.168	9.42099	-1190.97	259.459	9.43399	-705.528	167.769
336.169	9.42095	-1186.96	258.006	9.43396	-698.519	166.931
336.17	9.42092	-1183.94	256.557	9.43392	-692.511	166.1
336.171	9.42088	-1178.93	255.114	9.43389	-686.502	165.276
336.173	9.42085	-1173.91	253.677	9.43385	-677.493	164.463
336.174	9.42081	-1166.9	252.249	9.43382	-669.485	163.661
336.175	9.42078	-1157.88	250.832	9.43378	-663.476	162.866
336.176	9.42074	-1146.87	249.429	9.43375	-658.468	162.077
336.178	9.42071	-1134.85	248.041	9.43371	-654.459	161.293
336.179	9.42067	-1124.84	246.666	9.43368	-652.451	160.511
336.18	9.42064	-1114.82	245.303	9.43364	-649.442	159.734
336.181	9.4206	-1105.81	243.951	9.43361	-646.434	158.96
336.183	9.42057	-1096.79	242.61	9.43357	-644.425	158.188
336.184	9.42053	-1090.78	241.276	9.43354	-641.417	157.421
336.185	9.4205	-1087.76	239.947	9.4335	-637.408	156.658
336.186	9.42046	-1083.75	238.622	9.43347	-633.4	155.9
336.188	9.42043	-1078.73	237.304	9.43343	-629.391	155.147
336.189	9.42039	-1074.72	235.991	9.4334	-627.383	154.397
336.19	9.42036	-1072.7	234.68	9.43336	-623.374	153.652
336.191	9.42032	-1068.69	233.374	9.43333	-616.365	152.915
336.192	9.42029	-1062.67	232.076	9.43329	-611.357	152.185
336.194	9.42025	-1056.66	230.785	9.43326	-606.348	151.461
336.195	9.42022	-1049.64	229.503	9.43322	-604.34	150.739
336.196	9.42018	-1044.63	228.227	9.43319	-602.331	150.02
336.197	9.42015	-1040.61	226.956	9.43315	-598.323	149.306
336.199	9.42012	-1036.6	225.69	9.43312	-594.314	148.597
336.2	9.42008	-1034.58	224.426	9.43308	-590.306	147.893
336.201	9.42005	-1030.56	223.168	9.43305	-586.297	147.194
336.202	9.42001	-1023.55	221.918	9.43301	-581.289	146.501
336.204	9.41998	-1015.53	220.679	9.43298	-577.28	145.813
336.205	9.41994	-1008.52	219.447	9.43294	-573.272	145.13
336.206	9.41991	-1000.5	218.226	9.43291	-569.263	144.452
336.207	9.41987	-993.49	217.014	9.43287	-567.255	143.776
336.209	9.41984	-988.474	215.808	9.43284	-565.246	143.103
336.21	9.4198	-984.459	214.607	9.4328	-561.237	142.435
336.211	9.41977	-980.444	213.411	9.43277	-555.229	141.775
336.212	9.41973	-975.429	212.221	9.43273	-551.22	141.119
336.214	9.4197	-969.414	211.038	9.4327	-547.212	140.468
336.215	9.41966	-964.399	209.862	9.43267	-544.203	139.822
336.216	9.41963	-958.384	208.694	9.43263	-541.195	139.178
336.217	9.41959	-950.369	207.535	9.4326	-540.186	138.537
336.219	9.41956	-943.354	206.385	9.43256	-540.178	137.895
336.22	9.41952	-934.339	205.246	9.43253	-541.169	137.252
336.221	9.41949	-927.324	204.116	9.43249	-545.161	136.604
336.222	9.41945	-921.309	202.993	9.43246	-550.152	135.949
336.224	9.41942	-917.293	201.876	9.43242	-554.144	135.29
336.225	9.41938	-910.278	200.767	9.43239	-556.135	134.629
336.226	9.41935	-903.263	199.667	9.43235	-557.126	133.966
336.227	9.41931	-898.248	198.573	9.43232	-556.118	133.304
336.229	9.41928	-894.233	197.484	9.43228	-555.109	132.644
336.23	9.41924	-890.218	196.4	9.43225	-553.101	131.986
336.231	9.41921	-884.203	195.323	9.43221	-550.092	131.332
336.232	9.41917	-878.188	194.254	9.43218	-546.084	130.682
336.234	9.41914	-872.173	193.193	9.43214	-543.075	130.037
336.235	9.41911	-865.158	192.14	9.43211	-539.067	129.396
336.236	9.41907	-856.143	191.098	9.43207	-537.058	128.758
336.237	9.41904	-849.128	190.065	9.43204	-533.05	128.125
336.238	9.419	-845.112	189.037	9.432	-528.041	127.499
336.24	9.41897	-841.097	188.015	9.43197	-525.033	126.876
336.241	9.41893	-834.082	187	9.43193	-521.024	126.258
336.242	9.4189	-828.067	185.994	9.4319	-514.015	125.648
336.243	9.41886	-823.052	184.993	9.43186	-507.007	125.048
336.245	9.41883	-818.037	183.999	9.43183	-496.998	124.46
336.246	9.41879	-814.022	183.01	9.43179	-485.99	123.885
336.247	9.41876	-810.007	182.025	9.43176	-475.981	123.323
336.248	9.41872	-804.992	181.047	9.43172	-468.973	122.77
336.25	9.41869	-801.977	180.073	9.43169	-463.964	122.223
336.251	9.41865	-797.962	179.104	9.43165	-459.956	121.681
336.252	9.41862	-794.946	178.138	9.43162	-456.947	121.142
336.253	9.41858	-793.931	177.174	9.43158	-454.939	120.606
336.255	9.41855	-792.916	176.211	9.43155	-453.93	120.072
336.256	9.41851	-789.901	175.252	9.43151	-454.922	119.536
336.257	9.41848	-783.886	174.3	9.43148	-455.913	118.999
336.258	9.41844	-776.871	173.357	9.43144	-454.905	118.463
336.26	9.41841	-770.856	172.421	9.43141	-453.896	117.928
336.261	9.41837	-764.841	171.493	9.43137	-451.887	117.396
336.262	9.41834	-758.826	170.573	9.43134	-448.879	116.868
336.263	9.4183	-754.811	169.657	9.4313	-443.87	116.346
336.265	9.41827	-756.796	168.739	9.43127	-436.862	115.832
336.266	9.41823	-762.781	167.813	9.43124	-431.853	115.325
336.267	9.4182	-767.765	166.882	9.4312	-428.845	114.822
336.268	9.41816	-772.75	165.944	9.43117	-426.836	114.321
336.27	9.41813	-775.735	165.002	9.43113	-427.828	113.819
336.271	9.4181	-775.72	164.06	9.4311	-431.819	113.312
336.272	9.41806	-773.705	163.121	9.43106	-435.811	112.799
336.273	9.41803	-770.69	162.186	9.43103	-439.802	112.282
336.275	9.41799	-764.675	161.258	9.43099	-443.794	111.76
336.276	9.41796	-757.66	160.339	9.43096	-443.785	111.238
336.277	9.41792	-750.645	159.428	9.43092	-439.777	110.721
336.278	9.41789	-742.63	158.528	9.43089	-436.768	110.208
336.28	9.41785	-732.615	157.64	9.43085	-433.759	109.699
336.281	9.41782	-723.599	156.763	9.43082	-431.751	109.191
336.282	9.41778	-718.584	155.892	9.43078	-426.742	108.691
336.283	9.41775	-714.569	155.027	9.43075	-420.734	108.197
336.284	9.41771	-712.554	154.164	9.43071	-415.725	107.71
336.286	9.41768	-711.539	153.302	9.43068	-410.717	107.229
336.287	9.41764	-710.524	152.441	9.43064	-403.708	106.757
336.288	9.41761	-707.509	151.585	9.43061	-395.7	106.295
336.289	9.41757	-704.494	150.731	9.43057	-385.691	105.845
336.291	9.41754	-702.479	149.881	9.43054	-377.683	105.405
336.292	9.4175	-701.464	149.032	9.4305	-371.674	104.973
336.293	9.41747	-701.449	148.182	9.43047	-368.666	104.544
336.294	9.41743	-700.434	147.334	9.43043	-366.657	104.118
336.296	9.4174	-699.418	146.488	9.4304	-366.649	103.692
336.297	9.41736	-697.403	145.643	9.43036	-365.64	103.267
336.298	9.41733	-695.388	144.801	9.43033	-365.631	102.842
336.299	9.41729	-692.373	143.963	9.43029	-365.623	102.417
336.301	9.41726	-689.358	143.129	9.43026	-367.614	101.99
336.302	9.41723	-685.343	142.3	9.43022	-371.606	101.558
336.303	9.41719	-680.328	141.477	9.43019	-373.597	101.123
336.304	9.41716	-676.313	140.659	9.43015	-373.589	100.688
336.306	9.41712	-674.298	139.843	9.43012	-371.58	100.256
336.307	9.41709	-671.283	139.032	9.43008	-369.572	99.8264
336.308	9.41705	-665.268	138.227	9.43005	-368.563	99.3979
336.309	9.41702	-656.253	137.434	9.43002	-368.555	98.9694
336.311	9.41698	-647.237	136.652	9.42998	-369.546	98.5397
336.312	9.41695	-640.222	135.879	9.42995	-371.538	98.1075
336.313	9.41691	-633.207	135.115	9.42991	-374.529	97.6716
336.314	9.41688	-629.192	134.355	9.42988	-378.521	97.2307
336.316	9.41684	-625.177	133.601	9.42984	-382.512	96.7849
336.317	9.41681	-623.162	132.849	9.42981	-385.503	96.3353
336.318	9.41677	-621.147	132.099	9.42977	-388.495	95.8821
336.319	9.41674	-618.132	131.353	9.42974	-390.486	95.4263
336.321	9.4167	-613.117	130.614	9.4297	-391.478	94.9693
336.322	9.41667	-607.102	129.882	9.42967	-392.469	94.5111
336.323	9.41663	-605.087	129.152	9.42963	-392.461	94.0529
336.324	9.4166	-603.071	128.425	9.4296	-389.452	93.5984
336.326	9.41656	-600.056	127.702	9.42956	-386.444	93.1477
336.327	9.41653	-596.041	126.984	9.42953	-382.435	92.702
336.328	9.41649	-592.026	126.271	9.42949	-376.427	92.2637
336.329	9.41646	-589.011	125.561	9.42946	-368.418	91.8354
336.33	9.41642	-586.996	124.854	9.42942	-361.41	91.4158
336.332	9.41639	-584.981	124.15	9.42939	-355.401	91.0036
336.333	9.41635	-581.966	123.449	9.42935	-352.392	90.5953
336.334	9.41632	-579.951	122.751	9.42932	-351.384	90.1881
336.335	9.41629	-577.936	122.055	9.42928	-349.375	89.7835
336.337	9.41625	-575.921	121.362	9.42925	-348.367	89.3801
336.338	9.41622	-572.906	120.672	9.42921	-349.358	88.9755
336.339	9.41618	-568.89	119.988	9.42918	-349.35	88.5709
336.34	9.41615	-564.875	119.308	9.42914	-348.341	88.1675
336.342	9.41611	-557.86	118.637	9.42911	-347.333	87.7654
336.343	9.41608	-550.845	117.975	9.42907	-347.324	87.3633
336.344	9.41604	-545.83	117.32	9.42904	-346.316	86.9625
336.345	9.41601	-540.815	116.67	9.429	-345.307	86.5629
336.347	9.41597	-536.8	116.025	9.42897	-347.299	86.1608
336.348	9.41594	-533.785	115.384	9.42893	-347.29	85.7588
336.349	9.4159	-530.77	114.747	9.4289	-347.282	85.3568
336.35	9.41587	-526.755	114.115	9.42886	-345.273	84.9572
336.352	9.41583	-522.74	113.488	9.42883	-344.264	84.5589
336.353	9.4158	-516.725	112.868	9.4288	-343.256	84.1619
336.354	9.41576	-509.709	112.258	9.42876	-341.247	83.7674
336.355	9.41573	-505.694	111.652	9.42873	-339.239	83.3753
336.357	9.41569	-504.679	111.047	9.42869	-338.23	82.9845
336.358	9.41566	-504.664	110.442	9.42866	-339.222	82.5925
336.359	9.41562	-505.649	109.836	9.42862	-338.213	82.2018
336.36	9.41559	-504.634	109.232	9.42859	-337.205	81.8122
336.362	9.41555	-505.619	108.626	9.42855	-335.196	81.4252
336.363	9.41552	-507.604	108.018	9.42852	-334.188	81.0395
336.364	9.41548	-511.589	107.404	9.42848	-333.179	80.655
336.365	9.41545	-511.574	106.791	9.42845	-333.171	80.2705
336.367	9.41542	-509.559	106.18	9.42841	-333.162	79.886
336.368	9.41538	-505.544	105.575	9.42838	-334.154	79.5003
336.369	9.41535	-502.528	104.973	9.42834	-338.145	79.1096
336.37	9.41531	-497.513	104.377	9.42831	-338.136	78.7189
336.372	9.41528	-493.498	103.786	9.42827	-336.128	78.3307
336.373	9.41524	-489.483	103.2	9.42824	-332.119	77.9476
336.374	9.41521	-488.468	102.616	9.4282	-329.111	77.5681
336.375	9.41517	-491.453	102.028	9.42817	-326.102	77.1924
336.376	9.41514	-494.438	101.436	9.42813	-323.094	76.8204
336.378	9.4151	-496.423	100.841	9.4281	-320.085	76.4522
336.379	9.41507	-498.408	100.244	9.42806	-315.077	76.0902
336.38	9.41503	-499.393	99.6462	9.42803	-312.068	75.7319
336.381	9.415	-499.378	99.0481	9.42799	-310.06	75.3762
336.383	9.41496	-497.362	98.4525	9.42796	-308.051	75.0229
336.384	9.41493	-493.347	97.8619	9.42792	-306.043	74.6721
336.385	9.41489	-487.332	97.2788	9.42789	-304.034	74.3239
336.386	9.41486	-481.317	96.7032	9.42785	-303.025	73.9768
336.388	9.41482	-474.302	96.1363	9.42782	-302.017	73.6311
336.389	9.41479	-468.287	95.5768	9.42778	-302.008	73.2853
336.39	9.41475	-463.272	95.0236	9.42775	-303	72.9383
336.391	9.41472	-457.257	94.4779	9.42772	-303.991	72.5901
336.393	9.41468	-453.242	93.9372	9.42768	-303.983	72.2419
336.394	9.41465	-447.227	93.4039	9.42765	-303.974	71.8937
336.395	9.41461	-441.212	92.8782	9.42761	-303.966	71.5455
336.396	9.41458	-436.197	92.3586	9.42758	-304.957	71.1961
336.398	9.41455	-432.181	91.8441	9.42754	-305.949	70.8454
336.399	9.41451	-425.166	91.3383	9.42751	-305.94	70.4948
336.4	9.41448	-417.151	90.8424	9.42747	-304.932	70.1454
336.401	9.41444	-411.136	90.354	9.42744	-299.923	69.8023
336.403	9.41441	-407.121	89.8706	9.4274	-294.915	69.4653
336.404	9.41437	-406.106	89.3885	9.42737	-290.906	69.1333
336.405	9.41434	-404.091	88.9089	9.42733	-284.897	68.8089
336.406	9.4143	-401.076	88.433	9.4273	-279.889	68.4906
336.408	9.41427	-395.061	87.9646	9.42726	-275.88	68.1774
336.409	9.41423	-392.046	87.4999	9.42723	-272.872	67.8678
336.41	9.4142	-393.031	87.0341	9.42719	-270.863	67.5608
336.411	9.41416	-395.015	86.5657	9.42716	-268.855	67.2562
336.413	9.41413	-399	86.0924	9.42712	-265.846	66.9554
336.414	9.41409	-400.985	85.6167	9.42709	-263.838	66.6571
336.415	9.41406	-400.97	85.1409	9.42705	-263.829	66.3588
336.416	9.41402	-396.955	84.6702	9.42702	-264.821	66.0593
336.418	9.41399	-395.94	84.2007	9.42698	-267.812	65.7561
336.419	9.41395	-392.925	83.7349	9.42695	-267.804	65.4528
336.42	9.41392	-389.91	83.2729	9.42691	-269.795	65.1471
336.421	9.41388	-388.895	82.8122	9.42688	-268.786	64.8427
336.422	9.41385	-385.88	82.3552	9.42684	-267.778	64.5395
336.424	9.41381	-383.865	81.9007	9.42681	-266.769	64.2375
336.425	9.41378	-382.85	81.4475	9.42677	-266.761	63.9356
336.426	9.41375	-381.834	80.9955	9.42674	-268.752	63.6312
336.427	9.41371	-379.819	80.5461	9.4267	-272.744	63.3218
336.429	9.41368	-375.804	80.1016	9.42667	-277.735	63.0062
336.43	9.41364	-372.789	79.6609	9.42664	-280.727	62.6869
336.431	9.41361	-370.774	79.2227	9.4266	-284.718	62.3627
336.432	9.41357	-368.759	78.787	9.42657	-287.71	62.0347
336.434	9.41354	-365.744	78.3551	9.42653	-284.701	61.7105
336.435	9.4135	-363.729	77.9256	9.4265	-278.693	61.3937
336.436	9.41347	-361.714	77.4987	9.42646	-273.684	61.0831
336.437	9.41343	-360.699	77.073	9.42643	-270.676	60.7763
336.439	9.4134	-358.684	76.6498	9.42639	-266.667	60.4745
336.44	9.41336	-358.669	76.2266	9.42636	-262.658	60.1777
336.441	9.41333	-358.653	75.8035	9.42632	-257.65	59.8871
336.442	9.41329	-358.638	75.3804	9.42629	-251.641	59.6039
336.444	9.41326	-359.623	74.956	9.42625	-249.633	59.3233
336.445	9.41322	-361.608	74.5292	9.42622	-249.624	59.0427
336.446	9.41319	-363.593	74.1	9.42618	-248.616	58.7633
336.447	9.41315	-364.578	73.6694	9.42615	-246.607	58.4864
336.449	9.41312	-366.563	73.2365	9.42611	-244.599	58.212
336.45	9.41308	-369.548	72.7998	9.42608	-240.59	57.9426
336.451	9.41305	-373.533	72.3581	9.42604	-236.582	57.6782
336.452	9.41301	-375.518	71.9141	9.42601	-232.573	57.4187
336.454	9.41298	-375.503	71.47	9.42597	-231.565	57.1606
336.455	9.41294	-373.488	71.0284	9.42594	-233.556	56.8999
336.456	9.41291	-369.472	70.5918	9.4259	-235.548	56.6368
336.457	9.41288	-364.457	70.1614	9.42587	-239.539	56.3687
336.459	9.41284	-357.442	69.7398	9.42583	-244.53	56.0944
336.46	9.41281	-351.427	69.3256	9.4258	-247.522	55.8164
336.461	9.41277	-344.412	68.9202	9.42576	-249.513	55.5359
336.462	9.41274	-336.397	68.5247	9.42573	-249.505	55.2554
336.464	9.4127	-331.382	68.1355	9.42569	-247.496	54.9774
336.465	9.41267	-327.367	67.7513	9.42566	-246.488	54.7007
336.466	9.41263	-323.352	67.372	9.42563	-248.479	54.4215
336.467	9.4126	-319.337	66.9977	9.42559	-250.471	54.1398
336.468	9.41256	-316.322	66.6272	9.42556	-252.462	53.8556
336.47	9.41253	-315.306	66.258	9.42552	-254.454	53.569
336.471	9.41249	-314.291	65.89	9.42549	-253.445	53.2836
336.472	9.41246	-316.276	65.5195	9.42545	-252.437	52.9995
336.473	9.41242	-318.261	65.1466	9.42542	-250.428	52.7178
336.475	9.41239	-321.246	64.77	9.42538	-248.42	52.4387
336.476	9.41235	-323.231	64.3909	9.42535	-245.411	52.1633
336.477	9.41232	-323.216	64.0118	9.42531	-242.402	51.8916
336.478	9.41228	-323.201	63.6327	9.42528	-241.394	51.6212
336.48	9.41225	-323.186	63.2537	9.42524	-239.385	51.3533
336.481	9.41221	-324.171	62.8734	9.42521	-239.377	51.0854
336.482	9.41218	-324.156	62.4932	9.42517	-238.368	50.8188
336.483	9.41215	-323.141	62.1142	9.42514	-235.36	50.5559
336.485	9.41211	-320.125	61.7389	9.4251	-231.351	50.298
336.486	9.41208	-317.11	61.3674	9.42507	-227.343	50.0451
336.487	9.41204	-315.095	60.9984	9.42503	-225.334	49.7946
336.488	9.41201	-313.08	60.632	9.425	-220.326	49.5504
336.49	9.41197	-310.065	60.2692	9.42496	-217.317	49.3099
336.491	9.41194	-306.05	59.9115	9.42493	-214.309	49.0732
336.492	9.4119	-302.035	59.5587	9.42489	-213.3	48.8377
336.493	9.41187	-300.02	59.2085	9.42486	-210.291	48.606
336.495	9.41183	-298.005	58.8607	9.42482	-203.283	48.383
336.496	9.4118	-295.99	58.5155	9.42479	-199.274	48.1649
336.497	9.41176	-293.975	58.1728	9.42475	-197.266	47.9494
336.498	9.41173	-293.96	57.8301	9.42472	-197.257	47.7339
336.5	9.41169	-293.944	57.4874	9.42468	-196.249	47.5196
336.501	9.41166	-296.929	57.1409	9.42465	-192.24	47.3103
336.502	9.41162	-297.914	56.7933	9.42462	-188.232	47.106
336.503	9.41159	-300.899	56.442	9.42458	-186.223	46.9042
336.505	9.41155	-305.884	56.0844	9.42455	-185.215	46.7036
336.506	9.41152	-306.869	55.7257	9.42451	-185.206	46.5031
336.507	9.41148	-305.854	55.3682	9.42448	-185.198	46.3025
336.508	9.41145	-302.839	55.0144	9.42444	-185.189	46.102
336.51	9.41141	-299.824	54.6644	9.42441	-187.181	45.899
336.511	9.41138	-295.809	54.3194	9.42437	-190.172	45.6923
336.512	9.41135	-292.794	53.9781	9.42434	-192.163	45.4831
336.513	9.41131	-287.779	53.6431	9.4243	-194.155	45.2714
336.514	9.41128	-283.763	53.3131	9.42427	-195.146	45.0585
336.516	9.41124	-280.748	52.9868	9.42423	-195.138	44.8456
336.517	9.41121	-275.733	52.6667	9.4242	-195.129	44.6327
336.518	9.41117	-270.718	52.3529	9.42416	-196.121	44.4186
336.519	9.41114	-264.703	52.0466	9.42413	-195.112	44.2057
336.521	9.4111	-260.688	51.7452	9.42409	-193.104	43.9954
336.522	9.41107	-256.673	51.4489	9.42406	-192.095	43.7862
336.523	9.41103	-253.658	51.1563	9.42402	-189.087	43.5809
336.524	9.411	-250.643	50.8674	9.42399	-187.078	43.378
336.526	9.41096	-248.628	50.581	9.42395	-185.07	43.1776
336.527	9.41093	-247.613	50.2959	9.42392	-182.061	42.981
336.528	9.41089	-246.597	50.0121	9.42388	-176.053	42.7918
336.529	9.41086	-244.582	49.7308	9.42385	-170.044	42.6101
336.531	9.41082	-244.567	49.4495	9.42381	-167.035	42.4321
336.532	9.41079	-245.552	49.1669	9.42378	-161.027	42.2616
336.533	9.41075	-247.537	48.8819	9.42374	-155.018	42.0986
336.534	9.41072	-247.522	48.5969	9.42371	-151.01	41.9406
336.536	9.41068	-245.507	48.3145	9.42368	-149.001	41.785
336.537	9.41065	-243.492	48.0345	9.42364	-147.993	41.6307
336.538	9.41062	-244.477	47.7533	9.42361	-147.984	41.4765
336.539	9.41058	-246.462	47.4696	9.42357	-148.976	41.321
336.541	9.41055	-251.447	47.1798	9.42354	-151.967	41.1617
336.542	9.41051	-255.432	46.885	9.4235	-154.959	40.9988
336.543	9.41048	-260.416	46.5839	9.42347	-159.95	40.8296
336.544	9.41044	-264.401	46.278	9.42343	-162.942	40.6568
336.546	9.41041	-268.386	45.967	9.4234	-165.933	40.4802
336.547	9.41037	-267.371	45.6574	9.42336	-171.924	40.2961
336.548	9.41034	-265.356	45.3502	9.42333	-178.916	40.1034
336.549	9.4103	-261.341	45.0481	9.42329	-183.907	39.9045
336.551	9.41027	-255.326	44.7534	9.42326	-186.899	39.7018
336.552	9.41023	-249.311	44.4662	9.42322	-187.89	39.4979
336.553	9.4102	-243.296	44.1865	9.42319	-186.882	39.2953
336.554	9.41016	-237.281	43.9142	9.42315	-184.873	39.0952
336.555	9.41013	-231.266	43.6494	9.42312	-182.865	38.8975
