b	fcucl2	cucl2	cucl2a	fcuso4	cuso4	cuso4a
270.04	11.7318	13.1663	78.3474	11.7403	83.168	490.254
270.065	11.7307	12.1709	78.7299	11.7392	83.1902	492.477
270.089	11.7297	11.1754	79.0881	11.7382	83.2124	494.701
270.114	11.7286	9.17991	79.3974	11.7371	83.2346	496.925
270.138	11.7276	8.18444	79.6825	11.736	83.2567	499.15
270.163	11.7265	6.18897	79.9187	11.735	84.2789	501.399
270.187	11.7254	5.1935	80.1306	11.7339	85.3011	503.674
270.212	11.7244	5.19803	80.3426	11.7328	85.3233	505.949
270.236	11.7233	6.20256	80.5792	11.7318	86.3455	508.25
270.26	11.7223	8.20709	80.8648	11.7307	87.3677	510.575
270.285	11.7212	9.21162	81.175	11.7297	90.3899	512.974
270.309	11.7201	11.2162	81.5341	11.7286	93.4121	515.447
270.334	11.7191	13.2207	81.9423	11.7275	95.4343	517.97
270.358	11.718	13.2252	82.3506	11.7265	96.4565	520.517
270.383	11.717	14.2297	82.7834	11.7254	96.4787	523.065
270.407	11.7159	16.2343	83.2652	11.7244	96.5009	525.614
270.432	11.7148	17.2388	83.7716	11.7233	96.523	528.163
270.456	11.7138	19.2433	84.3271	11.7222	96.5452	530.712
270.48	11.7127	21.2479	84.9315	11.7212	95.5674	533.238
270.505	11.7117	22.2524	85.5605	11.7201	96.5896	535.789
270.529	11.7106	24.2569	86.2385	11.7191	96.6118	538.34
270.554	11.7095	25.2615	86.941	11.718	95.634	540.867
270.578	11.7085	26.266	87.6681	11.7169	96.6562	543.42
270.603	11.7074	27.2705	88.4198	11.7159	97.6784	545.997
270.627	11.7064	26.275	89.1471	11.7148	97.7006	548.575
270.652	11.7053	25.2796	89.8501	11.7138	97.7228	551.153
270.676	11.7043	23.2841	90.5043	11.7127	97.745	553.732
270.701	11.7032	20.2886	91.0853	11.7116	95.7672	556.263
270.725	11.7021	17.2932	91.5931	11.7106	92.7893	558.721
270.749	11.7011	14.2977	92.0275	11.7095	90.8115	561.13
270.774	11.7	12.3022	92.4133	11.7085	88.8337	563.491
270.798	11.699	13.3067	92.8235	11.7074	87.8559	565.829
270.823	11.6979	13.3113	93.2339	11.7064	87.8781	568.166
270.847	11.6969	14.3158	93.6689	11.7053	89.9003	570.554
270.872	11.6958	16.3203	94.1528	11.7042	93.9225	573.039
270.896	11.6948	17.3249	94.6613	11.7032	97.9447	575.623
270.921	11.6937	18.3294	95.1944	11.7021	103.967	578.354
270.945	11.6926	19.3339	95.752	11.7011	109.989	581.232
270.969	11.6916	20.3385	96.3342	11.7	114.011	584.209
270.994	11.6905	23.343	96.9898	11.699	117.033	587.26
271.018	11.6895	25.3475	97.6945	11.6979	119.056	590.359
271.043	11.6884	27.352	98.4482	11.6969	120.078	593.484
271.067	11.6874	27.3566	99.2019	11.6958	118.1	596.561
271.092	11.6863	26.3611	99.9314	11.6947	115.122	599.565
271.116	11.6853	24.3656	100.612	11.6937	112.144	602.496
271.141	11.6842	22.3702	101.244	11.6926	110.167	605.379
271.165	11.6832	21.3747	101.851	11.6916	109.189	608.237
271.19	11.6821	21.3792	102.459	11.6905	108.211	611.072
271.214	11.681	22.3838	103.091	11.6895	109.233	613.932
271.238	11.68	23.3883	103.748	11.6884	110.255	616.817
271.263	11.6789	23.3928	104.405	11.6874	111.278	619.727
271.287	11.6779	24.3973	105.086	11.6863	112.3	622.662
271.312	11.6768	23.4019	105.743	11.6853	113.322	625.621
271.336	11.6758	22.4064	106.376	11.6842	115.344	628.631
271.361	11.6747	20.4109	106.96	11.6832	118.366	631.714
271.385	11.6737	20.4155	107.544	11.6821	119.389	634.822
271.41	11.6726	21.42	108.153	11.6811	121.411	637.979
271.434	11.6716	22.4245	108.786	11.68	123.433	641.186
271.458	11.6705	24.4291	109.468	11.6789	125.455	644.443
271.483	11.6695	26.4336	110.199	11.6779	125.477	647.7
271.507	11.6684	28.4381	110.98	11.6768	125.499	650.958
271.532	11.6674	29.4427	111.784	11.6758	126.522	654.24
271.556	11.6663	30.4472	112.614	11.6747	128.544	657.572
271.581	11.6653	32.4517	113.492	11.6737	129.566	660.929
271.605	11.6642	34.4562	114.419	11.6726	130.588	664.311
271.63	11.6632	36.4608	115.396	11.6716	129.61	667.669
271.654	11.6621	38.4653	116.421	11.6705	128.633	671.003
271.678	11.6611	38.4698	117.447	11.6695	128.655	674.338
271.703	11.66	36.4744	118.423	11.6684	128.677	677.673
271.727	11.659	33.4789	119.327	11.6674	127.699	680.984
271.752	11.6579	30.4834	120.157	11.6663	126.721	684.272
271.776	11.6569	28.488	120.939	11.6653	125.744	687.535
271.801	11.6558	26.4925	121.671	11.6642	124.766	690.775
271.825	11.6548	24.497	122.355	11.6632	123.788	693.991
271.85	11.6537	22.5015	122.99	11.6621	123.81	697.207
271.874	11.6527	21.5061	123.601	11.6611	124.832	700.448
271.899	11.6516	20.5106	124.187	11.66	126.855	703.739
271.923	11.6506	18.5151	124.725	11.659	128.877	707.079
271.947	11.6495	17.5197	125.238	11.658	129.899	710.444
271.972	11.6485	17.5242	125.752	11.6569	130.921	713.834
271.996	11.6474	17.5287	126.265	11.6559	130.943	717.225
272.021	11.6464	17.5332	126.779	11.6548	131.966	720.64
272.045	11.6454	18.5378	127.317	11.6538	132.988	724.081
272.07	11.6443	18.5423	127.855	11.6527	136.01	727.596
272.094	11.6433	17.5468	128.369	11.6517	140.032	731.208
272.119	11.6422	16.5514	128.859	11.6506	143.054	734.895
272.143	11.6412	14.5559	129.299	11.6496	145.076	738.631
272.167	11.6401	14.5604	129.74	11.6485	146.099	742.393
272.192	11.6391	14.565	130.181	11.6475	147.121	746.179
272.216	11.638	15.5695	130.647	11.6464	148.143	749.99
272.241	11.637	16.574	131.137	11.6454	147.165	753.777
272.265	11.6359	15.5786	131.603	11.6443	146.187	757.54
272.29	11.6349	14.5831	132.044	11.6433	145.21	761.28
272.314	11.6339	13.5876	132.462	11.6422	143.232	764.971
272.339	11.6328	13.5921	132.879	11.6412	141.254	768.614
272.363	11.6318	13.5967	133.296	11.6402	140.276	772.233
272.388	11.6307	13.6012	133.714	11.6391	139.298	775.827
272.412	11.6297	13.6057	134.131	11.6381	139.321	779.423
272.436	11.6286	14.6103	134.573	11.637	140.343	783.043
272.461	11.6276	15.6148	135.04	11.636	139.365	786.64
272.485	11.6265	15.6193	135.507	11.6349	139.387	790.237
272.51	11.6255	16.6239	135.998	11.6339	138.409	793.81
272.534	11.6245	16.6284	136.49	11.6329	137.432	797.359
272.559	11.6234	18.6329	137.03	11.6318	137.454	800.909
272.583	11.6224	19.6374	137.595	11.6308	136.476	804.435
272.608	11.6213	18.642	138.136	11.6297	135.498	807.937
272.632	11.6203	16.6465	138.628	11.6287	135.52	811.44
272.656	11.6192	15.651	139.095	11.6276	136.542	814.967
272.681	11.6182	14.6556	139.539	11.6266	137.565	818.52
272.705	11.6172	13.6601	139.958	11.6255	138.587	822.097
272.73	11.6161	11.6646	140.328	11.6245	141.609	825.749
272.754	11.6151	8.66914	140.625	11.6235	143.631	829.45
272.779	11.614	5.67367	140.848	11.6224	145.653	833.2
272.803	11.613	2.6782	140.999	11.6214	146.676	836.975
272.828	11.612	-0.31727	141.076	11.6203	147.698	840.776
272.852	11.6109	-1.31274	141.129	11.6193	146.72	844.552
272.876	11.6099	-2.30821	141.157	11.6183	146.742	848.329
272.901	11.6088	-1.30368	141.21	11.6172	145.764	852.082
272.925	11.6078	1.70085	141.337	11.6162	143.787	855.786
272.95	11.6068	3.70538	141.512	11.6151	142.809	859.467
272.974	11.6057	5.70991	141.737	11.6141	142.831	863.148
272.999	11.6047	8.71444	142.035	11.6131	142.853	866.83
273.023	11.6036	10.719	142.382	11.612	142.875	870.513
273.048	11.6026	13.7235	142.802	11.611	143.898	874.22
273.072	11.6016	16.728	143.296	11.6099	143.92	877.928
273.097	11.6005	19.7326	143.864	11.6089	143.942	881.636
273.121	11.5995	21.7371	144.48	11.6079	144.964	885.37
273.145	11.5984	20.7416	145.072	11.6068	144.986	889.104
273.17	11.5974	20.7462	145.664	11.6058	147.009	892.887
273.194	11.5964	19.7507	146.232	11.6047	148.031	896.696
273.219	11.5953	18.7552	146.775	11.6037	149.053	900.529
273.243	11.5943	17.7597	147.295	11.6027	150.075	904.387
273.268	11.5933	17.7643	147.814	11.6016	151.097	908.271
273.292	11.5922	18.7688	148.358	11.6006	151.119	912.155
273.317	11.5912	19.7733	148.926	11.5996	152.142	916.064
273.341	11.5901	21.7779	149.543	11.5985	153.164	919.998
273.365	11.5891	22.7824	150.185	11.5975	153.186	923.932
273.39	11.5881	22.7869	150.827	11.5964	153.208	927.867
273.414	11.587	24.7915	151.518	11.5954	152.23	931.778
273.439	11.586	26.796	152.259	11.5944	152.253	935.69
273.463	11.585	28.8005	153.048	11.5933	152.275	939.602
273.488	11.5839	29.805	153.861	11.5923	151.297	943.49
273.512	11.5829	30.8096	154.699	11.5913	150.319	947.355
273.537	11.5819	32.8141	155.587	11.5902	149.341	951.195
273.561	11.5808	33.8186	156.498	11.5892	147.364	954.987
273.586	11.5798	34.8232	157.435	11.5881	145.386	958.731
273.61	11.5788	32.8277	158.322	11.5871	144.408	962.451
273.634	11.5777	30.8322	159.161	11.5861	143.43	966.147
273.659	11.5767	28.8367	159.951	11.585	142.452	969.819
273.683	11.5757	27.8413	160.717	11.584	142.475	973.491
273.708	11.5746	26.8458	161.458	11.583	143.497	977.189
273.732	11.5736	25.8503	162.175	11.5819	145.519	980.936
273.757	11.5725	24.8549	162.868	11.5809	146.541	984.708
273.781	11.5715	23.8594	163.536	11.5799	148.563	988.529
273.806	11.5705	22.8639	164.18	11.5788	151.585	992.425
273.83	11.5695	22.8685	164.824	11.5778	153.608	996.37
273.854	11.5684	21.873	165.444	11.5768	154.63	1000.34
273.879	11.5674	22.8775	166.088	11.5757	154.652	1004.31
273.903	11.5664	22.8821	166.732	11.5747	153.674	1008.26
273.928	11.5653	23.8866	167.401	11.5737	153.696	1012.2
273.952	11.5643	24.8911	168.095	11.5726	152.719	1016.13
273.977	11.5633	24.8956	168.788	11.5716	152.741	1020.05
274.001	11.5622	24.9002	169.482	11.5706	153.763	1024
274.026	11.5612	24.9047	170.176	11.5695	155.785	1028
274.05	11.5602	24.9092	170.87	11.5685	156.807	1032.02
274.075	11.5591	25.9138	171.588	11.5675	157.83	1036.07
274.099	11.5581	24.9183	172.282	11.5664	158.852	1040.14
274.123	11.5571	23.9228	172.952	11.5654	160.874	1044.26
274.148	11.556	22.9274	173.598	11.5644	161.896	1048.41
274.172	11.555	23.9319	174.268	11.5633	161.918	1052.56
274.197	11.554	25.9364	174.987	11.5623	162.941	1056.73
274.221	11.5529	28.9409	175.779	11.5613	162.963	1060.9
274.246	11.5519	28.9455	176.572	11.5603	163.985	1065.1
274.27	11.5509	27.95	177.34	11.5592	166.007	1069.35
274.295	11.5499	26.9545	178.084	11.5582	168.029	1073.65
274.319	11.5488	24.9591	178.779	11.5572	169.052	1077.97
274.343	11.5478	23.9636	179.45	11.5561	170.074	1082.32
274.368	11.5468	22.9681	180.097	11.5551	172.096	1086.71
274.392	11.5457	20.9727	180.694	11.5541	174.118	1091.16
274.417	11.5447	19.9772	181.268	11.553	175.14	1095.63
274.441	11.5437	18.9817	181.817	11.552	175.162	1100.1
274.466	11.5427	18.9862	182.366	11.551	175.185	1104.58
274.49	11.5416	18.9908	182.915	11.55	174.207	1109.02
274.515	11.5406	18.9953	183.464	11.5489	174.229	1113.47
274.539	11.5396	18.9998	184.014	11.5479	175.251	1117.95
274.563	11.5385	20.0044	184.588	11.5469	176.273	1122.45
274.588	11.5375	21.0089	185.186	11.5458	176.296	1126.95
274.612	11.5365	20.0134	185.761	11.5448	177.318	1131.47
274.637	11.5355	20.0179	186.335	11.5438	178.34	1136.02
274.661	11.5344	20.0225	186.91	11.5428	178.362	1140.57
274.686	11.5334	20.027	187.484	11.5417	177.384	1145.1
274.71	11.5324	20.0315	188.059	11.5407	177.407	1149.62
274.735	11.5314	21.0361	188.658	11.5397	177.429	1154.15
274.759	11.5303	22.0406	189.282	11.5387	177.451	1158.68
274.784	11.5293	22.0451	189.906	11.5376	176.473	1163.18
274.808	11.5283	22.0497	190.53	11.5366	175.495	1167.66
274.832	11.5273	22.0542	191.154	11.5356	174.518	1172.12
274.857	11.5262	21.0587	191.754	11.5345	175.54	1176.6
274.881	11.5252	21.0633	192.354	11.5335	176.562	1181.1
274.906	11.5242	22.0678	192.978	11.5325	177.584	1185.63
274.93	11.5232	23.0723	193.627	11.5315	176.606	1190.14
274.955	11.5221	24.0768	194.301	11.5304	175.629	1194.63
274.979	11.5211	27.0814	195.048	11.5294	174.651	1199.08
275.004	11.5201	29.0859	195.844	11.5284	172.673	1203.5
275.028	11.5191	33.0904	196.738	11.5274	171.695	1207.88
275.052	11.518	35.095	197.681	11.5263	170.717	1212.25
275.077	11.517	36.0995	198.648	11.5253	171.739	1216.63
275.101	11.516	37.104	199.64	11.5243	171.762	1221.02
275.126	11.515	39.1086	200.681	11.5233	171.784	1225.41
275.15	11.5139	41.1131	201.772	11.5222	172.806	1229.83
275.175	11.5129	42.1176	202.886	11.5212	175.828	1234.31
275.199	11.5119	42.1221	204.001	11.5202	178.85	1238.88
275.224	11.5109	42.1267	205.116	11.5192	182.873	1243.54
275.248	11.5098	42.1312	206.231	11.5182	185.895	1248.27
275.273	11.5088	42.1357	207.346	11.5171	187.917	1253.05
275.297	11.5078	41.1403	208.437	11.5161	188.939	1257.86
275.321	11.5068	39.1448	209.479	11.5151	189.961	1262.7
275.346	11.5058	34.1493	210.399	11.5141	189.984	1267.53
275.37	11.5047	30.1538	211.221	11.513	192.006	1272.41
275.395	11.5037	27.1584	211.97	11.512	194.028	1277.35
275.419	11.5027	25.1629	212.67	11.511	195.05	1282.3
275.444	11.5017	24.1674	213.346	11.51	196.072	1287.29
275.468	11.5007	23.172	213.997	11.509	196.095	1292.27
275.493	11.4996	22.1765	214.624	11.5079	196.117	1297.26
275.517	11.4986	23.181	215.276	11.5069	197.139	1302.26
275.541	11.4976	24.1855	215.952	11.5059	198.161	1307.3
275.566	11.4966	26.1901	216.678	11.5049	200.183	1312.38
275.59	11.4955	29.1946	217.476	11.5038	203.205	1317.54
275.615	11.4945	31.1991	218.324	11.5028	206.228	1322.77
275.639	11.4935	33.2037	219.221	11.5018	208.25	1328.05
275.664	11.4925	33.2082	220.118	11.5008	209.272	1333.36
275.688	11.4915	35.2127	221.063	11.4998	209.294	1338.66
275.713	11.4905	35.2173	222.009	11.4987	209.316	1343.97
275.737	11.4894	34.2218	222.931	11.4977	209.339	1349.28
275.762	11.4884	34.2263	223.853	11.4967	208.361	1354.56
275.786	11.4874	34.2308	224.775	11.4957	207.383	1359.82
275.81	11.4864	33.2354	225.672	11.4947	206.405	1365.06
275.835	11.4854	33.2399	226.57	11.4937	206.427	1370.29
275.859	11.4843	31.2444	227.419	11.4926	207.45	1375.55
275.884	11.4833	31.249	228.268	11.4916	207.472	1380.81
275.908	11.4823	30.2535	229.092	11.4906	206.494	1386.05
275.933	11.4813	30.258	229.917	11.4896	206.516	1391.29
275.957	11.4803	29.2626	230.717	11.4886	208.538	1396.58
275.982	11.4793	28.2671	231.493	11.4875	209.561	1401.89
276.006	11.4782	27.2716	232.245	11.4865	209.583	1407.2
276.03	11.4772	26.2762	232.972	11.4855	209.605	1412.52
276.055	11.4762	25.2807	233.675	11.4845	208.627	1417.81
276.079	11.4752	26.2852	234.403	11.4835	206.649	1423.05
276.104	11.4742	27.2897	235.155	11.4825	206.672	1428.29
276.128	11.4732	29.2943	235.956	11.4814	206.694	1433.54
276.153	11.4721	32.2988	236.831	11.4804	206.716	1438.78
276.177	11.4711	35.3033	237.779	11.4794	205.738	1444
276.202	11.4701	37.3079	238.776	11.4784	205.76	1449.22
276.226	11.4691	37.3124	239.773	11.4774	206.782	1454.46
276.25	11.4681	36.3169	240.746	11.4764	207.805	1459.73
276.275	11.4671	34.3214	241.67	11.4753	207.827	1465
276.299	11.4661	32.326	242.545	11.4743	208.849	1470.3
276.324	11.465	29.3305	243.347	11.4733	209.871	1475.62
276.348	11.464	28.335	244.125	11.4723	211.893	1480.99
276.373	11.463	27.3396	244.878	11.4713	214.916	1486.43
276.397	11.462	25.3441	245.583	11.4703	217.938	1491.95
276.422	11.461	24.3486	246.263	11.4693	219.96	1497.52
276.446	11.46	23.3532	246.919	11.4682	219.982	1503.08
276.471	11.459	24.3577	247.6	11.4672	220.004	1508.65
276.495	11.4579	25.3622	248.305	11.4662	220.027	1514.22
276.519	11.4569	27.3668	249.059	11.4652	221.049	1519.81
276.544	11.4559	28.3713	249.837	11.4642	222.071	1525.43
276.568	11.4549	28.3758	250.616	11.4632	224.093	1531.1
276.593	11.4539	30.3803	251.444	11.4622	225.115	1536.79
276.617	11.4529	32.3849	252.32	11.4611	227.138	1542.54
276.642	11.4519	33.3894	253.222	11.4601	229.16	1548.33
276.666	11.4509	35.3939	254.172	11.4591	231.182	1554.17
276.691	11.4498	37.3985	255.171	11.4581	232.204	1560.04
276.715	11.4488	40.403	256.244	11.4571	234.226	1565.95
276.739	11.4478	42.4075	257.366	11.4561	236.249	1571.92
276.764	11.4468	42.4121	258.488	11.4551	237.271	1577.91
276.788	11.4458	42.4166	259.61	11.4541	239.293	1583.95
276.813	11.4448	42.4211	260.732	11.453	241.315	1590.04
276.837	11.4438	41.4256	261.829	11.452	243.337	1596.18
276.862	11.4428	39.4302	262.878	11.451	245.359	1602.36
276.886	11.4418	38.4347	263.903	11.45	246.382	1608.58
276.911	11.4407	37.4392	264.903	11.449	247.404	1614.81
276.935	11.4397	36.4438	265.879	11.448	248.426	1621.08
276.96	11.4387	35.4483	266.831	11.447	250.448	1627.39
276.984	11.4377	34.4528	267.758	11.446	252.47	1633.75
277.008	11.4367	34.4573	268.686	11.445	254.493	1640.16
277.033	11.4357	33.4619	269.589	11.4439	256.515	1646.62
277.057	11.4347	34.4664	270.516	11.4429	259.537	1653.16
277.082	11.4337	34.4709	271.444	11.4419	261.559	1659.74
277.106	11.4327	34.4755	272.372	11.4409	263.581	1666.38
277.131	11.4317	34.48	273.3	11.4399	265.604	1673.06
277.155	11.4306	34.4845	274.228	11.4389	266.626	1679.77
277.18	11.4296	34.4891	275.156	11.4379	266.648	1686.48
277.204	11.4286	34.4936	276.084	11.4369	268.67	1693.23
277.228	11.4276	34.4981	277.013	11.4359	269.692	1700.02
277.253	11.4266	34.5027	277.941	11.4349	270.715	1706.82
277.277	11.4256	34.5072	278.87	11.4339	271.737	1713.66
277.302	11.4246	35.5117	279.823	11.4328	270.759	1720.47
277.326	11.4236	34.5162	280.752	11.4318	270.781	1727.28
277.351	11.4226	34.5208	281.681	11.4308	270.803	1734.09
277.375	11.4216	36.5253	282.659	11.4298	268.825	1740.85
277.4	11.4206	38.5298	283.685	11.4288	266.848	1747.56
277.424	11.4196	40.5344	284.761	11.4278	263.87	1754.2
277.449	11.4186	40.5389	285.838	11.4268	261.892	1760.79
277.473	11.4176	40.5434	286.914	11.4258	259.914	1767.34
277.497	11.4165	39.548	287.966	11.4248	257.936	1773.83
277.522	11.4155	39.5525	289.017	11.4238	257.959	1780.33
277.546	11.4145	41.557	290.118	11.4228	257.981	1786.83
277.571	11.4135	43.5615	291.268	11.4218	257.003	1793.3
277.595	11.4125	45.5661	292.467	11.4208	256.025	1799.75
277.62	11.4115	46.5706	293.691	11.4198	254.047	1806.15
277.644	11.4105	47.5751	294.939	11.4188	255.07	1812.57
277.669	11.4095	49.5797	296.236	11.4177	256.092	1819.02
277.693	11.4085	50.5842	297.558	11.4167	257.114	1825.5
277.717	11.4075	50.5887	298.88	11.4157	258.136	1832
277.742	11.4065	48.5932	300.153	11.4147	256.158	1838.45
277.766	11.4055	46.5978	301.377	11.4137	254.181	1844.86
277.791	11.4045	42.6023	302.503	11.4127	252.203	1851.21
277.815	11.4035	38.6068	303.532	11.4117	252.225	1857.57
277.84	11.4025	35.6114	304.488	11.4107	252.247	1863.92
277.864	11.4015	32.6159	305.37	11.4097	253.269	1870.3
277.889	11.4005	30.6204	306.204	11.4087	254.292	1876.71
277.913	11.3995	30.625	307.037	11.4077	255.314	1883.14
277.937	11.3985	31.6295	307.896	11.4067	257.336	1889.62
277.962	11.3975	31.634	308.754	11.4057	259.358	1896.15
277.986	11.3965	33.6386	309.661	11.4047	260.38	1902.71
278.011	11.3955	34.6431	310.593	11.4037	261.402	1909.29
278.035	11.3945	35.6476	311.55	11.4027	261.425	1915.87
278.06	11.3935	35.6521	312.506	11.4017	261.447	1922.45
278.084	11.3925	37.6567	313.512	11.4007	261.469	1929.03
278.109	11.3915	40.6612	314.591	11.3997	261.491	1935.62
278.133	11.3905	44.6657	315.768	11.3987	261.513	1942.2
278.158	11.3895	46.6703	316.994	11.3977	261.536	1948.78
278.182	11.3885	48.6748	318.269	11.3967	261.558	1955.37
278.206	11.3875	50.6793	319.593	11.3957	261.58	1961.95
278.231	11.3865	51.6839	320.942	11.3947	263.602	1968.58
278.255	11.3855	51.6884	322.29	11.3937	266.624	1975.29
278.28	11.3845	52.6929	323.664	11.3927	269.647	1982.07
278.304	11.3835	52.6974	325.037	11.3917	272.669	1988.93
278.329	11.3825	53.702	326.435	11.3907	274.691	1995.84
278.353	11.3815	53.7065	327.833	11.3897	276.713	2002.79
278.378	11.3805	53.711	329.231	11.3887	278.735	2009.79
278.402	11.3795	52.7156	330.605	11.3877	281.758	2016.87
278.426	11.3785	50.7201	331.93	11.3867	283.78	2024
278.451	11.3775	49.7246	333.23	11.3857	284.802	2031.15
278.475	11.3765	50.7291	334.556	11.3847	285.824	2038.33
278.5	11.3755	50.7337	335.881	11.3837	287.846	2045.56
278.524	11.3745	51.7382	337.231	11.3827	289.868	2052.83
278.549	11.3735	50.7427	338.556	11.3817	290.891	2060.13
278.573	11.3725	51.7473	339.906	11.3807	291.913	2067.46
278.598	11.3715	52.7518	341.281	11.3797	292.935	2074.81
278.622	11.3705	53.7563	342.68	11.3787	293.957	2082.19
278.647	11.3695	52.7608	344.055	11.3777	294.979	2089.59
278.671	11.3685	51.7654	345.406	11.3767	296.002	2097.01
278.695	11.3675	50.7699	346.732	11.3757	297.024	2104.47
278.72	11.3665	51.7744	348.083	11.3747	298.046	2111.94
278.744	11.3655	52.779	349.458	11.3737	299.068	2119.44
278.769	11.3645	51.7835	350.809	11.3727	299.09	2126.94
278.793	11.3635	51.788	352.16	11.3717	297.113	2134.4
278.818	11.3625	51.7926	353.511	11.3707	297.135	2141.85
278.842	11.3615	52.7971	354.887	11.3697	297.157	2149.31
278.867	11.3605	53.8016	356.288	11.3687	299.179	2156.81
278.891	11.3595	54.8062	357.712	11.3677	299.201	2164.31
278.915	11.3585	55.8107	359.162	11.3667	300.224	2171.84
278.94	11.3575	55.8152	360.611	11.3657	300.246	2179.37
278.964	11.3565	55.8197	362.061	11.3647	301.268	2186.93
278.989	11.3555	56.8243	363.535	11.3637	301.29	2194.48
279.013	11.3545	57.8288	365.034	11.3627	303.312	2202.09
279.038	11.3535	57.8333	366.533	11.3617	304.335	2209.72
279.062	11.3525	56.8379	368.008	11.3607	304.357	2217.35
279.087	11.3515	55.8424	369.458	11.3597	304.379	2224.98
279.111	11.3505	55.8469	370.908	11.3587	304.401	2232.61
279.135	11.3496	53.8515	372.31	11.3577	304.423	2240.24
279.16	11.3486	51.856	373.663	11.3567	306.445	2247.93
279.184	11.3476	50.8605	374.991	11.3558	308.468	2255.66
279.209	11.3466	49.865	376.295	11.3548	310.49	2263.44
279.233	11.3456	48.8696	377.575	11.3538	313.512	2271.29
279.258	11.3446	47.8741	378.83	11.3528	315.534	2279.2
279.282	11.3436	45.8786	380.037	11.3518	317.556	2287.15
279.307	11.3426	45.8832	381.244	11.3508	318.579	2295.13
279.331	11.3416	46.8877	382.475	11.3498	320.601	2303.15
279.356	11.3406	47.8922	383.731	11.3488	321.623	2311.21
279.38	11.3396	45.8967	384.938	11.3478	324.645	2319.33
279.404	11.3386	43.9013	386.096	11.3468	326.667	2327.51
279.429	11.3376	41.9058	387.206	11.3458	327.69	2335.71
279.453	11.3366	41.9103	388.315	11.3448	327.712	2343.91
279.478	11.3357	40.9149	389.401	11.3438	326.734	2352.09
279.502	11.3347	39.9194	390.461	11.3428	324.756	2360.22
279.527	11.3337	39.9239	391.523	11.3418	324.778	2368.35
279.551	11.3327	39.9285	392.584	11.3409	324.801	2376.48
279.576	11.3317	40.933	393.669	11.3399	324.823	2384.61
279.6	11.3307	42.9375	394.804	11.3389	325.845	2392.77
279.624	11.3297	44.9421	395.988	11.3379	326.867	2400.95
279.649	11.3287	46.9466	397.221	11.3369	328.889	2409.18
279.673	11.3277	47.9511	398.478	11.3359	331.911	2417.48
279.698	11.3267	48.9556	399.76	11.3349	335.934	2425.88
279.722	11.3257	49.9602	401.066	11.3339	339.956	2434.38
279.747	11.3248	48.9647	402.348	11.3329	342.978	2442.96
279.771	11.3238	47.9692	403.606	11.3319	347	2451.63
