b	fcucl2	cucl2	cucl2a	fcuso4	cuso4	cuso4a
309.086	10.2498	-1265.6	26127.6	10.2572	-940.392	38288.6
309.11	10.249	-1279.59	26096.4	10.2564	-936.37	38265.9
309.135	10.2482	-1294.59	26064.8	10.2556	-931.347	38243.4
309.159	10.2474	-1309.59	26032.9	10.2547	-927.325	38220.9
309.184	10.2465	-1323.58	26000.6	10.2539	-923.303	38198.5
309.208	10.2457	-1334.58	25968.1	10.2531	-919.281	38176.2
309.233	10.2449	-1346.57	25935.2	10.2523	-916.259	38154
309.257	10.2441	-1355.57	25902.2	10.2515	-914.237	38131.8
309.281	10.2433	-1364.56	25868.9	10.2507	-914.214	38109.7
309.306	10.2425	-1373.56	25835.4	10.2499	-914.192	38087.5
309.33	10.2417	-1380.55	25801.7	10.2491	-915.17	38065.3
309.355	10.2409	-1387.55	25767.9	10.2483	-914.148	38043.2
309.379	10.2401	-1393.55	25733.9	10.2475	-912.126	38021
309.404	10.2393	-1400.54	25699.7	10.2466	-910.103	37999
309.428	10.2384	-1407.54	25665.4	10.2458	-908.081	37977
309.453	10.2376	-1414.53	25630.9	10.245	-906.059	37955
309.477	10.2368	-1420.53	25596.3	10.2442	-903.037	37933.1
309.501	10.236	-1427.52	25561.5	10.2434	-899.015	37911.3
309.526	10.2352	-1433.52	25526.5	10.2426	-895.992	37889.6
309.55	10.2344	-1441.51	25491.3	10.2418	-892.97	37868
309.575	10.2336	-1448.51	25456	10.241	-889.948	37846.4
309.599	10.2328	-1454.5	25420.5	10.2402	-888.926	37824.8
309.624	10.232	-1460.5	25384.9	10.2394	-888.904	37803.3
309.648	10.2312	-1467.5	25349.1	10.2386	-887.881	37781.8
309.673	10.2304	-1473.49	25313.2	10.2377	-886.859	37760.3
309.697	10.2296	-1478.49	25277.1	10.2369	-886.837	37738.8
309.721	10.2287	-1484.48	25240.9	10.2361	-888.815	37717.3
309.746	10.2279	-1490.48	25204.5	10.2353	-889.793	37695.7
309.77	10.2271	-1497.47	25168	10.2345	-890.771	37674.1
309.795	10.2263	-1503.47	25131.3	10.2337	-889.748	37652.5
309.819	10.2255	-1509.46	25094.5	10.2329	-887.726	37631
309.844	10.2247	-1513.46	25057.6	10.2321	-885.704	37609.6
309.868	10.2239	-1517.45	25020.6	10.2313	-884.682	37588.1
309.893	10.2231	-1521.45	24983.5	10.2305	-882.66	37566.7
309.917	10.2223	-1525.45	24946.3	10.2297	-882.637	37545.3
309.942	10.2215	-1530.44	24908.9	10.2289	-881.615	37524
309.966	10.2207	-1533.44	24871.5	10.2281	-880.593	37502.6
309.99	10.2199	-1536.43	24834	10.2272	-877.571	37481.4
310.015	10.2191	-1540.43	24796.5	10.2264	-875.549	37460.1
310.039	10.2183	-1543.42	24758.8	10.2256	-872.526	37439
310.064	10.2175	-1547.42	24721.1	10.2248	-870.504	37417.9
310.088	10.2166	-1550.41	24683.2	10.224	-867.482	37396.9
310.113	10.2158	-1552.41	24645.4	10.2232	-864.46	37375.9
310.137	10.215	-1554.4	24607.5	10.2224	-862.438	37355
310.162	10.2142	-1556.4	24569.5	10.2216	-860.415	37334.2
310.186	10.2134	-1559.4	24531.4	10.2208	-857.393	37313.4
310.21	10.2126	-1562.39	24493.3	10.22	-856.371	37292.7
310.235	10.2118	-1564.39	24455.2	10.2192	-854.349	37272
310.259	10.211	-1565.38	24417	10.2184	-853.327	37251.3
310.284	10.2102	-1565.38	24378.8	10.2176	-851.304	37230.7
310.308	10.2094	-1566.37	24340.6	10.2168	-850.282	37210.1
310.333	10.2086	-1565.37	24302.4	10.216	-848.26	37189.5
310.357	10.2078	-1564.36	24264.2	10.2152	-846.238	37169
310.382	10.207	-1564.36	24226.1	10.2144	-846.216	37148.5
310.406	10.2062	-1564.35	24187.9	10.2136	-848.194	37128
310.431	10.2054	-1565.35	24149.7	10.2128	-849.171	37107.4
310.455	10.2046	-1567.35	24111.5	10.2119	-850.149	37086.8
310.479	10.2038	-1569.34	24073.2	10.2111	-850.127	37066.2
310.504	10.203	-1571.34	24034.9	10.2103	-851.105	37045.6
310.528	10.2022	-1572.33	23996.5	10.2095	-851.083	37025
310.553	10.2014	-1573.33	23958.1	10.2087	-852.06	37004.3
310.577	10.2006	-1573.32	23919.7	10.2079	-853.038	36983.7
310.602	10.1998	-1573.32	23881.4	10.2071	-853.016	36963
310.626	10.199	-1573.31	23843	10.2063	-854.994	36942.3
310.651	10.1982	-1573.31	23804.6	10.2055	-855.972	36921.5
310.675	10.1974	-1573.3	23766.2	10.2047	-857.949	36900.8
310.699	10.1966	-1572.3	23727.9	10.2039	-858.927	36879.9
310.724	10.1957	-1570.3	23689.6	10.2031	-860.905	36859.1
310.748	10.1949	-1568.29	23651.3	10.2023	-863.883	36838.2
310.773	10.1941	-1567.29	23613.1	10.2015	-866.861	36817.1
310.797	10.1933	-1566.28	23574.9	10.2007	-869.838	36796.1
310.822	10.1925	-1565.28	23536.7	10.1999	-872.816	36774.9
310.846	10.1917	-1565.27	23498.5	10.1991	-875.794	36753.7
310.871	10.1909	-1564.27	23460.3	10.1983	-878.772	36732.4
310.895	10.1901	-1564.26	23422.2	10.1975	-881.75	36711
310.92	10.1893	-1562.26	23384.1	10.1967	-885.727	36689.6
310.944	10.1885	-1560.26	23346	10.1959	-890.705	36668
310.968	10.1877	-1558.25	23308	10.1951	-895.683	36646.3
310.993	10.1869	-1558.25	23270	10.1943	-901.661	36624.4
311.017	10.1861	-1557.24	23232	10.1935	-907.639	36602.4
311.042	10.1853	-1557.24	23194	10.1927	-914.617	36580.2
311.066	10.1845	-1556.23	23156	10.1919	-920.594	36557.9
311.091	10.1837	-1557.23	23118	10.1911	-925.572	36535.5
311.115	10.1829	-1558.22	23080	10.1903	-929.55	36512.9
311.14	10.1821	-1560.22	23042	10.1895	-933.528	36490.3
311.164	10.1813	-1561.21	23003.9	10.1887	-937.506	36467.6
311.188	10.1805	-1560.21	22965.8	10.1879	-942.483	36444.7
311.213	10.1797	-1559.21	22927.8	10.1871	-948.461	36421.7
311.237	10.1789	-1556.2	22889.8	10.1863	-954.439	36398.6
311.262	10.1781	-1555.2	22851.9	10.1855	-962.417	36375.2
311.286	10.1773	-1554.19	22814	10.1847	-969.395	36351.7
311.311	10.1765	-1553.19	22776.1	10.1839	-978.372	36328
311.335	10.1757	-1551.18	22738.2	10.1831	-984.35	36304.1
311.36	10.1749	-1549.18	22700.4	10.1823	-990.328	36280.1
311.384	10.1741	-1546.17	22662.7	10.1815	-996.306	36255.9
311.408	10.1733	-1544.17	22625.1	10.1807	-1002.28	36231.6
311.433	10.1725	-1543.16	22587.4	10.1799	-1007.26	36207.2
311.457	10.1717	-1541.16	22549.8	10.1791	-1013.24	36182.6
311.482	10.1709	-1540.16	22512.2	10.1783	-1019.22	36157.9
311.506	10.1701	-1537.15	22474.7	10.1775	-1026.19	36132.9
311.531	10.1693	-1534.15	22437.3	10.1767	-1034.17	36107.9
311.555	10.1685	-1531.14	22400	10.1759	-1043.15	36082.5
311.58	10.1677	-1528.14	22362.7	10.1751	-1052.13	36057
311.604	10.1669	-1524.13	22325.5	10.1743	-1061.11	36031.3
311.629	10.1662	-1521.13	22288.4	10.1735	-1069.08	36005.3
311.653	10.1654	-1519.12	22251.4	10.1727	-1077.06	35979.2
311.677	10.1646	-1518.12	22214.3	10.1719	-1086.04	35952.8
311.702	10.1638	-1518.11	22177.3	10.1711	-1095.02	35926.2
311.726	10.163	-1517.11	22140.3	10.1703	-1102	35899.5
311.751	10.1622	-1518.11	22103.3	10.1695	-1107.97	35872.6
311.775	10.1614	-1518.1	22066.2	10.1687	-1113.95	35845.5
311.8	10.1606	-1517.1	22029.2	10.1679	-1121.93	35818.3
311.824	10.1598	-1516.09	21992.2	10.1671	-1130.91	35790.8
311.849	10.159	-1516.09	21955.3	10.1663	-1139.88	35763.1
311.873	10.1582	-1516.08	21918.3	10.1655	-1149.86	35735.2
311.897	10.1574	-1515.08	21881.3	10.1647	-1159.84	35707
311.922	10.1566	-1514.07	21844.4	10.1639	-1170.82	35678.6
311.946	10.1558	-1513.07	21807.5	10.1631	-1179.8	35649.9
311.971	10.155	-1512.06	21770.6	10.1623	-1189.77	35621
311.995	10.1542	-1510.06	21733.8	10.1615	-1198.75	35591.9
312.02	10.1534	-1509.06	21696.9	10.1607	-1208.73	35562.6
312.044	10.1526	-1507.05	21660.2	10.1599	-1217.71	35533
312.069	10.1518	-1506.05	21623.4	10.1591	-1226.68	35503.2
312.093	10.151	-1502.04	21586.8	10.1583	-1236.66	35473.1
312.118	10.1502	-1498.04	21550.3	10.1576	-1245.64	35442.9
312.142	10.1494	-1493.03	21513.8	10.1568	-1255.62	35412.4
312.166	10.1486	-1490.03	21477.5	10.156	-1265.6	35381.6
312.191	10.1478	-1487.02	21441.2	10.1552	-1273.57	35350.7
312.215	10.147	-1484.02	21405	10.1544	-1282.55	35319.5
312.24	10.1463	-1481.02	21368.9	10.1536	-1293.53	35288.1
312.264	10.1455	-1478.01	21332.9	10.1528	-1303.51	35256.4
312.289	10.1447	-1475.01	21296.9	10.152	-1313.48	35224.4
312.313	10.1439	-1472	21261	10.1512	-1322.46	35192.3
312.338	10.1431	-1470	21225.1	10.1504	-1330.44	35160
312.362	10.1423	-1468.99	21189.3	10.1496	-1337.42	35127.5
312.386	10.1415	-1468.99	21153.5	10.1488	-1343.4	35094.8
312.411	10.1407	-1467.98	21117.6	10.148	-1349.37	35062
312.435	10.1399	-1466.98	21081.9	10.1472	-1354.35	35029.1
312.46	10.1391	-1465.97	21046.1	10.1464	-1361.33	34996
312.484	10.1383	-1465.97	21010.4	10.1456	-1369.31	34962.7
312.509	10.1375	-1463.97	20974.6	10.1448	-1378.29	34929.2
312.533	10.1367	-1462.96	20939	10.144	-1388.26	34895.4
312.558	10.1359	-1461.96	20903.3	10.1432	-1398.24	34861.4
312.582	10.1351	-1460.95	20867.7	10.1425	-1407.22	34827.2
312.606	10.1343	-1459.95	20832.1	10.1417	-1416.2	34792.8
312.631	10.1336	-1457.94	20796.5	10.1409	-1425.17	34758.1
312.655	10.1328	-1454.94	20761	10.1401	-1434.15	34723.2
312.68	10.132	-1450.93	20725.6	10.1393	-1444.13	34688.1
312.704	10.1312	-1448.93	20690.3	10.1385	-1454.11	34652.8
312.729	10.1304	-1445.92	20655	10.1377	-1464.09	34617.2
312.753	10.1296	-1443.92	20619.8	10.1369	-1474.06	34581.3
312.778	10.1288	-1441.92	20584.6	10.1361	-1482.04	34545.3
312.802	10.128	-1439.91	20549.5	10.1353	-1490.02	34509
312.827	10.1272	-1437.91	20514.4	10.1345	-1497	34472.6
312.851	10.1264	-1436.9	20479.4	10.1337	-1503.97	34436
312.875	10.1256	-1434.9	20444.4	10.1329	-1510.95	34399.3
312.9	10.1248	-1432.89	20409.4	10.1322	-1518.93	34362.3
312.924	10.1241	-1429.89	20374.6	10.1314	-1525.91	34325.2
312.949	10.1233	-1426.88	20339.8	10.1306	-1531.89	34287.9
312.973	10.1225	-1422.88	20305.1	10.1298	-1538.86	34250.5
312.998	10.1217	-1418.87	20270.5	10.129	-1545.84	34212.9
313.022	10.1209	-1414.87	20236	10.1282	-1553.82	34175.1
313.047	10.1201	-1411.87	20201.5	10.1274	-1562.8	34137.1
313.071	10.1193	-1409.86	20167.1	10.1266	-1568.77	34098.9
313.095	10.1185	-1407.86	20132.8	10.1258	-1573.75	34060.6
313.12	10.1177	-1403.85	20098.6	10.125	-1577.73	34022.2
313.144	10.1169	-1400.85	20064.4	10.1242	-1582.71	33983.7
313.169	10.1161	-1398.84	20030.3	10.1235	-1586.69	33945.1
313.193	10.1154	-1399.84	19996.1	10.1227	-1591.66	33906.4
313.218	10.1146	-1399.83	19962	10.1219	-1596.64	33867.6
313.242	10.1138	-1399.83	19927.9	10.1211	-1601.62	33828.6
313.267	10.113	-1399.82	19893.7	10.1203	-1605.6	33789.5
313.291	10.1122	-1398.82	19859.6	10.1195	-1610.57	33750.3
313.316	10.1114	-1396.82	19825.5	10.1187	-1614.55	33711.1
313.34	10.1106	-1394.81	19791.5	10.1179	-1619.53	33671.6
313.364	10.1098	-1393.81	19757.5	10.1171	-1625.51	33632.1
313.389	10.109	-1392.8	19723.6	10.1163	-1629.49	33592.4
313.413	10.1083	-1391.8	19689.6	10.1156	-1634.46	33552.7
313.438	10.1075	-1390.79	19655.7	10.1148	-1639.44	33512.8
313.462	10.1067	-1388.79	19621.8	10.114	-1646.42	33472.7
313.487	10.1059	-1387.78	19588	10.1132	-1652.4	33432.5
313.511	10.1051	-1385.78	19554.2	10.1124	-1658.38	33392.1
313.536	10.1043	-1384.77	19520.4	10.1116	-1664.35	33351.6
313.56	10.1035	-1382.77	19486.7	10.1108	-1670.33	33311
313.584	10.1027	-1379.77	19453	10.11	-1674.31	33270.2
313.609	10.102	-1378.76	19419.4	10.1092	-1677.29	33229.4
313.633	10.1012	-1377.76	19385.8	10.1085	-1680.26	33188.5
313.658	10.1004	-1374.75	19352.3	10.1077	-1682.24	33147.6
313.682	10.0996	-1373.75	19318.8	10.1069	-1685.22	33106.6
313.707	10.0988	-1371.74	19285.3	10.1061	-1688.2	33065.5
313.731	10.098	-1368.74	19252	10.1053	-1690.18	33024.4
313.756	10.0972	-1365.73	19218.7	10.1045	-1692.15	32983.2
313.78	10.0964	-1363.73	19185.4	10.1037	-1692.13	32942
313.805	10.0957	-1360.73	19152.2	10.1029	-1693.11	32900.8
313.829	10.0949	-1357.72	19119.1	10.1022	-1695.09	32859.5
313.853	10.0941	-1353.72	19086.1	10.1014	-1696.06	32818.3
313.878	10.0933	-1350.71	19053.1	10.1006	-1695.04	32777
313.902	10.0925	-1348.71	19020.3	10.0998	-1695.02	32735.8
313.927	10.0917	-1346.7	18987.4	10.099	-1694	32694.5
313.951	10.0909	-1345.7	18954.6	10.0982	-1691.98	32653.3
313.976	10.0902	-1343.69	18921.8	10.0974	-1689.95	32612.2
314	10.0894	-1341.69	18889.1	10.0967	-1687.93	32571.1
314.025	10.0886	-1338.68	18856.5	10.0959	-1686.91	32530.1
314.049	10.0878	-1335.68	18823.9	10.0951	-1685.89	32489.1
314.073	10.087	-1333.68	18791.4	10.0943	-1685.86	32448
314.098	10.0862	-1332.67	18758.9	10.0935	-1684.84	32407
314.122	10.0854	-1333.67	18726.4	10.0927	-1683.82	32366
314.147	10.0847	-1335.66	18693.8	10.0919	-1683.8	32325.1
314.171	10.0839	-1338.66	18661.1	10.0912	-1682.78	32284.1
314.196	10.0831	-1340.65	18628.4	10.0904	-1681.75	32243.2
314.22	10.0823	-1342.65	18595.7	10.0896	-1681.73	32202.3
314.245	10.0815	-1342.64	18563	10.0888	-1681.71	32161.3
314.269	10.0807	-1341.64	18530.2	10.088	-1680.69	32120.4
314.293	10.08	-1340.63	18497.6	10.0872	-1679.67	32079.5
314.318	10.0792	-1338.63	18464.9	10.0864	-1677.64	32038.7
314.342	10.0784	-1336.63	18432.3	10.0857	-1675.62	31997.9
314.367	10.0776	-1335.62	18399.7	10.0849	-1674.6	31957.2
314.391	10.0768	-1335.62	18367.2	10.0841	-1671.58	31916.5
314.416	10.076	-1336.61	18334.6	10.0833	-1668.55	31875.9
314.44	10.0752	-1337.61	18302	10.0825	-1664.53	31835.4
314.465	10.0745	-1338.6	18269.3	10.0817	-1661.51	31795
314.489	10.0737	-1340.6	18236.6	10.081	-1659.49	31754.6
314.514	10.0729	-1342.59	18203.9	10.0802	-1657.47	31714.2
314.538	10.0721	-1345.59	18171.1	10.0794	-1654.44	31674
314.562	10.0713	-1346.58	18138.2	10.0786	-1652.42	31633.8
314.587	10.0705	-1346.58	18105.4	10.0778	-1650.4	31593.6
314.611	10.0698	-1344.58	18072.6	10.077	-1648.38	31553.5
314.636	10.069	-1342.57	18039.9	10.0763	-1646.35	31513.4
314.66	10.0682	-1339.57	18007.2	10.0755	-1645.33	31473.4
314.685	10.0674	-1334.56	17974.7	10.0747	-1642.31	31433.4
314.709	10.0666	-1329.56	17942.2	10.0739	-1639.29	31393.5
314.734	10.0659	-1323.55	17910	10.0731	-1636.27	31353.7
314.758	10.0651	-1317.55	17877.8	10.0723	-1633.24	31314
314.782	10.0643	-1312.54	17845.8	10.0716	-1629.22	31274.3
314.807	10.0635	-1308.54	17813.9	10.0708	-1624.2	31234.8
314.831	10.0627	-1305.53	17782.1	10.07	-1620.18	31195.4
314.856	10.0619	-1302.53	17750.3	10.0692	-1615.15	31156.1
314.88	10.0612	-1298.53	17718.7	10.0684	-1611.13	31116.9
314.905	10.0604	-1295.52	17687.1	10.0676	-1607.11	31077.8
314.929	10.0596	-1293.52	17655.5	10.0669	-1603.09	31038.8
314.954	10.0588	-1291.51	17624	10.0661	-1599.07	30999.9
314.978	10.058	-1291.51	17592.6	10.0653	-1596.04	30961
315.003	10.0573	-1289.5	17561.1	10.0645	-1592.02	30922.3
315.027	10.0565	-1286.5	17529.7	10.0637	-1586	30883.7
315.051	10.0557	-1282.49	17498.5	10.063	-1579.98	30845.3
315.076	10.0549	-1276.49	17467.3	10.0622	-1572.95	30807
315.1	10.0541	-1272.48	17436.3	10.0614	-1566.93	30768.9
315.125	10.0534	-1268.48	17405.4	10.0606	-1561.91	30730.9
315.149	10.0526	-1265.48	17374.5	10.0598	-1558.89	30693
315.174	10.0518	-1263.47	17343.7	10.0591	-1554.87	30655.1
315.198	10.051	-1261.47	17313	10.0583	-1548.84	30617.5
315.223	10.0502	-1258.46	17282.3	10.0575	-1542.82	30579.9
315.247	10.0495	-1255.46	17251.7	10.0567	-1536.8	30542.6
315.271	10.0487	-1252.45	17221.1	10.0559	-1529.78	30505.3
315.296	10.0479	-1249.45	17190.7	10.0552	-1522.76	30468.3
315.32	10.0471	-1246.44	17160.3	10.0544	-1515.73	30431.4
315.345	10.0463	-1241.44	17130	10.0536	-1509.71	30394.7
315.369	10.0456	-1237.44	17099.9	10.0528	-1502.69	30358.2
315.394	10.0448	-1232.43	17069.8	10.052	-1496.67	30321.8
315.418	10.044	-1228.43	17039.9	10.0513	-1491.64	30285.5
315.443	10.0432	-1225.42	17010	10.0505	-1484.62	30249.4
315.467	10.0425	-1220.42	16980.2	10.0497	-1477.6	30213.4
315.491	10.0417	-1216.41	16950.6	10.0489	-1470.58	30177.7
315.516	10.0409	-1213.41	16921	10.0481	-1464.56	30142
315.54	10.0401	-1208.4	16891.5	10.0474	-1458.53	30106.6
315.565	10.0393	-1204.4	16862.2	10.0466	-1450.51	30071.3
315.589	10.0386	-1200.39	16832.9	10.0458	-1441.49	30036.2
315.614	10.0378	-1196.39	16803.7	10.045	-1433.47	30001.4
315.638	10.037	-1193.39	16774.6	10.0443	-1426.44	29966.7
315.663	10.0362	-1188.38	16745.7	10.0435	-1418.42	29932.2
315.687	10.0355	-1183.38	16716.8	10.0427	-1411.4	29897.9
315.712	10.0347	-1179.37	16688.1	10.0419	-1404.38	29863.7
315.736	10.0339	-1175.37	16659.4	10.0411	-1397.36	29829.8
315.76	10.0331	-1170.36	16630.9	10.0404	-1389.33	29796
315.785	10.0323	-1164.36	16602.5	10.0396	-1382.31	29762.4
315.809	10.0316	-1157.35	16574.3	10.0388	-1374.29	29729
315.834	10.0308	-1150.35	16546.3	10.038	-1367.27	29695.7
315.858	10.03	-1143.34	16518.4	10.0373	-1361.24	29662.6
315.883	10.0292	-1136.34	16490.7	10.0365	-1356.22	29629.7
315.907	10.0285	-1130.34	16463.1	10.0357	-1351.2	29596.8
315.932	10.0277	-1124.33	16435.7	10.0349	-1346.18	29564.1
315.956	10.0269	-1118.33	16408.5	10.0341	-1341.16	29531.5
315.98	10.0261	-1112.32	16381.4	10.0334	-1334.13	29499.1
316.005	10.0254	-1106.32	16354.4	10.0326	-1327.11	29466.8
316.029	10.0246	-1100.31	16327.6	10.0318	-1318.09	29434.8
316.054	10.0238	-1094.31	16300.9	10.031	-1308.07	29403
316.078	10.023	-1089.3	16274.4	10.0303	-1299.05	29371.4
316.103	10.0223	-1084.3	16247.9	10.0295	-1291.02	29340
316.127	10.0215	-1080.29	16221.6	10.0287	-1283	29308.9
316.152	10.0207	-1075.29	16195.4	10.0279	-1273.98	29277.9
316.176	10.0199	-1069.29	16169.4	10.0272	-1264.96	29247.2
316.201	10.0192	-1063.28	16143.4	10.0264	-1255.93	29216.6
316.225	10.0184	-1057.28	16117.7	10.0256	-1246.91	29186.3
316.249	10.0176	-1051.27	16092.1	10.0248	-1237.89	29156.3
316.274	10.0168	-1045.27	16066.6	10.0241	-1228.87	29126.4
316.298	10.0161	-1038.26	16041.3	10.0233	-1219.85	29096.8
316.323	10.0153	-1031.26	16016.2	10.0225	-1209.82	29067.4
316.347	10.0145	-1026.25	15991.2	10.0217	-1200.8	29038.2
316.372	10.0137	-1020.25	15966.3	10.021	-1191.78	29009.3
316.396	10.013	-1014.24	15941.6	10.0202	-1180.76	28980.6
316.421	10.0122	-1007.24	15917	10.0194	-1170.73	28952.2
316.445	10.0114	-1001.24	15892.6	10.0186	-1161.71	28923.9
316.469	10.0106	-994.231	15868.4	10.0179	-1153.69	28895.9
316.494	10.0099	-988.227	15844.3	10.0171	-1144.67	28868.1
316.518	10.0091	-980.222	15820.5	10.0163	-1135.65	28840.6
316.543	10.0083	-973.218	15796.8	10.0155	-1126.62	28813.2
316.567	10.0075	-967.213	15773.2	10.0148	-1115.6	28786.1
316.592	10.0068	-960.209	15749.8	10.014	-1105.58	28759.3
316.616	10.006	-954.204	15726.6	10.0132	-1095.56	28732.7
316.641	10.0052	-949.2	15703.4	10.0125	-1085.53	28706.3
316.665	10.0045	-943.195	15680.5	10.0117	-1076.51	28680.2
316.69	10.0037	-938.191	15657.6	10.0109	-1066.49	28654.3
316.714	10.0029	-933.186	15634.9	10.0101	-1056.47	28628.7
316.738	10.0021	-930.182	15612.2	10.0094	-1046.45	28603.3
316.763	10.0014	-927.177	15589.6	10.0086	-1037.42	28578.1
316.787	10.0006	-925.172	15567.1	10.0078	-1027.4	28553.2
316.812	9.99983	-921.168	15544.7	10.007	-1017.38	28528.5
316.836	9.99905	-918.163	15522.3	10.0063	-1008.36	28504
316.861	9.99828	-912.159	15500.1	10.0055	-998.335	28479.8
316.885	9.99751	-907.154	15478	10.0047	-987.313	28455.8
316.91	9.99674	-902.15	15456	10.004	-976.291	28432.2
316.934	9.99597	-899.145	15434.1	10.0032	-965.268	28408.8
316.958	9.9952	-897.141	15412.3	10.0024	-953.246	28385.6
316.983	9.99443	-894.136	15390.5	10.0016	-941.224	28362.8
317.007	9.99366	-890.132	15368.8	10.0009	-929.202	28340.3
317.032	9.99289	-884.127	15347.3	10.0001	-918.18	28318
317.056	9.99212	-877.123	15325.9	9.99933	-906.157	28296.1
317.081	9.99135	-869.118	15304.8	9.99856	-894.135	28274.4
317.105	9.99057	-863.114	15283.7	9.99779	-883.113	28253
317.13	9.9898	-857.109	15262.9	9.99702	-872.091	28231.8
317.154	9.98903	-850.105	15242.2	9.99624	-860.069	28211
317.178	9.98826	-843.1	15221.6	9.99547	-849.046	28190.4
317.203	9.98749	-835.095	15201.3	9.9947	-838.024	28170.1
317.227	9.98672	-826.091	15181.2	9.99393	-828.002	28150.1
317.252	9.98595	-817.086	15161.3	9.99316	-815.98	28130.3
317.276	9.98519	-809.082	15141.6	9.99239	-804.958	28110.8
317.301	9.98442	-803.077	15122.1	9.99162	-794.935	28091.6
317.325	9.98365	-798.073	15102.6	9.99085	-785.913	28072.6
317.35	9.98288	-793.068	15083.3	9.99008	-776.891	28053.8
317.374	9.98211	-788.064	15064.1	9.98931	-768.869	28035.1
317.399	9.98134	-783.059	15045.1	9.98854	-759.847	28016.8
317.423	9.98057	-778.055	15026.2	9.98778	-751.825	27998.6
317.447	9.9798	-771.05	15007.4	9.98701	-743.802	27980.6
317.472	9.97903	-765.046	14988.8	9.98624	-735.78	27962.8
317.496	9.97827	-760.041	14970.3	9.98547	-725.758	27945.2
317.521	9.9775	-755.037	14951.9	9.9847	-716.736	27927.9
317.545	9.97673	-750.032	14933.6	9.98393	-707.714	27910.8
317.57	9.97596	-747.028	14915.5	9.98316	-698.691	27893.9
317.594	9.97519	-742.023	14897.4	9.98239	-689.669	27877.2
317.619	9.97442	-738.018	14879.4	9.98162	-679.647	27860.8
317.643	9.97366	-733.014	14861.6	9.98086	-669.625	27844.6
317.667	9.97289	-727.009	14843.9	9.98009	-660.603	27828.6
317.692	9.97212	-720.005	14826.4	9.97932	-652.58	27812.9
317.716	9.97135	-715	14809	9.97855	-646.558	27797.2
317.741	9.97059	-708.996	14791.8	9.97778	-638.536	27781.8
317.765	9.96982	-702.991	14774.7	9.97702	-629.514	27766.6
317.79	9.96905	-697.987	14757.7	9.97625	-619.492	27751.7
317.814	9.96829	-693.982	14740.8	9.97548	-610.469	27736.9
317.839	9.96752	-689.978	14724	9.97471	-602.447	27722.4
317.863	9.96675	-683.973	14707.4	9.97395	-594.425	27708
317.888	9.96599	-677.969	14690.9	9.97318	-585.403	27693.9
317.912	9.96522	-672.964	14674.5	9.97241	-576.381	27680
317.936	9.96445	-667.96	14658.3	9.97165	-568.358	27666.3
317.961	9.96369	-663.955	14642.1	9.97088	-561.336	27652.8
317.985	9.96292	-660.951	14626	9.97011	-553.314	27639.4
318.01	9.96216	-657.946	14610	9.96935	-547.292	27626.2
318.034	9.96139	-655.941	14594.1	9.96858	-540.27	27613.2
318.059	9.96062	-652.937	14578.2	9.96781	-533.248	27600.4
318.083	9.95986	-651.932	14562.4	9.96705	-527.225	27587.7
318.108	9.95909	-649.928	14546.5	9.96628	-521.203	27575.1
318.132	9.95833	-645.923	14530.8	9.96552	-517.181	27562.7
318.156	9.95756	-641.919	14515.2	9.96475	-514.159	27550.3
318.181	9.9568	-635.914	14499.8	9.96398	-511.137	27538
318.205	9.95603	-630.91	14484.4	9.96322	-510.114	27525.7
318.23	9.95527	-624.905	14469.2	9.96245	-509.092	27513.4
318.254	9.9545	-619.901	14454.2	9.96169	-508.07	27501.2
318.279	9.95374	-615.896	14439.2	9.96092	-508.048	27489
318.303	9.95297	-611.892	14424.3	9.96016	-509.026	27476.7
318.328	9.95221	-608.887	14409.5	9.95939	-509.003	27464.5
318.352	9.95144	-605.883	14394.8	9.95863	-507.981	27452.2
318.377	9.95068	-601.878	14380.2	9.95786	-507.959	27440
318.401	9.94992	-596.874	14365.6	9.9571	-505.937	27427.8
318.425	9.94915	-591.869	14351.3	9.95633	-504.915	27415.7
318.45	9.94839	-587.864	14337	9.95557	-504.892	27403.5
318.474	9.94762	-584.86	14322.8	9.9548	-503.87	27391.4
318.499	9.94686	-581.855	14308.6	9.95404	-503.848	27379.2
318.523	9.9461	-579.851	14294.5	9.95328	-504.826	27367.1
318.548	9.94533	-578.846	14280.5	9.95251	-504.804	27354.9
318.572	9.94457	-576.842	14266.4	9.95175	-505.781	27342.8
318.597	9.94381	-574.837	14252.5	9.95099	-505.759	27330.6
318.621	9.94304	-574.833	14238.5	9.95022	-506.737	27318.4
318.645	9.94228	-574.828	14224.5	9.94946	-508.715	27306.1
318.67	9.94152	-572.824	14210.6	9.94869	-511.693	27293.8
318.694	9.94076	-571.819	14196.7	9.94793	-516.671	27281.4
318.719	9.93999	-569.815	14182.9	9.94717	-521.648	27268.8
318.743	9.93923	-567.81	14169.1	9.94641	-526.626	27256.1
318.768	9.93847	-565.806	14155.3	9.94564	-532.604	27243.3
318.792	9.93771	-562.801	14141.6	9.94488	-538.582	27230.3
318.817	9.93694	-561.797	14128	9.94412	-544.56	27217.2
318.841	9.93618	-560.792	14114.4	9.94335	-551.537	27203.9
318.866	9.93542	-559.787	14100.8	9.94259	-558.515	27190.4
318.89	9.93466	-557.783	14087.2	9.94183	-566.493	27176.8
318.914	9.9339	-556.778	14073.7	9.94107	-574.471	27162.9
